Name,Num Procs,Abs Trace - MinOverProcs,  Abs Trace - MeanOverProcs,  Abs Trace - MaxOverProcs,  Abs Trace - MeanOverCallCounts,  Anasazi: BlockKrylovSchur::Computing Ritz vectors - MinOverProcs,  Anasazi: BlockKrylovSchur::Computing Ritz vectors - MeanOverProcs,  Anasazi: BlockKrylovSchur::Computing Ritz vectors - MaxOverProcs,  Anasazi: BlockKrylovSchur::Computing Ritz vectors - MeanOverCallCounts,  Anasazi: BlockKrylovSchur::Computing Schur form - MinOverProcs,  Anasazi: BlockKrylovSchur::Computing Schur form - MeanOverProcs,  Anasazi: BlockKrylovSchur::Computing Schur form - MaxOverProcs,  Anasazi: BlockKrylovSchur::Computing Schur form - MeanOverCallCounts,  Anasazi: BlockKrylovSchur::Operation Op*x - MinOverProcs,  Anasazi: BlockKrylovSchur::Operation Op*x - MeanOverProcs,  Anasazi: BlockKrylovSchur::Operation Op*x - MaxOverProcs,  Anasazi: BlockKrylovSchur::Operation Op*x - MeanOverCallCounts,  Anasazi: BlockKrylovSchur::Orthogonalization - MinOverProcs,  Anasazi: BlockKrylovSchur::Orthogonalization - MeanOverProcs,  Anasazi: BlockKrylovSchur::Orthogonalization - MaxOverProcs,  Anasazi: BlockKrylovSchur::Orthogonalization - MeanOverCallCounts,  Anasazi: BlockKrylovSchur::Sorting Ritz values - MinOverProcs,  Anasazi: BlockKrylovSchur::Sorting Ritz values - MeanOverProcs,  Anasazi: BlockKrylovSchur::Sorting Ritz values - MaxOverProcs,  Anasazi: BlockKrylovSchur::Sorting Ritz values - MeanOverCallCounts,  Anasazi: BlockKrylovSchur::Sorting Schur form - MinOverProcs,  Anasazi: BlockKrylovSchur::Sorting Schur form - MeanOverProcs,  Anasazi: BlockKrylovSchur::Sorting Schur form - MaxOverProcs,  Anasazi: BlockKrylovSchur::Sorting Schur form - MeanOverCallCounts,  Anasazi: BlockKrylovSchurSolMgr restarting - MinOverProcs,  Anasazi: BlockKrylovSchurSolMgr restarting - MeanOverProcs,  Anasazi: BlockKrylovSchurSolMgr restarting - MaxOverProcs,  Anasazi: BlockKrylovSchurSolMgr restarting - MeanOverCallCounts,  Anasazi: BlockKrylovSchurSolMgr::solve() - MinOverProcs,  Anasazi: BlockKrylovSchurSolMgr::solve() - MeanOverProcs,  Anasazi: BlockKrylovSchurSolMgr::solve() - MaxOverProcs,  Anasazi: BlockKrylovSchurSolMgr::solve() - MeanOverCallCounts,  Antisymm Frob Norm - MinOverProcs,  Antisymm Frob Norm - MeanOverProcs,  Antisymm Frob Norm - MaxOverProcs,  Antisymm Frob Norm - MeanOverCallCounts,  Antisymm Inf Norm - MinOverProcs,  Antisymm Inf Norm - MeanOverProcs,  Antisymm Inf Norm - MaxOverProcs,  Antisymm Inf Norm - MeanOverCallCounts,  Avg Nonzeros / Row - MinOverProcs,  Avg Nonzeros / Row - MeanOverProcs,  Avg Nonzeros / Row - MaxOverProcs,  Avg Nonzeros / Row - MeanOverCallCounts,  Col Diag Dominance - MinOverProcs,  Col Diag Dominance - MeanOverProcs,  Col Diag Dominance - MaxOverProcs,  Col Diag Dominance - MeanOverCallCounts,  Col Variance - MinOverProcs,  Col Variance - MeanOverProcs,  Col Variance - MaxOverProcs,  Col Variance - MeanOverCallCounts,  Diadonal Nonzeros - MinOverProcs,  Diadonal Nonzeros - MeanOverProcs,  Diadonal Nonzeros - MaxOverProcs,  Diadonal Nonzeros - MeanOverCallCounts,  Diag Variance - MinOverProcs,  Diag Variance - MeanOverProcs,  Diag Variance - MaxOverProcs,  Diag Variance - MeanOverCallCounts,  Diagonal Mean - MinOverProcs,  Diagonal Mean - MeanOverProcs,  Diagonal Mean - MaxOverProcs,  Diagonal Mean - MeanOverCallCounts,  Diagonal Sign - MinOverProcs,  Diagonal Sign - MeanOverProcs,  Diagonal Sign - MaxOverProcs,  Diagonal Sign - MeanOverCallCounts,  Dimension - MinOverProcs,  Dimension - MeanOverProcs,  Dimension - MaxOverProcs,  Dimension - MeanOverCallCounts,  Dummy Rows - MinOverProcs,  Dummy Rows - MeanOverProcs,  Dummy Rows - MaxOverProcs,  Dummy Rows - MeanOverCallCounts,  Eigen LM - MinOverProcs,  Eigen LM - MeanOverProcs,  Eigen LM - MaxOverProcs,  Eigen LM - MeanOverCallCounts,  Eigen LR - MinOverProcs,  Eigen LR - MeanOverProcs,  Eigen LR - MaxOverProcs,  Eigen LR - MeanOverCallCounts,  Eigen SM - MinOverProcs,  Eigen SM - MeanOverProcs,  Eigen SM - MaxOverProcs,  Eigen SM - MeanOverCallCounts,  Eigen SR - MinOverProcs,  Eigen SR - MeanOverProcs,  Eigen SR - MaxOverProcs,  Eigen SR - MeanOverCallCounts,  Frob. Norm - MinOverProcs,  Frob. Norm - MeanOverProcs,  Frob. Norm - MaxOverProcs,  Frob. Norm - MeanOverCallCounts,  Inf Norm - MinOverProcs,  Inf Norm - MeanOverProcs,  Inf Norm - MaxOverProcs,  Inf Norm - MeanOverCallCounts,  Lower Bandwidth - MinOverProcs,  Lower Bandwidth - MeanOverProcs,  Lower Bandwidth - MaxOverProcs,  Lower Bandwidth - MeanOverCallCounts,  Max Nonzeros / Row - MinOverProcs,  Max Nonzeros / Row - MeanOverProcs,  Max Nonzeros / Row - MaxOverProcs,  Max Nonzeros / Row - MeanOverCallCounts,  Min Nonzeros / Row - MinOverProcs,  Min Nonzeros / Row - MeanOverProcs,  Min Nonzeros / Row - MaxOverProcs,  Min Nonzeros / Row - MeanOverCallCounts,  Nonzeros - MinOverProcs,  Nonzeros - MeanOverProcs,  Nonzeros - MaxOverProcs,  Nonzeros - MeanOverCallCounts,  One Norm - MinOverProcs,  One Norm - MeanOverProcs,  One Norm - MaxOverProcs,  One Norm - MeanOverCallCounts,  Row Diag Dominance - MinOverProcs,  Row Diag Dominance - MeanOverProcs,  Row Diag Dominance - MaxOverProcs,  Row Diag Dominance - MeanOverCallCounts,  Row Variance - MinOverProcs,  Row Variance - MeanOverProcs,  Row Variance - MaxOverProcs,  Row Variance - MeanOverCallCounts,  Symm Frob Norm - MinOverProcs,  Symm Frob Norm - MeanOverProcs,  Symm Frob Norm - MaxOverProcs,  Symm Frob Norm - MeanOverCallCounts,  Symm Inf Norm - MinOverProcs,  Symm Inf Norm - MeanOverProcs,  Symm Inf Norm - MaxOverProcs,  Symm Inf Norm - MeanOverCallCounts,  Symmetry - MinOverProcs,  Symmetry - MeanOverProcs,  Symmetry - MaxOverProcs,  Symmetry - MeanOverCallCounts,  Trace - MinOverProcs,  Trace - MeanOverProcs,  Trace - MaxOverProcs,  Trace - MeanOverCallCounts,  Upper Bandwidth - MinOverProcs,  Upper Bandwidth - MeanOverProcs,  Upper Bandwidth - MaxOverProcs,  Upper Bandwidth - MeanOverCallCounts,
c-28.mtx,12,0.000244141,0.000244935,0.000246048,0.000244935,0.000258207,0.000274539,0.00029397,0.000137269,0.00347686,0.00350726,0.00354099,7.97E-05,0.00865245,0.0124265,0.0189872,2.80E-05,0.0456491,0.0519841,0.0556839,0.000116036,0.000101089,0.000120759,0.000132799,2.74E-06,0.000622749,0.000638107,0.000648499,1.45E-05,0.000793695,0.000815928,0.000833511,2.04E-05,0.0719173,0.0722225,0.0725331,0.0180556,0.00419784,0.00420817,0.00421309,0.00420817,0.00445104,0.00446705,0.00447321,0.00446705,6.29E-05,6.41E-05,6.48E-05,6.41E-05,0.00184107,0.00185104,0.00186706,0.00185104,0.326921,0.326933,0.326955,0.326933,0,3.77E-07,1.19E-06,3.77E-07,0.000478029,0.000490745,0.000500917,0.000490745,0.000231028,0.000245969,0.000262976,0.000245969,0.000247955,0.000248373,0.000249147,0.000248373,0,0,0,0,8.82E-05,8.93E-05,9.11E-05,8.93E-05,0.0112989,0.0113126,0.0113289,0.00282816,0.00199986,0.00200858,0.00202084,0.000502144,0.0323551,0.0323621,0.0323761,0.00809053,0.0322201,0.0322315,0.0322359,0.00805787,1.38E-05,1.51E-05,1.72E-05,1.51E-05,0.000753164,0.000796,0.000825882,0.000265333,0.00022912,0.000245571,0.000256062,0.000245571,0,1.59E-07,9.54E-07,1.59E-07,6.51E-05,8.22E-05,9.11E-05,8.22E-05,0,0,0,0,0.00182819,0.00183692,0.00185609,0.00183692,0.000235081,0.000255366,0.000271082,0.000255366,0.320839,0.320848,0.320857,0.320848,0.00432706,0.00433707,0.00434613,0.00433707,0.00445104,0.00446139,0.00447416,0.00446139,0.00390315,0.00392155,0.00394201,0.00392155,0.000252008,0.000253042,0.000253916,0.000253042,0.000253916,0.000283003,0.000303984,0.000283003, 
c-29.mtx,12,0.000341892,0.000342528,0.0003438,0.000342528,0.000302076,0.000325064,0.000342846,0.000162532,0.00333977,0.00342023,0.00350571,7.77E-05,0.00913048,0.0131892,0.0238287,2.97E-05,0.0471539,0.057823,0.0620599,0.000129069,8.94E-05,0.000112911,0.000131607,2.57E-06,0.00062108,0.000633597,0.000653505,1.44E-05,0.000812531,0.000827193,0.000841856,2.07E-05,0.0787251,0.078818,0.0789104,0.0197045,0.0089972,0.00899955,0.00900292,0.00899955,0.00682187,0.00682479,0.00682783,0.00682479,7.01E-05,7.18E-05,7.30E-05,7.18E-05,0.0025959,0.00260888,0.00262594,0.00260888,0.393074,0.393092,0.393112,0.393092,0,7.95E-08,9.54E-07,7.95E-08,0.000667095,0.000684857,0.000700951,0.000684857,0.000333071,0.000341634,0.000352144,0.000341634,0.000351906,0.000352144,0.000352859,0.000352144,0,1.59E-07,9.54E-07,1.59E-07,9.20E-05,9.37E-05,9.49E-05,9.37E-05,0.0125058,0.0125115,0.0125279,0.00312787,0.00215292,0.00215848,0.00216603,0.000539621,0.0353711,0.0353757,0.0353801,0.00884393,0.0353191,0.0353232,0.0353279,0.00883079,2.22E-05,2.22E-05,2.22E-05,2.22E-05,0.00102401,0.00107418,0.00111604,0.000358058,0.000333786,0.00035133,0.000363827,0.00035133,0,2.38E-07,9.54E-07,2.38E-07,6.91E-05,9.28E-05,0.000108957,9.28E-05,0,2.78E-07,1.19E-06,2.78E-07,0.00259709,0.00260641,0.0026269,0.00260641,0.000309944,0.000331501,0.000358105,0.000331501,0.395474,0.395485,0.395491,0.395485,0.00670314,0.00671736,0.00673914,0.00671736,0.00682497,0.00683892,0.00686002,0.00683892,0.00664496,0.00667258,0.00669312,0.00667258,0.000346899,0.000347972,0.000349045,0.000347972,0.000362873,0.00037243,0.000387907,0.00037243, 
c-30.mtx,12,0.000501156,0.000502586,0.000503063,0.000502586,0.000346184,0.000359078,0.000376225,0.000119693,0.0021255,0.00214171,0.00215936,8.24E-05,0.0050571,0.00752576,0.0174448,2.85E-05,0.0287507,0.0386597,0.0412219,0.000144253,6.70E-05,7.87E-05,9.23E-05,3.03E-06,0.00038147,0.000392199,0.000409603,1.51E-05,0.000446796,0.00046428,0.000479937,2.11E-05,0.0510068,0.0511137,0.0512209,0.0127784,0.011549,0.0115591,0.0115728,0.0115591,0.0119939,0.012006,0.012017,0.012006,7.08E-05,7.16E-05,7.32E-05,7.16E-05,0.00403285,0.00404416,0.00406885,0.00404416,0.445451,0.445469,0.445487,0.445469,0,7.95E-08,9.54E-07,7.95E-08,0.000983953,0.00100587,0.001019,0.00100587,0.000490904,0.000495553,0.000499964,0.000495553,0.00051713,0.000517925,0.000519037,0.000517925,0,0,0,0,8.92E-05,9.08E-05,9.30E-05,9.08E-05,0.0125852,0.0125952,0.0126109,0.00314881,0.00224113,0.00224497,0.00224829,0.000561242,0.0369079,0.0369172,0.0369229,0.00922929,0.00570798,0.00571211,0.00571728,0.00142803,3.70E-05,3.78E-05,3.89E-05,3.78E-05,0.00153303,0.00165196,0.00169897,0.000550654,0.000507116,0.000532786,0.000544071,0.000532786,0,7.95E-08,9.54E-07,7.95E-08,7.30E-05,0.000103633,0.000112057,0.000103633,0,3.18E-07,9.54E-07,3.18E-07,0.00402999,0.00403802,0.00404882,0.00403802,0.000498056,0.000519613,0.000538826,0.000519613,0.43757,0.43758,0.437584,0.43758,0.0119429,0.0119537,0.0119851,0.0119537,0.011987,0.0119939,0.012023,0.0119939,0.0139098,0.0139316,0.013953,0.0139316,0.000520945,0.000521958,0.00052309,0.000521958,0.000541925,0.00055333,0.000565052,0.00055333, 
c-31.mtx,12,0.000597,0.000597556,0.000597954,0.000597556,0.000341892,0.000376006,0.000404835,0.000125335,0.00336862,0.00341352,0.00344896,8.13E-05,0.00893188,0.0141076,0.0287764,3.33E-05,0.0464165,0.0611545,0.0664203,0.000142884,9.73E-05,0.000115017,0.00013113,2.74E-06,0.000655413,0.000668824,0.000680447,1.59E-05,0.000775576,0.00080059,0.000823975,2.11E-05,0.082911,0.082975,0.0830591,0.0207437,0.0120158,0.0120596,0.0121,0.0120596,0.012507,0.0125445,0.0125561,0.0125445,7.10E-05,7.27E-05,7.39E-05,7.27E-05,0.00418591,0.00420515,0.00423408,0.00420515,0.453968,0.453991,0.454026,0.453991,0,7.95E-08,9.54E-07,7.95E-08,0.00116014,0.00118512,0.00120306,0.00118512,0.000585079,0.000589927,0.000595093,0.000589927,0.000609159,0.000609636,0.000610113,0.000609636,0,0,0,0,8.30E-05,8.65E-05,8.89E-05,8.65E-05,0.012408,0.0124152,0.012423,0.00310381,0.00232291,0.00232683,0.00233173,0.000581707,0.039324,0.0393269,0.0393298,0.00983173,0.0352199,0.0352218,0.035224,0.00880544,3.89E-05,4.06E-05,4.10E-05,4.06E-05,0.0016892,0.00180785,0.00188303,0.000602616,0.000591993,0.000621657,0.000641108,0.000621657,0,4.77E-07,9.54E-07,4.77E-07,7.30E-05,9.62E-05,0.000106812,9.62E-05,0,7.95E-08,9.54E-07,7.95E-08,0.00416899,0.00418764,0.00423002,0.00418764,0.000564098,0.000597437,0.000633001,0.000597437,0.442906,0.442917,0.442929,0.442917,0.0124009,0.0124108,0.0124469,0.0124108,0.0127349,0.0127461,0.0127771,0.0127461,0.013761,0.0137972,0.0138319,0.0137972,0.000598907,0.000603914,0.000605106,0.000603914,0.000595808,0.000632167,0.000652075,0.000632167, 
c-32.mtx,12,0.000411034,0.000411272,0.000411987,0.000411272,0.000352859,0.000378231,0.000396967,0.000126077,0.0020802,0.00210724,0.00213075,8.43E-05,0.00556517,0.00777767,0.0151763,3.06E-05,0.0276139,0.0350382,0.0373104,0.000135807,7.13E-05,8.62E-05,9.51E-05,3.45E-06,0.000340223,0.000348985,0.000364065,1.40E-05,0.000443459,0.000456333,0.000486612,2.17E-05,0.0475662,0.0476102,0.0476573,0.0119026,0.00867295,0.00869268,0.00870609,0.00869268,0.00902605,0.00904437,0.00905514,0.00904437,7.89E-05,8.01E-05,8.11E-05,8.01E-05,0.00325918,0.00327291,0.00329399,0.00327291,0.546317,0.546339,0.546362,0.546339,0,0,0,0,0.00078392,0.000799,0.000813961,0.000799,0.000396967,0.000401139,0.000412941,0.000401139,0.000427961,0.00042969,0.000431061,0.00042969,0,0,0,0,0.000102043,0.000102917,0.000103951,0.000102917,0.01176,0.0117711,0.0117831,0.00294278,0.00221109,0.00221924,0.00222397,0.00055481,0.035964,0.0359718,0.0359769,0.00899294,0.00380778,0.00381144,0.00381589,0.00095286,2.81E-05,2.86E-05,2.91E-05,2.86E-05,0.00124121,0.00131007,0.00135088,0.00043669,0.000405073,0.000425319,0.000440121,0.000425319,0,3.18E-07,9.54E-07,3.18E-07,8.11E-05,0.000110308,0.00012207,0.000110308,0,3.77E-07,1.19E-06,3.77E-07,0.00324798,0.00325884,0.00327611,0.00325884,0.000397921,0.000414948,0.000429869,0.000414948,0.545786,0.545793,0.545801,0.545793,0.00894499,0.00895939,0.0089922,0.00895939,0.00903106,0.00904542,0.00907516,0.00904542,0.0101969,0.010212,0.0102289,0.010212,0.000407219,0.000408411,0.000409126,0.000408411,0.000431061,0.000438035,0.000445127,0.000438035, 
c-33.mtx,12,0.000415802,0.000420392,0.000421047,0.000420392,0.000386953,0.000401795,0.000420094,0.000133932,0.00306726,0.00311603,0.00316763,8.20E-05,0.00881171,0.0127285,0.0239246,3.31E-05,0.0426216,0.0539076,0.0578513,0.000138937,9.18E-05,0.000107825,0.00012517,2.84E-06,0.000592709,0.000602265,0.00061965,1.58E-05,0.000725746,0.00074931,0.000772953,2.20E-05,0.0737062,0.0737193,0.0737319,0.0184298,0.00860214,0.00863947,0.00866294,0.00863947,0.00901985,0.00903386,0.00905108,0.00903386,8.49E-05,8.64E-05,8.80E-05,8.64E-05,0.00341296,0.00342604,0.00345206,0.00342604,0.619763,0.619782,0.619807,0.619782,0,7.95E-08,9.54E-07,7.95E-08,0.000824928,0.000844379,0.000859022,0.000844379,0.000413895,0.000420094,0.000433922,0.000420094,0.00043416,0.000434399,0.000435114,0.000434399,0,4.97E-07,1.19E-06,4.97E-07,0.000106096,0.000107924,0.000109911,0.000107924,0.0125508,0.0125629,0.0125749,0.00314071,0.00227213,0.00227976,0.0022881,0.00056994,0.03811,0.0381178,0.0381238,0.00952945,0.0275512,0.0275568,0.0275619,0.00688919,2.41E-05,2.72E-05,2.81E-05,2.72E-05,0.00123715,0.00133719,0.00138497,0.00044573,0.000412226,0.000437637,0.000451088,0.000437637,0,7.95E-08,9.54E-07,7.95E-08,8.49E-05,0.000105023,0.000113964,0.000105023,0,7.95E-08,9.54E-07,7.95E-08,0.00339389,0.00341173,0.00344992,0.00341173,0.000384092,0.000419339,0.000454903,0.000419339,0.615975,0.615977,0.615982,0.615977,0.00893116,0.00894443,0.00897408,0.00894443,0.00903296,0.0090426,0.00906301,0.0090426,0.00983191,0.00986665,0.00990105,0.00986665,0.000427961,0.000428836,0.000429869,0.000428836,0.000449896,0.000462194,0.000478029,0.000462194, 
c-34.mtx,12,0.000412941,0.000414213,0.000414848,0.000414213,0.00039506,0.000416597,0.00044322,0.000138866,0.00223994,0.00227863,0.00230527,8.44E-05,0.00679564,0.0106953,0.0165768,3.90E-05,0.0310323,0.0368196,0.0406559,0.000132445,6.75E-05,7.91E-05,9.23E-05,2.93E-06,0.000414133,0.000422617,0.000430346,1.57E-05,0.000492811,0.000517527,0.000533342,2.25E-05,0.0526595,0.0527608,0.0528548,0.0131902,0.00767589,0.00769216,0.00770998,0.00769216,0.00811315,0.00812729,0.00813508,0.00812729,8.70E-05,8.87E-05,9.01E-05,8.87E-05,0.00307488,0.00309509,0.00312018,0.00309509,0.667137,0.667156,0.667177,0.667156,0,0,0,0,0.000793934,0.000811776,0.000830889,0.000811776,0.00040102,0.00041457,0.000435114,0.00041457,0.000427961,0.000428359,0.000428915,0.000428359,0,0,0,0,0.000118017,0.00011913,0.000119925,0.00011913,0.0123131,0.0123383,0.0123532,0.00308457,0.00224495,0.0022547,0.00226808,0.000563676,0.0369852,0.0369879,0.0369918,0.00924698,0.00737405,0.00737814,0.00738502,0.00184454,2.41E-05,2.52E-05,2.60E-05,2.52E-05,0.00127101,0.00133626,0.00139594,0.000445419,0.000405073,0.000429988,0.000450134,0.000429988,0,1.59E-07,9.54E-07,1.59E-07,8.89E-05,0.000127117,0.000146866,0.000127117,0,2.38E-07,9.54E-07,2.38E-07,0.00305986,0.00307123,0.00308394,0.00307123,0.000343084,0.000391662,0.000422001,0.000391662,0.657589,0.657599,0.657606,0.657599,0.00789499,0.00791174,0.00795221,0.00791174,0.00806403,0.0080835,0.00811696,0.0080835,0.00778508,0.00781554,0.007864,0.00781554,0.000420094,0.000421127,0.000422001,0.000421127,0.000440121,0.000450393,0.000461102,0.000450393, 
c-35.mtx,12,0.000368834,0.000370463,0.000371218,0.000370463,0.000288963,0.000309249,0.000324965,0.000154624,0.00360489,0.00363461,0.00368094,8.26E-05,0.0120194,0.0176572,0.025265,3.98E-05,0.0493064,0.0569744,0.0625947,0.000127175,9.61E-05,0.000104427,0.000118017,2.37E-06,0.00073576,0.000753522,0.00077033,1.71E-05,0.00085783,0.000890474,0.000911713,2.23E-05,0.0825632,0.082723,0.0828862,0.0206808,0.00674677,0.0067569,0.00677395,0.0067569,0.00708795,0.00709734,0.00711298,0.00709734,8.70E-05,9.03E-05,9.20E-05,9.03E-05,0.00290704,0.00292691,0.00295496,0.00292691,0.651498,0.651526,0.651565,0.651526,0,7.95E-08,9.54E-07,7.95E-08,0.000751019,0.000789265,0.000812054,0.000789265,0.000342846,0.000355979,0.000365973,0.000355979,0.000377178,0.000377417,0.000379086,0.000377417,0,0,0,0,9.89E-05,0.000100017,0.000101089,0.000100017,0.0118539,0.0118687,0.0118859,0.00296718,0.00218296,0.00218956,0.00219297,0.000547389,0.0374389,0.0374425,0.037446,0.00936063,0.037441,0.0374441,0.0374479,0.00936101,2.10E-05,2.12E-05,2.19E-05,2.12E-05,0.00113487,0.00121182,0.00126982,0.000403941,0.000386953,0.000414391,0.00043416,0.000414391,0,3.18E-07,9.54E-07,3.18E-07,8.80E-05,0.000131011,0.000149012,0.000131011,0,3.97E-07,9.54E-07,3.97E-07,0.0029459,0.00295965,0.00297308,0.00295965,0.000370026,0.000418405,0.00045085,0.000418405,0.648786,0.6488,0.648807,0.6488,0.00678778,0.00680212,0.00684905,0.00680212,0.00705194,0.00706263,0.00711203,0.00706263,0.00623178,0.00626405,0.00631309,0.00626405,0.000382185,0.000383139,0.000384092,0.000383139,0.000377178,0.000385861,0.000399113,0.000385861, 
c-36.mtx,12,0.00049901,0.000499646,0.000499964,0.000499646,0.000425577,0.000439246,0.000458956,0.000146415,0.00234914,0.00238281,0.00240707,8.51E-05,0.00699329,0.0101673,0.0202332,3.58E-05,0.0337183,0.0437201,0.0470481,0.000151806,6.89E-05,8.27E-05,8.99E-05,2.95E-06,0.000416279,0.000427266,0.000438213,1.53E-05,0.000540495,0.000557542,0.000576973,2.32E-05,0.0592241,0.0593516,0.0594838,0.0148379,0.010361,0.0103869,0.010396,0.0103869,0.0107598,0.0107786,0.0107901,0.0107786,9.89E-05,9.93E-05,9.99E-05,9.93E-05,0.00407696,0.0040948,0.00411701,0.0040948,0.854027,0.854044,0.854066,0.854044,0,2.38E-07,9.54E-07,2.38E-07,0.000977039,0.000995378,0.00101209,0.000995378,0.000486135,0.00049452,0.000503063,0.00049452,0.00051403,0.00051562,0.000516891,0.00051562,0,0,0,0,0.000117064,0.000118534,0.000120163,0.000118534,0.012737,0.0127465,0.0127568,0.00318663,0.00242615,0.00242953,0.00243425,0.000607381,0.0405691,0.0405724,0.0405769,0.0101431,0.00997305,0.00998078,0.00998378,0.00249519,3.10E-05,3.19E-05,3.29E-05,3.19E-05,0.001508,0.00158425,0.00163913,0.000528084,0.000498056,0.000520011,0.000538111,0.000520011,0,7.95E-08,9.54E-07,7.95E-08,9.92E-05,0.000119289,0.000138044,0.000119289,0,7.95E-08,9.54E-07,7.95E-08,0.00405884,0.00406969,0.00408316,0.00406969,0.000466824,0.000494679,0.000522852,0.000494679,0.860954,0.860964,0.860971,0.860964,0.010756,0.0107795,0.0108011,0.0107795,0.010788,0.0108112,0.010833,0.0108112,0.0114138,0.0114426,0.011471,0.0114426,0.000507116,0.000507911,0.000509024,0.000507911,0.000535011,0.000544349,0.000555992,0.000544349, 
c-37.mtx,12,0.000495911,0.000496467,0.000496864,0.000496467,0.000316858,0.000336687,0.000347137,0.000168343,0.00373077,0.00377039,0.00380421,8.20E-05,0.0123525,0.019479,0.0349824,4.20E-05,0.0556741,0.0712158,0.0783334,0.00015217,0.000102758,0.000112871,0.000122309,2.45E-06,0.000687122,0.000700732,0.000719309,1.52E-05,0.000959158,0.00100827,0.00103784,2.40E-05,0.0990572,0.099207,0.0992732,0.0248017,0.00965309,0.00966309,0.00969219,0.00966309,0.0101211,0.0101324,0.010155,0.0101324,9.89E-05,9.94E-05,9.99E-05,9.94E-05,0.00381112,0.00382952,0.00386405,0.00382952,1.01115,1.01118,1.01123,1.01118,0,1.59E-07,9.54E-07,1.59E-07,0.000931025,0.0009739,0.000990868,0.0009739,0.000476837,0.000492632,0.000510931,0.000492632,0.000527859,0.000529011,0.000530005,0.000529011,0,1.59E-07,9.54E-07,1.59E-07,0.000123978,0.000124772,0.000125885,0.000124772,0.0185261,0.0185334,0.0185409,0.00463335,0.00450087,0.00450794,0.00451589,0.00112698,0.0424149,0.0424215,0.042424,0.0106054,0.04234,0.0423419,0.0423439,0.0105855,2.79E-05,2.91E-05,3.00E-05,2.91E-05,0.0014956,0.00158767,0.00164938,0.000529223,0.000488997,0.00052321,0.000540972,0.00052321,0,1.59E-07,9.54E-07,1.59E-07,9.80E-05,0.000143111,0.000165939,0.000143111,0,0,0,0,0.00380492,0.003815,0.003829,0.003815,0.000454187,0.000490884,0.000519991,0.000490884,1.01278,1.01279,1.0128,1.01279,0.00985193,0.00987385,0.00992107,0.00987385,0.010078,0.0101003,0.0101449,0.0101003,0.00950599,0.00953511,0.00957394,0.00953511,0.000515938,0.000516415,0.000516891,0.000516415,0.000547886,0.000562847,0.000577927,0.000562847, 
c-38.mtx,12,0.000464916,0.000466088,0.000467062,0.000466088,0.000414133,0.000435094,0.000464916,0.000145031,0.00356483,0.00364157,0.00395775,8.28E-05,0.0130641,0.0194807,0.0282316,4.39E-05,0.0518155,0.0606896,0.0671101,0.000135468,9.80E-05,0.000114779,0.000124693,2.61E-06,0.000616789,0.000625451,0.000633717,1.42E-05,0.000943422,0.000966867,0.000986576,2.42E-05,0.0884731,0.0884968,0.0885201,0.0221242,0.00768518,0.00772828,0.00773597,0.00772828,0.00812101,0.00813039,0.00816917,0.00813039,9.89E-05,0.000100315,0.000101089,0.000100315,0.00312901,0.00315118,0.00318289,0.00315118,0.990796,0.990831,0.990858,0.990831,0,2.38E-07,9.54E-07,2.38E-07,0.000952959,0.000980258,0.000999928,0.000980258,0.000469923,0.000477811,0.000488043,0.000477811,0.000466108,0.000466744,0.000468016,0.000466744,0,7.95E-08,9.54E-07,7.95E-08,0.000118017,0.00011907,0.000121117,0.00011907,0.0147719,0.0147804,0.014787,0.00369509,0.00421476,0.00421911,0.00422311,0.00105478,0.040041,0.0400454,0.040051,0.0100114,0.0359612,0.0359691,0.0359731,0.00899227,2.91E-05,2.99E-05,3.39E-05,2.99E-05,0.00128198,0.00135251,0.00142813,0.000450836,0.000443935,0.000475427,0.000498056,0.000475427,0,3.38E-07,1.19E-06,3.38E-07,9.80E-05,0.000135481,0.000162125,0.000135481,0,7.95E-08,9.54E-07,7.95E-08,0.00310206,0.00311482,0.00315499,0.00311482,0.0004251,0.000465135,0.000494003,0.000465135,1.00698,1.007,1.00701,1.007,0.00798202,0.00800995,0.00805402,0.00800995,0.00815487,0.00817722,0.00821686,0.00817722,0.00757504,0.00760408,0.00764298,0.00760408,0.000488043,0.000488599,0.000488997,0.000488599,0.000501871,0.000515064,0.000530005,0.000515064, 
