% Generated on 2015-12-03 20:04:47,  dyna6-73.cs.uoregon.edu: /Users/norris/research/lighthouse/lighthouse-git/sandbox/scripts/anamod2arff.py, Command: "../scripts/anamod2arff.py -f ../petsc/anamod-features -p ../petsc/timing/aciss -n petsc_anamod_aciss -b 12"
lambda-max-by-magnitude-im,right-bandwidth,avgdistfromdiag,symmetry,n-dummy-rows,blocksize,max-nnzeros-per-row,diag-definite,avgnnzprow,lambda-max-by-magnitude-re,ellipse-cy,nnzup,ruhe75-bound,avg-diag-dist,nnz,lambda-min-by-magnitude-re,lambda-max-by-im-part-im,left-bandwidth,norm1,sigma-min,upband,n-struct-unsymm,lambda-min-by-magnitude-im,diagonal-average,diagonal-dominance,dummy-rows,ritz-values-r,symmetry-snorm,symmetry-fanorm,symmetry-fsnorm,colours,lambda-max-by-im-part-re,col-variability,trace-abs,ritz-values-c,nnzeros,diag-zerostart,loband,positive-fraction,trace,min-nnzeros-per-row,diagonal-sign,row-variability,nrows,lambda-max-by-real-part-im,colour-offsets,n-colours,relsymm,diagonal-variance,departure,nnzlow,n-nonzero-diags,sigma-max,dummy-rows-kind,kappa,n-ritz-values,colour-set-sizes,sigma-diag-dist,symmetry-anorm,ellipse-ax,ellipse-ay,ellipse-cx,normF,normInf,lee95-bound,lambda-max-by-real-part-re,nnzdia,trace-asquared, solver, class
0,5307,5,0,0,2780,15,0,5,-35.17876,0,9768,53399.74,2427.391,28845,1.527257e-07,0,4535,45386.36,18105.65,5307,23443,0,2.077875e-05,-80906.14,0,0,40453.08,150762.8,150762.8,0,35.17646,28.93934,0.1102936,0,28845,2797,4535,0.5,0.07423522,2,0,27.24262,5308,0,0,6,0.1872768,0.001290178,213210.5,13769,8307,53434.82,0,1.195174,240,0,12697670.0,40453.08,34.99241,31.02565,0.08245465,213210.8,80906.14,213210.8,35.17646,5308,2944.95,"37052868",1
0,4535,4,0,0,2358,13,0,4,4.607859e-19,0,9622,2863795.0,2407.734,24809,4.607859e-19,0,5307,2276611.0,937583.4,4535,0,0,0.03507346,-4487511.0,0,0,0,0,0,0,4.607859e-19,28.93907,186.1699,0,24809,2386,5307,0.4833333,186.1699,2,1,26.49207,5308,0,0,6,0,2.541382,8690481.0,9879,7952,2963795.0,0,194.9634,240,0,14946190.0,0,671.2212,100000.0,-46.87728,8691634.0,4487511.0,0,490.6939,5308,0,"29030070",-1
0,4535,4,0,0,2358,13,0,4,4.607859e-19,0,9622,2863795.0,2407.734,24809,4.607859e-19,0,5307,2276611.0,937583.4,4535,0,0,0.03507346,-4487511.0,0,0,0,0,0,0,4.607859e-19,28.93907,186.1699,0,24809,2386,5307,0.4833333,186.1699,2,1,26.49207,5308,0,0,6,0,2.541382,8690481.0,9879,7952,2963795.0,0,194.9634,240,0,14946190.0,0,671.2212,100000.0,-46.87728,8691634.0,4487511.0,0,490.6939,5308,0,"69654763",1
0,4535,4,0,0,2358,13,0,4,4.607859e-19,0,9622,2863795.0,2407.734,24809,4.607859e-19,0,5307,2276611.0,937583.4,4535,0,0,0.03507346,-4487511.0,0,0,0,0,0,0,4.607859e-19,28.93907,186.1699,0,24809,2386,5307,0.4833333,186.1699,2,1,26.49207,5308,0,0,6,0,2.541382,8690481.0,9879,7952,2963795.0,0,194.9634,240,0,14946190.0,0,671.2212,100000.0,-46.87728,8691634.0,4487511.0,0,490.6939,5308,0,"37052868",-1
0,5307,5,0,0,2780,15,0,5,-33.39543,0,9764,50812.22,2427.031,28848,-1.535255e-07,0,4535,45348.06,17206.74,5307,0,0,1.962205e-05,-76988.58,0,0,0,0,0,0,33.39287,29.3272,0.1041538,0,28848,2797,4535,0.4958333,0.06974074,2,0,27.41537,5308,0,0,6,0,0.001216398,204285.1,13776,8309,50850.97,0,1.571096,240,0,12696190.0,0,34.43819,33.4492,-1.036982,204285.4,76988.58,0,33.39287,5308,0,"29030070",-1
0,5307,5,0,0,2780,15,0,5,-33.39543,0,9764,50812.22,2427.031,28848,-1.535255e-07,0,4535,45348.06,17206.74,5307,0,0,1.962205e-05,-76988.58,0,0,0,0,0,0,33.39287,29.3272,0.1041538,0,28848,2797,4535,0.4958333,0.06974074,2,0,27.41537,5308,0,0,6,0,0.001216398,204285.1,13776,8309,50850.97,0,1.571096,240,0,12696190.0,0,34.43819,33.4492,-1.036982,204285.4,76988.58,0,33.39287,5308,0,"69654763",-1
0,5307,5,0,0,2780,15,0,5,-33.39543,0,9764,50812.22,2427.031,28848,-1.535255e-07,0,4535,45348.06,17206.74,5307,0,0,1.962205e-05,-76988.58,0,0,0,0,0,0,33.39287,29.3272,0.1041538,0,28848,2797,4535,0.4958333,0.06974074,2,0,27.41537,5308,0,0,6,0,0.001216398,204285.1,13776,8309,50850.97,0,1.571096,240,0,12696190.0,0,34.43819,33.4492,-1.036982,204285.4,76988.58,0,33.39287,5308,0,"37052868",1
0,4535,4,0,0,2358,13,0,4,3.252607e-19,0,9616,2855328.0,2407.284,24790,3.252607e-19,0,5307,2270087.0,936210.4,4535,0,0,0.03505887,-4474379.0,0,0,0,0,0,0,3.252607e-19,28.94268,186.0925,0,24790,2386,5307,0.4958333,186.0925,2,1,26.7714,5308,0,0,6,0,2.540319,8657358.0,9866,7949,2955328.0,0,203.6607,240,0,14934340.0,0,673.8211,100000.0,-51.98303,8658516.0,4474379.0,0,488.377,5308,0,"29030070",-1
0,4535,4,0,0,2358,13,0,4,3.252607e-19,0,9616,2855328.0,2407.284,24790,3.252607e-19,0,5307,2270087.0,936210.4,4535,0,0,0.03505887,-4474379.0,0,0,0,0,0,0,3.252607e-19,28.94268,186.0925,0,24790,2386,5307,0.4958333,186.0925,2,1,26.7714,5308,0,0,6,0,2.540319,8657358.0,9866,7949,2955328.0,0,203.6607,240,0,14934340.0,0,673.8211,100000.0,-51.98303,8658516.0,4474379.0,0,488.377,5308,0,"37052868",1
0,0,19,0,17,1,281,1,19,24.8555,0,0,2.523288,3331.368,379247,24.85521,0,7105,47.57771,11.09828,0,0,0,24.74826,-1.713785,0,0,0,0,0,0,24.85549,13.61307,492391.3,0,379247,19896,7105,1.0,492391.3,1,2,13.60808,19896,0,0,31,0,0.3101805,1160.429,359351,6654,41.68191,1,2.911578,46,0,48114100.0,0,12.85467,7.193521,26.30395,3678.904,47.57761,0,24.85564,19896,0,"29030070",-1
0,0,19,0,17,1,281,1,19,24.8555,0,0,2.523288,3331.368,379247,24.85521,0,7105,47.57771,11.09828,0,0,0,24.74826,-1.713785,0,0,0,0,0,0,24.85549,13.61307,492391.3,0,379247,19896,7105,1.0,492391.3,1,2,13.60808,19896,0,0,31,0,0.3101805,1160.429,359351,6654,41.68191,1,2.911578,46,0,48114100.0,0,12.85467,7.193521,26.30395,3678.904,47.57761,0,24.85564,19896,0,"69654763",1
0,0,19,0,17,1,281,1,19,24.8555,0,0,2.523288,3331.368,379247,24.85521,0,7105,47.57771,11.09828,0,0,0,24.74826,-1.713785,0,0,0,0,0,0,24.85549,13.61307,492391.3,0,379247,19896,7105,1.0,492391.3,1,2,13.60808,19896,0,0,31,0,0.3101805,1160.429,359351,6654,41.68191,1,2.911578,46,0,48114100.0,0,12.85467,7.193521,26.30395,3678.904,47.57761,0,24.85564,19896,0,"37052868",-1
0,5789,7,0,0,4,60,0,7,1.0,0,14185,11223000.0,2314.406,45465,4.072221e-07,0,5837,26524340.0,11223100.0,5789,0,0,41691.86,-37533560.0,0,0,0,0,0,0,1.0,24.13064,243897400.0,0,45465,5850,5837,0.09090909,-243890600.0,2,0,19.29646,5850,0,0,13,0,400518.0,67964580.0,25430,1752,18445420.0,0,75008.05,44,0,16429140.0,0,3828716.0,100.3602,-3828656.0,74617540.0,37533560.0,0,10.77404,5850,0,"29030070",-1
0,5789,7,0,0,4,60,0,7,1.0,0,14185,11223000.0,2314.406,45465,4.072221e-07,0,5837,26524340.0,11223100.0,5789,0,0,41691.86,-37533560.0,0,0,0,0,0,0,1.0,24.13064,243897400.0,0,45465,5850,5837,0.09090909,-243890600.0,2,0,19.29646,5850,0,0,13,0,400518.0,67964580.0,25430,1752,18445420.0,0,75008.05,44,0,16429140.0,0,3828716.0,100.3602,-3828656.0,74617540.0,37533560.0,0,10.77404,5850,0,"69654763",-1
0,5789,7,0,0,4,60,0,7,1.0,0,14185,11223000.0,2314.406,45465,4.072221e-07,0,5837,26524340.0,11223100.0,5789,0,0,41691.86,-37533560.0,0,0,0,0,0,0,1.0,24.13064,243897400.0,0,45465,5850,5837,0.09090909,-243890600.0,2,0,19.29646,5850,0,0,13,0,400518.0,67964580.0,25430,1752,18445420.0,0,75008.05,44,0,16429140.0,0,3828716.0,100.3602,-3828656.0,74617540.0,37533560.0,0,10.77404,5850,0,"37052868",1
0,15047,13,0,0,4,153,0,13,1.0,0,259195,340484500.0,6827.318,565956,4.072221e-07,0,14782,535673000.0,340494700.0,15047,506896,0,179027.7,-766652800.0,0,0,383326400.0,1600979000.0,1662718000.0,0,1.0,26.32059,7427858000.0,0,565956,41490,14782,0.09090909,-7427811000.0,2,0,19.77358,41490,0,0,26,0.1043544,2196468.0,2264127000.0,265271,4180,397753600.0,0,8018.001,22,0,120399000.0,383326400.0,40741810.0,0,-40731650.0,2308196000.0,766652800.0,2264127000.0,13.72258,41490,2.014971e+17,"37052868",1
0,0,3,0,1357,1,5,1,3,6.850103e-05,0,0,0.0001789352,1953.308,20209,6.376835e-06,0,5147,0.000298285,0.0001798093,0,0,0,3.38279e-05,-4.065758e-20,0,0,0,0,0,0,5.597036e-05,6.660474,0.175127,0,20209,5177,5147,1.0,0.175127,1,2,6.660474,5177,0,0,4,0,2.879528e-05,0.0008908963,15032,3152,0.0001950849,1,170.6343,18,0,16876020.0,0,7.413828e-05,1.024167e-06,7.501237e-05,0.003318204,0.0002237138,0,0.0001491425,5177,0,"29030070",-1
0,0,3,0,1357,1,5,1,3,6.850103e-05,0,0,0.0001789352,1953.308,20209,6.376835e-06,0,5147,0.000298285,0.0001798093,0,0,0,3.38279e-05,-4.065758e-20,0,0,0,0,0,0,5.597036e-05,6.660474,0.175127,0,20209,5177,5147,1.0,0.175127,1,2,6.660474,5177,0,0,4,0,2.879528e-05,0.0008908963,15032,3152,0.0001950849,1,170.6343,18,0,16876020.0,0,7.413828e-05,1.024167e-06,7.501237e-05,0.003318204,0.0002237138,0,0.0001491425,5177,0,"69654763",1
0,0,3,0,1357,1,5,1,3,6.850103e-05,0,0,0.0001789352,1953.308,20209,6.376835e-06,0,5147,0.000298285,0.0001798093,0,0,0,3.38279e-05,-4.065758e-20,0,0,0,0,0,0,5.597036e-05,6.660474,0.175127,0,20209,5177,5147,1.0,0.175127,1,2,6.660474,5177,0,0,4,0,2.879528e-05,0.0008908963,15032,3152,0.0001950849,1,170.6343,18,0,16876020.0,0,7.413828e-05,1.024167e-06,7.501237e-05,0.003318204,0.0002237138,0,0.0001491425,5177,0,"37052868",-1
0,150,12,0,104,18,18,0,12,2.0,0,33016,10629940.0,78.18505,71805,0.02802338,0,150,167073100.0,96805950.0,150,0,0,2496414.0,-84036560.0,0,0,0,0,0,0,1.0,16.59974,14411800000.0,0,71805,5773,150,1.0,14411800000.0,1,0,16.59974,5773,0,0,13,0,5600774.0,20.47675,33016,281,129211700.0,1,1.499393,31,0,14108.6,0,21517870.0,0,107693900.0,690876800.0,167073100.0,0,129211700.0,5773,0,"29030070",-1
0,150,12,0,104,18,18,0,12,2.0,0,33016,10629940.0,78.18505,71805,0.02802338,0,150,167073100.0,96805950.0,150,0,0,2496414.0,-84036560.0,0,0,0,0,0,0,1.0,16.59974,14411800000.0,0,71805,5773,150,1.0,14411800000.0,1,0,16.59974,5773,0,0,13,0,5600774.0,20.47675,33016,281,129211700.0,1,1.499393,31,0,14108.6,0,21517870.0,0,107693900.0,690876800.0,167073100.0,0,129211700.0,5773,0,"69654763",1
0,150,12,0,104,18,18,0,12,2.0,0,33016,10629940.0,78.18505,71805,0.02802338,0,150,167073100.0,96805950.0,150,0,0,2496414.0,-84036560.0,0,0,0,0,0,0,1.0,16.59974,14411800000.0,0,71805,5773,150,1.0,14411800000.0,1,0,16.59974,5773,0,0,13,0,5600774.0,20.47675,33016,281,129211700.0,1,1.499393,31,0,14108.6,0,21517870.0,0,107693900.0,690876800.0,167073100.0,0,129211700.0,5773,0,"37052868",-1
0,0,1,0,485,1,1,1,1,1201564.0,0,0,3880723.0,0,485,321.4373,0,0,47795550.0,3880910.0,0,0,0,856315.4,187.1542,0,0,0,0,0,0,459.3784,0,415313000.0,0,485,485,0,1.0,415313000.0,1,2,0,485,0,0,1,0,4494192.0,0,0,1,47795550.0,1,255379.1,50,0,0,0,23897680.0,0,23897870.0,100754900.0,47795550.0,0,47795550.0,485,0,"29030070",-1
0,0,1,0,485,1,1,1,1,1201564.0,0,0,3880723.0,0,485,321.4373,0,0,47795550.0,3880910.0,0,0,0,856315.4,187.1542,0,0,0,0,0,0,459.3784,0,415313000.0,0,485,485,0,1.0,415313000.0,1,2,0,485,0,0,1,0,4494192.0,0,0,1,47795550.0,1,255379.1,50,0,0,0,23897680.0,0,23897870.0,100754900.0,47795550.0,0,47795550.0,485,0,"37052868",1
0,864,4,0,0,224,36,0,4,2.871652,0,2118,0.4420763,460.3435,5976,0.1818182,0,864,5.727394,0.9999736,864,0,0,0.2578104,-1.0,0,0,0,0,0,0,2.87165,100.9417,314.5286,0,5976,1154,864,0.6,314.5286,2,1,100.9417,1220,0,0,5,0,0.2616712,0.0009880488,2638,1601,2.871652,0,5.147276,20,0,475474.4,0,1.935826,0,0.9358259,18.80821,5.727273,0,2.871652,1220,0,"29030070",-1
0,864,4,0,0,224,36,0,4,2.871652,0,2118,0.4420763,460.3435,5976,0.1818182,0,864,5.727394,0.9999736,864,0,0,0.2578104,-1.0,0,0,0,0,0,0,2.87165,100.9417,314.5286,0,5976,1154,864,0.6,314.5286,2,1,100.9417,1220,0,0,5,0,0.2616712,0.0009880488,2638,1601,2.871652,0,5.147276,20,0,475474.4,0,1.935826,0,0.9358259,18.80821,5.727273,0,2.871652,1220,0,"69654763",-1
0,864,4,0,0,224,36,0,4,2.871652,0,2118,0.4420763,460.3435,5976,0.1818182,0,864,5.727394,0.9999736,864,0,0,0.2578104,-1.0,0,0,0,0,0,0,2.87165,100.9417,314.5286,0,5976,1154,864,0.6,314.5286,2,1,100.9417,1220,0,0,5,0,0.2616712,0.0009880488,2638,1601,2.871652,0,5.147276,20,0,475474.4,0,1.935826,0,0.9358259,18.80821,5.727273,0,2.871652,1220,0,"37052868",1
0,864,4,0,0,224,36,0,4,2.871652,0,2118,0.5330755,460.3435,5976,0.1818182,0,864,5.727811,1.090976,864,0,0,0.2578108,-1.0,0,0,0,0,0,0,2.87165,77.12051,314.5292,0,5976,1154,864,0.6,314.5292,2,1,77.12051,1220,0,0,5,0,0.2616699,0.0007252809,2638,1601,2.87185,0,5.147601,20,0,475474.4,0,1.935925,0,0.9359251,18.80819,5.727749,0,2.87185,1220,0,"29030070",-1
0,864,4,0,0,224,36,0,4,2.871652,0,2118,0.5330755,460.3435,5976,0.1818182,0,864,5.727811,1.090976,864,0,0,0.2578108,-1.0,0,0,0,0,0,0,2.87165,77.12051,314.5292,0,5976,1154,864,0.6,314.5292,2,1,77.12051,1220,0,0,5,0,0.2616699,0.0007252809,2638,1601,2.87185,0,5.147601,20,0,475474.4,0,1.935925,0,0.9359251,18.80819,5.727749,0,2.87185,1220,0,"69654763",-1
0,864,4,0,0,224,36,0,4,2.871652,0,2118,0.5330755,460.3435,5976,0.1818182,0,864,5.727811,1.090976,864,0,0,0.2578108,-1.0,0,0,0,0,0,0,2.87165,77.12051,314.5292,0,5976,1154,864,0.6,314.5292,2,1,77.12051,1220,0,0,5,0,0.2616699,0.0007252809,2638,1601,2.87185,0,5.147601,20,0,475474.4,0,1.935925,0,0.9359251,18.80819,5.727749,0,2.87185,1220,0,"37052868",1
0,864,4,0,0,224,36,0,4,2.871652,0,2118,0.6282798,460.3435,5976,0.1818182,0,864,5.730141,1.090979,864,0,0,0.2578122,-1.0,0,0,0,0,0,0,2.87165,77.12127,314.5309,0,5976,1154,864,0.6415094,314.5309,2,1,77.12127,1220,0,0,5,0,0.2616777,0.0001780606,2638,1601,2.872865,0,6.208929,53,0,475474.4,0,1.936432,0,0.9364324,18.80835,5.730136,0,2.872865,1220,0,"29030070",-1
0,864,4,0,0,224,36,0,4,2.871652,0,2118,0.6282798,460.3435,5976,0.1818182,0,864,5.730141,1.090979,864,0,0,0.2578122,-1.0,0,0,0,0,0,0,2.87165,77.12127,314.5309,0,5976,1154,864,0.6415094,314.5309,2,1,77.12127,1220,0,0,5,0,0.2616777,0.0001780606,2638,1601,2.872865,0,6.208929,53,0,475474.4,0,1.936432,0,0.9364324,18.80835,5.730136,0,2.872865,1220,0,"69654763",-1
0,864,4,0,0,224,36,0,4,2.871652,0,2118,0.6282798,460.3435,5976,0.1818182,0,864,5.730141,1.090979,864,0,0,0.2578122,-1.0,0,0,0,0,0,0,2.87165,77.12127,314.5309,0,5976,1154,864,0.6415094,314.5309,2,1,77.12127,1220,0,0,5,0,0.2616777,0.0001780606,2638,1601,2.872865,0,6.208929,53,0,475474.4,0,1.936432,0,0.9364324,18.80835,5.730136,0,2.872865,1220,0,"37052868",1
0,2486,4,0,0,1295,11,0,4,-402.8296,0,4749,61565.83,1295.488,11886,-402.8296,0,2835,62073.03,30000.0,2486,8978,0,0.008882524,-91954.07,0,0,60123.42,317004.2,317004.1,0,497.9248,13.73004,25.19084,0,11886,1299,2835,0.5,-25.19084,2,-1,9.192277,2836,0,0,6,0.2446576,0.4545542,448244.5,4301,4290,62063.76,0,7.165538,240,0,4218191.0,60123.42,450.3772,473.5546,47.54759,448311.5,91954.07,448311.5,497.9248,2836,-57465.26,"69654763",-1
0,2486,4,0,0,1295,11,0,4,-402.8296,0,4749,61565.83,1295.488,11886,-402.8296,0,2835,62073.03,30000.0,2486,8978,0,0.008882524,-91954.07,0,0,60123.42,317004.2,317004.1,0,497.9248,13.73004,25.19084,0,11886,1299,2835,0.5,-25.19084,2,-1,9.192277,2836,0,0,6,0.2446576,0.4545542,448244.5,4301,4290,62063.76,0,7.165538,240,0,4218191.0,60123.42,450.3772,473.5546,47.54759,448311.5,91954.07,448311.5,497.9248,2836,-57465.26,"37052868",1
0,13435,8,0,0,6904,28,0,8,-3.605434e-08,0,39538,14127.24,6111.994,108359,-3.605434e-08,0,11773,10193.72,1002.872,13435,94683,0,3.328373e-06,-20000.01,0,0,10053.65,36167.47,36167.46,0,7.974986,69.9386,0.04472002,0,108359,6927,11773,0.425,0.02472002,2,0,69.9386,13436,0,0,8,0.1262101,0.0002456726,51148.49,55385,20535,14142.8,0,6.187843,240,0,79678230.0,10053.65,7.974858,15.5576,0.0001274165,51148.52,20000.01,51148.51,7.974986,13436,-504.9762,"29030070",-1
0,13435,8,0,0,6904,28,0,8,-3.605434e-08,0,39538,14127.24,6111.994,108359,-3.605434e-08,0,11773,10193.72,1002.872,13435,94683,0,3.328373e-06,-20000.01,0,0,10053.65,36167.47,36167.46,0,7.974986,69.9386,0.04472002,0,108359,6927,11773,0.425,0.02472002,2,0,69.9386,13436,0,0,8,0.1262101,0.0002456726,51148.49,55385,20535,14142.8,0,6.187843,240,0,79678230.0,10053.65,7.974858,15.5576,0.0001274165,51148.52,20000.01,51148.51,7.974986,13436,-504.9762,"69654763",1
0,13435,8,0,0,6904,28,0,8,-3.605434e-08,0,39538,14127.24,6111.994,108359,-3.605434e-08,0,11773,10193.72,1002.872,13435,94683,0,3.328373e-06,-20000.01,0,0,10053.65,36167.47,36167.46,0,7.974986,69.9386,0.04472002,0,108359,6927,11773,0.425,0.02472002,2,0,69.9386,13436,0,0,8,0.1262101,0.0002456726,51148.49,55385,20535,14142.8,0,6.187843,240,0,79678230.0,10053.65,7.974858,15.5576,0.0001274165,51148.52,20000.01,51148.51,7.974986,13436,-504.9762,"37052868",-1
0,0,24,0,161,1,50,1,24,0.1181115,0,0,14.86515,3990.066,365313,0.04298634,0,12583,32.88418,14.87233,0,350491,0,0.5516713,-20.57343,0,0,19.98251,66.97554,138.9522,0,0.04598559,7.212294,8176.871,0,365313,14822,12583,1.0,8176.871,1,2,7.187846,14822,0,0,17,0.04057343,0.8340616,94.71771,350491,4378,17.41677,1,1084.594,41,0,77946170.0,13.61216,3.888001,2.048062,3.895179,154.2512,32.7249,94.71771,6.854561,14822,14822.0,"29030070",-1
0,0,24,0,161,1,50,1,24,0.1181115,0,0,14.86515,3990.066,365313,0.04298634,0,12583,32.88418,14.87233,0,350491,0,0.5516713,-20.57343,0,0,19.98251,66.97554,138.9522,0,0.04598559,7.212294,8176.871,0,365313,14822,12583,1.0,8176.871,1,2,7.187846,14822,0,0,17,0.04057343,0.8340616,94.71771,350491,4378,17.41677,1,1084.594,41,0,77946170.0,13.61216,3.888001,2.048062,3.895179,154.2512,32.7249,94.71771,6.854561,14822,14822.0,"69654763",1
