@relation 'petsc_data-weka.filters.unsupervised.attribute.Remove-R33-weka.filters.unsupervised.attribute.RemoveUseless-M99.0-weka.filters.unsupervised.attribute.Remove-R22-weka.filters.unsupervised.attribute.Remove-R2,4-5,9-11,13-16,18-26'

@attribute DiagonalNonZeros numeric
@attribute AvgDiagonalDistance numeric
@attribute Trace numeric
@attribute AvgNonzerosPerRow numeric
@attribute ColumnDiagonalDominance numeric
@attribute SymmetricFrobeniusNorm numeric
@attribute DiagonalAverage numeric
@attribute solver {89565283,8793455,90197667,49598909,91036839,45869639,45869638,45869637,47942867,89269802,89269803,89269801,89269804,59072883,59072882,59072881,7285381,7285384,59072884,49598911,49598910,49598912,30870721,36025723,36025722,53302993,30870720,64278029,36025724,44526267,8793454,8793456,8793453,17734818,32168839,32168838,57331597,95762352,57331599,57331598,32168837,88865078,88865079,49834417,49834419,49834418,88865076,88865077,11256942,11256943,11256941,42851841,11256944,31459546,17887723,91845162,53362206,95762355,12321508,75830644,57331600,43373444,95762353,43373441,43373442,43373443,91068411,91068410,5890861,85483012,5890863,5890862,18868444,18868441,18868443,18868442,91068408,47942864,47942865,47942866,91068409,8520536,5890860,82456576,29030069,95762354,90783920,99720138,29030071,29030070,29030072,85490469,30870723,30870722,26415435,26415434,26415433,26415432,13323659,45869640,36564233,68908713,7285382,36564232,7285383,75830645,36564234,81986705,29553941,29553943,29553942,69654761,29553944,69654763,69654762,32874609,32168840,90197664,90197665,90197666,69654760,37052870,37052871,19932321,19932323,19932322,19932324,80361466,80361467,80361464,80361465,49834420,1216556,38678404,38678401,38678402,38678403,32874611,32874610,32874612,44114477,44114476,44114479,44114478,36564235,36025721,75830647,75830646,85490471,85490470,85490472,18524981,37052869,37052868}
@attribute class {good,bad}

@data
0,?,371.945,0,1,121.718,?,47942867,bad
0,?,371.945,0,1,121.718,?,89269802,bad
0,?,371.945,0,1,121.718,?,89269803,bad
0,?,371.945,0,1,121.718,?,89269801,bad
0,?,371.945,0,1,121.718,?,89269804,bad
0,?,371.945,0,1,121.718,?,30870721,bad
0,?,371.945,0,1,121.718,?,53302993,bad
0,?,371.945,0,1,121.718,?,30870720,bad
0,?,371.945,0,1,121.718,?,64278029,bad
0,?,371.945,0,1,121.718,?,44526267,bad
0,?,371.945,0,1,121.718,?,17734818,bad
0,?,371.945,0,1,121.718,?,95762352,bad
0,?,371.945,0,1,121.718,?,49834417,bad
0,?,371.945,0,1,121.718,?,49834419,bad
0,?,371.945,0,1,121.718,?,49834418,bad
0,?,371.945,0,1,121.718,?,11256942,bad
0,?,371.945,0,1,121.718,?,11256943,bad
0,?,371.945,0,1,121.718,?,11256941,bad
0,?,371.945,0,1,121.718,?,42851841,bad
0,?,371.945,0,1,121.718,?,11256944,bad
0,?,371.945,0,1,121.718,?,31459546,bad
0,?,371.945,0,1,121.718,?,17887723,bad
0,?,371.945,0,1,121.718,?,91845162,bad
0,?,371.945,0,1,121.718,?,53362206,bad
0,?,371.945,0,1,121.718,?,95762355,bad
0,?,371.945,0,1,121.718,?,12321508,bad
0,?,371.945,0,1,121.718,?,75830644,bad
0,?,371.945,0,1,121.718,?,95762353,bad
0,?,371.945,0,1,121.718,?,85483012,bad
0,?,371.945,0,1,121.718,?,47942864,bad
0,?,371.945,0,1,121.718,?,47942865,bad
0,?,371.945,0,1,121.718,?,47942866,bad
0,?,371.945,0,1,121.718,?,8520536,bad
0,?,371.945,0,1,121.718,?,82456576,bad
0,?,371.945,0,1,121.718,?,95762354,bad
0,?,371.945,0,1,121.718,?,90783920,bad
0,?,371.945,0,1,121.718,?,99720138,bad
0,?,371.945,0,1,121.718,?,30870723,bad
0,?,371.945,0,1,121.718,?,30870722,bad
0,?,371.945,0,1,121.718,?,13323659,bad
0,?,371.945,0,1,121.718,?,45869640,good
0,?,371.945,0,1,121.718,?,36564233,bad
0,?,371.945,0,1,121.718,?,68908713,bad
0,?,371.945,0,1,121.718,?,36564232,bad
0,?,371.945,0,1,121.718,?,75830645,bad
0,?,371.945,0,1,121.718,?,36564234,bad
0,?,371.945,0,1,121.718,?,81986705,bad
0,?,371.945,0,1,121.718,?,37052870,bad
0,?,371.945,0,1,121.718,?,37052871,bad
0,?,371.945,0,1,121.718,?,80361466,bad
0,?,371.945,0,1,121.718,?,80361467,bad
0,?,371.945,0,1,121.718,?,80361464,bad
0,?,371.945,0,1,121.718,?,80361465,bad
0,?,371.945,0,1,121.718,?,49834420,bad
0,?,371.945,0,1,121.718,?,1216556,bad
0,?,371.945,0,1,121.718,?,36564235,bad
0,?,371.945,0,1,121.718,?,75830647,good
0,?,371.945,0,1,121.718,?,75830646,good
0,?,371.945,0,1,121.718,?,18524981,good
0,?,371.945,0,1,121.718,?,37052869,bad
0,?,371.945,0,1,121.718,?,37052868,bad
0,279.195,0,46.6,0,277.128,?,89565283,good
0,279.195,0,46.6,0,277.128,?,64278029,good
0,279.195,0,46.6,0,277.128,?,44526267,good
0,279.195,0,46.6,0,277.128,?,17887723,good
0,279.195,0,46.6,0,277.128,?,53362206,good
0,279.195,0,46.6,0,277.128,?,8520536,good
0,279.195,0,46.6,0,277.128,?,82456576,good
0,279.195,0,46.6,0,277.128,?,90783920,good
0,279.195,0,46.6,0,277.128,?,68908713,good
0,279.195,0,46.6,0,277.128,?,81986705,good
0,279.195,0,46.6,0,277.128,?,1216556,good
0,252.414,0,49,0,320,?,89565283,good
0,252.414,0,49,0,320,?,64278029,good
0,252.414,0,49,0,320,?,44526267,good
0,252.414,0,49,0,320,?,17887723,good
0,252.414,0,49,0,320,?,53362206,good
0,252.414,0,49,0,320,?,8520536,good
0,252.414,0,49,0,320,?,82456576,good
0,252.414,0,49,0,320,?,90783920,good
0,252.414,0,49,0,320,?,68908713,good
0,252.414,0,49,0,320,?,81986705,good
0,252.414,0,49,0,320,?,1216556,good
3403.53,852.49,2196.14,5.8,0,4034.38,0.007052,89565283,good
3403.53,852.49,2196.14,5.8,0,4034.38,0.007052,64278029,good
3403.53,852.49,2196.14,5.8,0,4034.38,0.007052,44526267,good
3403.53,852.49,2196.14,5.8,0,4034.38,0.007052,17887723,good
3403.53,852.49,2196.14,5.8,0,4034.38,0.007052,53362206,good
3403.53,852.49,2196.14,5.8,0,4034.38,0.007052,8520536,good
3403.53,852.49,2196.14,5.8,0,4034.38,0.007052,82456576,good
3403.53,852.49,2196.14,5.8,0,4034.38,0.007052,90783920,good
3403.53,852.49,2196.14,5.8,0,4034.38,0.007052,68908713,good
3403.53,852.49,2196.14,5.8,0,4034.38,0.007052,81986705,good
3403.53,852.49,2196.14,5.8,0,4034.38,0.007052,1216556,good
10249.3,3756.25,10705.9,5,0,4861.69,0.001951,89565283,good
10249.3,3756.25,10705.9,5,0,4861.69,0.001951,64278029,good
10249.3,3756.25,10705.9,5,0,4861.69,0.001951,44526267,good
10249.3,3756.25,10705.9,5,0,4861.69,0.001951,17887723,good
10249.3,3756.25,10705.9,5,0,4861.69,0.001951,53362206,good
10249.3,3756.25,10705.9,5,0,4861.69,0.001951,8520536,good
10249.3,3756.25,10705.9,5,0,4861.69,0.001951,82456576,good
10249.3,3756.25,10705.9,5,0,4861.69,0.001951,90783920,good
10249.3,3756.25,10705.9,5,0,4861.69,0.001951,68908713,good
10249.3,3756.25,10705.9,5,0,4861.69,0.001951,81986705,good
10249.3,3756.25,10705.9,5,0,4861.69,0.001951,1216556,good
13582.7,5006.25,14187.7,5,0,6442.82,0.001472,89565283,good
13582.7,5006.25,14187.7,5,0,6442.82,0.001472,64278029,good
13582.7,5006.25,14187.7,5,0,6442.82,0.001472,44526267,good
13582.7,5006.25,14187.7,5,0,6442.82,0.001472,17887723,good
13582.7,5006.25,14187.7,5,0,6442.82,0.001472,53362206,good
13582.7,5006.25,14187.7,5,0,6442.82,0.001472,8520536,good
13582.7,5006.25,14187.7,5,0,6442.82,0.001472,82456576,good
13582.7,5006.25,14187.7,5,0,6442.82,0.001472,90783920,good
13582.7,5006.25,14187.7,5,0,6442.82,0.001472,68908713,good
13582.7,5006.25,14187.7,5,0,6442.82,0.001472,81986705,good
13582.7,5006.25,14187.7,5,0,6442.82,0.001472,1216556,good
26.6667,?,327.877,0,0,69.6182,0.3,89565283,bad
26.6667,?,327.877,0,0,69.6182,0.3,91036839,bad
26.6667,?,327.877,0,0,69.6182,0.3,45869639,bad
26.6667,?,327.877,0,0,69.6182,0.3,45869638,bad
26.6667,?,327.877,0,0,69.6182,0.3,45869637,bad
26.6667,?,327.877,0,0,69.6182,0.3,89269802,bad
26.6667,?,327.877,0,0,69.6182,0.3,89269803,bad
26.6667,?,327.877,0,0,69.6182,0.3,89269801,bad
26.6667,?,327.877,0,0,69.6182,0.3,89269804,bad
26.6667,?,327.877,0,0,69.6182,0.3,30870721,bad
26.6667,?,327.877,0,0,69.6182,0.3,53302993,bad
26.6667,?,327.877,0,0,69.6182,0.3,30870720,bad
26.6667,?,327.877,0,0,69.6182,0.3,64278029,bad
26.6667,?,327.877,0,0,69.6182,0.3,44526267,bad
26.6667,?,327.877,0,0,69.6182,0.3,95762352,bad
26.6667,?,327.877,0,0,69.6182,0.3,49834417,bad
26.6667,?,327.877,0,0,69.6182,0.3,49834419,bad
26.6667,?,327.877,0,0,69.6182,0.3,49834418,bad
26.6667,?,327.877,0,0,69.6182,0.3,11256942,bad
26.6667,?,327.877,0,0,69.6182,0.3,11256943,bad
26.6667,?,327.877,0,0,69.6182,0.3,11256941,bad
26.6667,?,327.877,0,0,69.6182,0.3,42851841,bad
26.6667,?,327.877,0,0,69.6182,0.3,11256944,bad
26.6667,?,327.877,0,0,69.6182,0.3,31459546,bad
26.6667,?,327.877,0,0,69.6182,0.3,17887723,bad
26.6667,?,327.877,0,0,69.6182,0.3,91845162,bad
26.6667,?,327.877,0,0,69.6182,0.3,53362206,bad
26.6667,?,327.877,0,0,69.6182,0.3,95762355,bad
26.6667,?,327.877,0,0,69.6182,0.3,12321508,bad
26.6667,?,327.877,0,0,69.6182,0.3,75830644,bad
26.6667,?,327.877,0,0,69.6182,0.3,95762353,bad
26.6667,?,327.877,0,0,69.6182,0.3,85483012,bad
26.6667,?,327.877,0,0,69.6182,0.3,47942864,bad
26.6667,?,327.877,0,0,69.6182,0.3,47942865,bad
26.6667,?,327.877,0,0,69.6182,0.3,8520536,bad
26.6667,?,327.877,0,0,69.6182,0.3,82456576,bad
26.6667,?,327.877,0,0,69.6182,0.3,95762354,bad
26.6667,?,327.877,0,0,69.6182,0.3,90783920,bad
26.6667,?,327.877,0,0,69.6182,0.3,99720138,bad
26.6667,?,327.877,0,0,69.6182,0.3,30870723,bad
26.6667,?,327.877,0,0,69.6182,0.3,30870722,bad
26.6667,?,327.877,0,0,69.6182,0.3,13323659,bad
26.6667,?,327.877,0,0,69.6182,0.3,45869640,bad
26.6667,?,327.877,0,0,69.6182,0.3,36564233,bad
26.6667,?,327.877,0,0,69.6182,0.3,36564232,bad
26.6667,?,327.877,0,0,69.6182,0.3,75830645,bad
26.6667,?,327.877,0,0,69.6182,0.3,36564234,bad
26.6667,?,327.877,0,0,69.6182,0.3,81986705,bad
26.6667,?,327.877,0,0,69.6182,0.3,37052870,bad
26.6667,?,327.877,0,0,69.6182,0.3,37052871,bad
26.6667,?,327.877,0,0,69.6182,0.3,80361466,bad
26.6667,?,327.877,0,0,69.6182,0.3,80361467,bad
26.6667,?,327.877,0,0,69.6182,0.3,80361464,bad
26.6667,?,327.877,0,0,69.6182,0.3,80361465,bad
26.6667,?,327.877,0,0,69.6182,0.3,49834420,bad
26.6667,?,327.877,0,0,69.6182,0.3,1216556,bad
26.6667,?,327.877,0,0,69.6182,0.3,36564235,bad
26.6667,?,327.877,0,0,69.6182,0.3,75830647,good
26.6667,?,327.877,0,0,69.6182,0.3,75830646,good
26.6667,?,327.877,0,0,69.6182,0.3,18524981,bad
26.6667,?,327.877,0,0,69.6182,0.3,37052869,bad
26.6667,?,327.877,0,0,69.6182,0.3,37052868,bad
9801,74.5,792458,2.6,1,30422.8,0.245587,89565283,bad
9801,74.5,792458,2.6,1,30422.8,0.245587,91036839,bad
9801,74.5,792458,2.6,1,30422.8,0.245587,45869639,bad
9801,74.5,792458,2.6,1,30422.8,0.245587,45869638,bad
9801,74.5,792458,2.6,1,30422.8,0.245587,45869637,bad
9801,74.5,792458,2.6,1,30422.8,0.245587,89269802,bad
9801,74.5,792458,2.6,1,30422.8,0.245587,89269803,bad
9801,74.5,792458,2.6,1,30422.8,0.245587,89269801,bad
9801,74.5,792458,2.6,1,30422.8,0.245587,89269804,bad
9801,74.5,792458,2.6,1,30422.8,0.245587,30870721,bad
9801,74.5,792458,2.6,1,30422.8,0.245587,53302993,bad
9801,74.5,792458,2.6,1,30422.8,0.245587,30870720,bad
9801,74.5,792458,2.6,1,30422.8,0.245587,64278029,bad
9801,74.5,792458,2.6,1,30422.8,0.245587,44526267,bad
9801,74.5,792458,2.6,1,30422.8,0.245587,95762352,bad
9801,74.5,792458,2.6,1,30422.8,0.245587,49834417,bad
9801,74.5,792458,2.6,1,30422.8,0.245587,49834419,bad
9801,74.5,792458,2.6,1,30422.8,0.245587,49834418,bad
9801,74.5,792458,2.6,1,30422.8,0.245587,11256942,bad
9801,74.5,792458,2.6,1,30422.8,0.245587,11256943,bad
9801,74.5,792458,2.6,1,30422.8,0.245587,11256941,bad
9801,74.5,792458,2.6,1,30422.8,0.245587,42851841,bad
9801,74.5,792458,2.6,1,30422.8,0.245587,11256944,bad
9801,74.5,792458,2.6,1,30422.8,0.245587,31459546,bad
9801,74.5,792458,2.6,1,30422.8,0.245587,17887723,bad
9801,74.5,792458,2.6,1,30422.8,0.245587,91845162,bad
9801,74.5,792458,2.6,1,30422.8,0.245587,53362206,bad
9801,74.5,792458,2.6,1,30422.8,0.245587,95762355,bad
9801,74.5,792458,2.6,1,30422.8,0.245587,12321508,bad
9801,74.5,792458,2.6,1,30422.8,0.245587,75830644,bad
9801,74.5,792458,2.6,1,30422.8,0.245587,95762353,bad
9801,74.5,792458,2.6,1,30422.8,0.245587,85483012,bad
9801,74.5,792458,2.6,1,30422.8,0.245587,47942864,bad
9801,74.5,792458,2.6,1,30422.8,0.245587,47942865,bad
9801,74.5,792458,2.6,1,30422.8,0.245587,47942866,bad
9801,74.5,792458,2.6,1,30422.8,0.245587,8520536,bad
9801,74.5,792458,2.6,1,30422.8,0.245587,82456576,bad
9801,74.5,792458,2.6,1,30422.8,0.245587,95762354,bad
9801,74.5,792458,2.6,1,30422.8,0.245587,90783920,bad
9801,74.5,792458,2.6,1,30422.8,0.245587,99720138,bad
9801,74.5,792458,2.6,1,30422.8,0.245587,30870723,bad
9801,74.5,792458,2.6,1,30422.8,0.245587,30870722,bad
9801,74.5,792458,2.6,1,30422.8,0.245587,13323659,bad
9801,74.5,792458,2.6,1,30422.8,0.245587,45869640,bad
9801,74.5,792458,2.6,1,30422.8,0.245587,36564233,bad
9801,74.5,792458,2.6,1,30422.8,0.245587,36564232,bad
9801,74.5,792458,2.6,1,30422.8,0.245587,75830645,bad
9801,74.5,792458,2.6,1,30422.8,0.245587,36564234,bad
9801,74.5,792458,2.6,1,30422.8,0.245587,81986705,bad
9801,74.5,792458,2.6,1,30422.8,0.245587,37052870,bad
9801,74.5,792458,2.6,1,30422.8,0.245587,37052871,bad
9801,74.5,792458,2.6,1,30422.8,0.245587,80361466,bad
9801,74.5,792458,2.6,1,30422.8,0.245587,80361467,bad
9801,74.5,792458,2.6,1,30422.8,0.245587,80361464,bad
9801,74.5,792458,2.6,1,30422.8,0.245587,80361465,bad
9801,74.5,792458,2.6,1,30422.8,0.245587,49834420,bad
9801,74.5,792458,2.6,1,30422.8,0.245587,1216556,bad
9801,74.5,792458,2.6,1,30422.8,0.245587,36564235,bad
9801,74.5,792458,2.6,1,30422.8,0.245587,75830647,good
9801,74.5,792458,2.6,1,30422.8,0.245587,75830646,bad
9801,74.5,792458,2.6,1,30422.8,0.245587,18524981,bad
9801,74.5,792458,2.6,1,30422.8,0.245587,37052869,bad
9801,74.5,792458,2.6,1,30422.8,0.245587,37052868,bad
9801,74.5,13700000,7.4,1,122265,4.28334,89565283,bad
9801,74.5,13700000,7.4,1,122265,4.28334,91036839,bad
9801,74.5,13700000,7.4,1,122265,4.28334,45869639,bad
9801,74.5,13700000,7.4,1,122265,4.28334,45869638,bad
9801,74.5,13700000,7.4,1,122265,4.28334,45869637,bad
9801,74.5,13700000,7.4,1,122265,4.28334,89269802,bad
9801,74.5,13700000,7.4,1,122265,4.28334,89269803,bad
9801,74.5,13700000,7.4,1,122265,4.28334,89269801,bad
9801,74.5,13700000,7.4,1,122265,4.28334,89269804,bad
9801,74.5,13700000,7.4,1,122265,4.28334,30870721,bad
9801,74.5,13700000,7.4,1,122265,4.28334,53302993,bad
9801,74.5,13700000,7.4,1,122265,4.28334,30870720,bad
9801,74.5,13700000,7.4,1,122265,4.28334,64278029,bad
9801,74.5,13700000,7.4,1,122265,4.28334,44526267,bad
9801,74.5,13700000,7.4,1,122265,4.28334,95762352,bad
9801,74.5,13700000,7.4,1,122265,4.28334,49834417,bad
9801,74.5,13700000,7.4,1,122265,4.28334,49834419,bad
9801,74.5,13700000,7.4,1,122265,4.28334,49834418,bad
9801,74.5,13700000,7.4,1,122265,4.28334,11256942,bad
9801,74.5,13700000,7.4,1,122265,4.28334,11256943,bad
9801,74.5,13700000,7.4,1,122265,4.28334,11256941,bad
9801,74.5,13700000,7.4,1,122265,4.28334,42851841,bad
9801,74.5,13700000,7.4,1,122265,4.28334,11256944,bad
9801,74.5,13700000,7.4,1,122265,4.28334,31459546,bad
9801,74.5,13700000,7.4,1,122265,4.28334,17887723,bad
9801,74.5,13700000,7.4,1,122265,4.28334,91845162,bad
9801,74.5,13700000,7.4,1,122265,4.28334,53362206,bad
9801,74.5,13700000,7.4,1,122265,4.28334,95762355,bad
9801,74.5,13700000,7.4,1,122265,4.28334,12321508,bad
9801,74.5,13700000,7.4,1,122265,4.28334,75830644,bad
9801,74.5,13700000,7.4,1,122265,4.28334,95762353,bad
9801,74.5,13700000,7.4,1,122265,4.28334,85483012,bad
9801,74.5,13700000,7.4,1,122265,4.28334,47942864,bad
9801,74.5,13700000,7.4,1,122265,4.28334,47942865,bad
9801,74.5,13700000,7.4,1,122265,4.28334,47942866,bad
9801,74.5,13700000,7.4,1,122265,4.28334,8520536,bad
9801,74.5,13700000,7.4,1,122265,4.28334,82456576,bad
9801,74.5,13700000,7.4,1,122265,4.28334,95762354,bad
9801,74.5,13700000,7.4,1,122265,4.28334,90783920,bad
9801,74.5,13700000,7.4,1,122265,4.28334,99720138,bad
9801,74.5,13700000,7.4,1,122265,4.28334,30870723,bad
9801,74.5,13700000,7.4,1,122265,4.28334,30870722,bad
9801,74.5,13700000,7.4,1,122265,4.28334,13323659,bad
9801,74.5,13700000,7.4,1,122265,4.28334,45869640,bad
9801,74.5,13700000,7.4,1,122265,4.28334,36564233,bad
9801,74.5,13700000,7.4,1,122265,4.28334,36564232,bad
9801,74.5,13700000,7.4,1,122265,4.28334,75830645,bad
9801,74.5,13700000,7.4,1,122265,4.28334,36564234,bad
9801,74.5,13700000,7.4,1,122265,4.28334,81986705,bad
9801,74.5,13700000,7.4,1,122265,4.28334,37052870,bad
9801,74.5,13700000,7.4,1,122265,4.28334,37052871,bad
9801,74.5,13700000,7.4,1,122265,4.28334,80361466,bad
9801,74.5,13700000,7.4,1,122265,4.28334,80361467,bad
9801,74.5,13700000,7.4,1,122265,4.28334,80361464,bad
9801,74.5,13700000,7.4,1,122265,4.28334,80361465,bad
9801,74.5,13700000,7.4,1,122265,4.28334,49834420,bad
9801,74.5,13700000,7.4,1,122265,4.28334,1216556,bad
9801,74.5,13700000,7.4,1,122265,4.28334,36564235,bad
9801,74.5,13700000,7.4,1,122265,4.28334,75830647,good
9801,74.5,13700000,7.4,1,122265,4.28334,75830646,good
9801,74.5,13700000,7.4,1,122265,4.28334,18524981,good
9801,74.5,13700000,7.4,1,122265,4.28334,37052869,bad
9801,74.5,13700000,7.4,1,122265,4.28334,37052868,bad
760,?,79700000,1,1,25000000,4136.95,89565283,bad
760,?,79700000,1,1,25000000,4136.95,91036839,bad
760,?,79700000,1,1,25000000,4136.95,45869639,good
760,?,79700000,1,1,25000000,4136.95,45869638,bad
760,?,79700000,1,1,25000000,4136.95,45869637,bad
760,?,79700000,1,1,25000000,4136.95,47942867,bad
760,?,79700000,1,1,25000000,4136.95,89269802,bad
760,?,79700000,1,1,25000000,4136.95,89269803,bad
760,?,79700000,1,1,25000000,4136.95,89269801,bad
760,?,79700000,1,1,25000000,4136.95,89269804,bad
760,?,79700000,1,1,25000000,4136.95,30870721,bad
760,?,79700000,1,1,25000000,4136.95,53302993,bad
760,?,79700000,1,1,25000000,4136.95,30870720,bad
760,?,79700000,1,1,25000000,4136.95,64278029,bad
760,?,79700000,1,1,25000000,4136.95,44526267,bad
760,?,79700000,1,1,25000000,4136.95,17734818,bad
760,?,79700000,1,1,25000000,4136.95,95762352,bad
760,?,79700000,1,1,25000000,4136.95,49834417,bad
760,?,79700000,1,1,25000000,4136.95,49834419,bad
760,?,79700000,1,1,25000000,4136.95,49834418,bad
760,?,79700000,1,1,25000000,4136.95,11256942,bad
760,?,79700000,1,1,25000000,4136.95,11256943,bad
760,?,79700000,1,1,25000000,4136.95,11256941,bad
760,?,79700000,1,1,25000000,4136.95,42851841,bad
760,?,79700000,1,1,25000000,4136.95,11256944,bad
760,?,79700000,1,1,25000000,4136.95,31459546,bad
760,?,79700000,1,1,25000000,4136.95,17887723,bad
760,?,79700000,1,1,25000000,4136.95,91845162,bad
760,?,79700000,1,1,25000000,4136.95,53362206,bad
760,?,79700000,1,1,25000000,4136.95,95762355,bad
760,?,79700000,1,1,25000000,4136.95,12321508,good
760,?,79700000,1,1,25000000,4136.95,75830644,bad
760,?,79700000,1,1,25000000,4136.95,95762353,bad
760,?,79700000,1,1,25000000,4136.95,85483012,bad
760,?,79700000,1,1,25000000,4136.95,47942864,bad
760,?,79700000,1,1,25000000,4136.95,47942865,bad
760,?,79700000,1,1,25000000,4136.95,47942866,bad
760,?,79700000,1,1,25000000,4136.95,8520536,bad
760,?,79700000,1,1,25000000,4136.95,82456576,bad
760,?,79700000,1,1,25000000,4136.95,95762354,bad
760,?,79700000,1,1,25000000,4136.95,90783920,bad
760,?,79700000,1,1,25000000,4136.95,99720138,bad
760,?,79700000,1,1,25000000,4136.95,30870723,bad
760,?,79700000,1,1,25000000,4136.95,30870722,bad
760,?,79700000,1,1,25000000,4136.95,13323659,bad
760,?,79700000,1,1,25000000,4136.95,45869640,bad
760,?,79700000,1,1,25000000,4136.95,36564233,bad
760,?,79700000,1,1,25000000,4136.95,68908713,bad
760,?,79700000,1,1,25000000,4136.95,36564232,bad
760,?,79700000,1,1,25000000,4136.95,75830645,bad
760,?,79700000,1,1,25000000,4136.95,36564234,bad
760,?,79700000,1,1,25000000,4136.95,81986705,bad
760,?,79700000,1,1,25000000,4136.95,37052870,bad
760,?,79700000,1,1,25000000,4136.95,37052871,bad
760,?,79700000,1,1,25000000,4136.95,80361466,bad
760,?,79700000,1,1,25000000,4136.95,80361467,bad
760,?,79700000,1,1,25000000,4136.95,80361464,bad
760,?,79700000,1,1,25000000,4136.95,80361465,bad
760,?,79700000,1,1,25000000,4136.95,49834420,bad
760,?,79700000,1,1,25000000,4136.95,1216556,bad
760,?,79700000,1,1,25000000,4136.95,36564235,bad
760,?,79700000,1,1,25000000,4136.95,75830647,bad
