@relation MatrixNameWithFeatValFeb22RS2_WG

@attribute avg-diag-dist numeric
@attribute norm1 numeric
@attribute col-variability numeric
@attribute min-nnzeros-per-row numeric
@attribute row-variability numeric
@attribute kappa numeric
@attribute time numeric
@attribute solver numeric
@attribute matrix_name {hydr1c_A_76,hydr1c_A_27,hydr1c_A_26,hydr1c_A_25,hydr1c_A_23,hydr1c_A_22,hydr1c_A_21,Si5H12,g7jac020,g7jac140,rail_5177_E,ex18,bcsstm20,fpga_dcop_23,fpga_dcop_26,fpga_dcop_28,extr1b_A_15,bayer10,Pres_Poisson,TSOPF_RS_b162_c4,S40PI_n,mark3jac020sc,adder_dcop_04,adder_dcop_07,adder_dcop_01,t2d_q9_A_43,extr1b_A_12,radfr1,hydr1c_A_24,extr1b_A_11,ck400,t2d_q9_A_45,extr1b_A_10,t2d_q9_A_44,t2d_q4_A_03,hydr1c_A_20,jan99jac020sc,fd18,fd15,rdist1,rdist2,fd12,t2d_q4_A_11,fs_760_2,as-caida_G_121,as-caida_G_120,t2d_q4_A_17,as-caida_G_122,t2d_q4_A_19,t2d_q4_A_18,oscil_dcop_56,c-39,c-38,t2d_q9_A_03,oscil_dcop_57,oscil_dcop_41,hydr1c_A_17,c-31,c-30,c-33,c-32,c-35,c-34,c-37,hydr1c_A_15,oscil_dcop_52,cz20468,rail_1357_E,oscil_dcop_50,oscil_dcop_53,hydr1c_A_13,oscil_trans_01,t2d_q4_A_14,hydr1c_A_10,s1rmt3m1,west0381,hvdc1,Trefethen_150,oscil_dcop_51,std1_Jac2,jan99jac040,fpga_dcop_20,g7jac060sc,fpga_dcop_21,viscoplastic2_C_4,viscoplastic2_C_5,viscoplastic2_C_3,LF10000_E,c-48,c-49,c-44,c-45,c-46,c-47,c-40,c-41,c-42,circuit_2,ex21,fpga_dcop_27,bodyy6,extr1b_A_04,extr1b_A_05,extr1b_A_06,extr1b_A_07,extr1b_A_01,extr1b_A_02,extr1b_A_03,extr1b_A_08,extr1b_A_09,lung1,ex26,cavity20,cavity21,cavity22,cavity23,cavity24,cavity25,cavity26,fpga_dcop_10,oscil_dcop_08,g7jac020sc,t2d_q4_A_24,s2rmq4m1,cyl6,TSOPF_RS_b162_c1,fpga_dcop_14,adder_dcop_41,adder_dcop_43,adder_dcop_42,adder_dcop_45,adder_dcop_44,ted_B_unscaled,raefsky3,adder_dcop_48,raefsky1,onetone1,raefsky6,raefsky5,raefsky4,west0132,circuit204,nasa4704,g7jac010sc,lhr17c,hydr1c_A_70,hydr1c_A_71,hydr1c_A_72,hydr1c_A_73,hydr1c_A_74,hydr1c_A_75,extr1,t2d_q9_A_18,t2d_q9_A_19,hydr1,utm5940,s3rmt3m1,e40r0100,rim,cz148,g7jac050sc,LFAT5_E,wang3,Zd_Jac3,vt2010,Dubcova1,std1_Jac3_db,wang4,g7jac080,bbmat,t2d_q4_A_43,t2d_q4_A_41,t2d_q4_A_44,fp,t2dal_bci_E,cz5108,oscil_dcop_38,oscil_dcop_39,west0156,chipcool0,chipcool1,oscil_dcop_32,oscil_dcop_33,oscil_dcop_30,oscil_dcop_31,oscil_dcop_36,oscil_dcop_37,oscil_dcop_34,oscil_dcop_35,rajat22,rajat27,poli3,poli4,lhr04,west0167,S20PI_n,b_dyn,jan99jac040sc,inlet,PGPgiantcompo,pores_3,gyro_M,hydr1c_A_38,hydr1c_A_39,t2d_q4_A_10,hydr1c_A_34,hydr1c_A_35,hydr1c_A_36,hydr1c_A_37,hydr1c_A_30,hydr1c_A_31,hydr1c_A_32,hydr1c_A_33,heart2,ted_A,oscil_dcop_54,t2d_q9_A_31,t2d_q4_A_40,fpga_dcop_32,fpga_dcop_31,fpga_dcop_30,fpga_dcop_37,fpga_dcop_36,fpga_dcop_35,fpga_dcop_34,impcol_a,g7jac140sc,fpga_dcop_39,fpga_dcop_38,rail_5177,Zd_Jac3_db,bayer08,bayer09,bayer06,bayer07,bayer04,bayer05,bayer02,bayer03,adder_dcop_10,adder_dcop_11,t2d_q4_A_12,nasa1824,t2dah_a,hydr1c_A_64,t2dal_bci_Aside,rail_20209_E,t2d_q9_A_29,garon1,xingo3012,add32,hydr1c_A_28,t2d_q9_A_22,t2d_q9_A_21,t2d_q9_A_27,t2d_q9_A_07,t2d_q9_A_25,t2d_q9_A_24,g7jac040,t2d_q4_A_15,hydr1c_A_68,spiral_E,Zd_Jac6_db,smt,t2d_q4_A_13,t2dah_E,t2d_q4_A_06,t2d_q4_A_07,t2d_q4_A_05,t2d_q4_A_02,as-caida_G_115,t2d_q4_A_01,as-caida_G_119,Reuters911_Day_38,filter2D,t2d_q4_A_08,t2d_q4_A_09,cz628,flowmeter0,LFAT5000_E,flowmeter5,t2d_q4_A_16,LFAT5000_M,DK01R,juba40k,piston_M,viscoplastic1,TSOPF_RS_b9_c6,av41092,SiNa,g7jac060,oscil_dcop_55,S80PI_n,t2d_q9_A_36,rail_20209,Si10H16,piston_E,west2021,t2d_q9_A_37,spiral,std1_Jac3,west0655,c-57,c-56,c-54,c-53,c-52,c-51,c-50,extr1b_A_39,extr1b_A_38,extr1b_A_31,extr1b_A_30,extr1b_A_33,extr1b_A_32,extr1b_A_35,extr1b_A_34,extr1b_A_37,extr1b_A_36,oscil_dcop_45,oscil_dcop_49,oscil_dcop_48,lhr17,lhr10,LFAT5000,oscil_dcop_44,lhr11,sinc18,sinc12,c-36,sinc15,t2dal_bci,t2d_q4_A_42,adder_dcop_52,adder_dcop_50,adder_dcop_51,adder_dcop_56,adder_dcop_54,cz308,mark3jac040sc,oscil_dcop_43,Zhao2,jan99jac020,hydr1c_A_45,hydr1c_A_44,hydr1c_A_47,hydr1c_A_46,hydr1c_A_41,hydr1c_A_43,hydr1c_A_42,ex13,hydr1c_A_49,hydr1c_A_48,fpga_dcop_48,plat1919,fpga_dcop_41,fpga_dcop_46,lhr34c,ex7,Zd_Jac2,ex5,Zd_Jac6,g7jac120,tube2,TSOPF_RS_b678_c1,watt_2,inlet_E,S10PI_n,S80PI_n1_E,rotor2,oscil_dcop_40,rotor1,crystk03,gyro,Reuters911_Day_64,utm1700b,as-caida,t2d_q4_A_39,oscil_dcop_47,t2d_q4_A_37,t2d_q4_A_36,t2d_q4_A_35,t2d_q4_A_34,t2d_q4_A_33,t2d_q4_A_31,t2d_q4_A_30,lhr34,c-19,c-18,extr1b,lund_b,oscil_dcop_07,oscil_dcop_06,oscil_dcop_05,oscil_dcop_04,oscil_dcop_03,oscil_dcop_02,oscil_dcop_01,oscil_dcop_09,jan99jac120sc,TSOPF_RS_b300_c1,igbt3,t2d_q9_A_41,plbuckle,oscil_dcop_11,Zd_Jac2_db,jan99jac100,jazz,utm300,LFAT5,t2d_q9_A_40,S20PI_n1_E,piston,plbuckle_G,vibrobox,hydr1c_A_58,nasa2910,ww_36_pmec_36,hydr1c_A_01,hydr1c_A_03,hydr1c_A_02,hydr1c_A_05,hydr1c_A_04,hydr1c_A_07,hydr1c_A_06,hydr1c_A_09,hydr1c_A_08,hydr1c_A_59,t2d_q9_A_42,fpga_dcop_08,fpga_dcop_07,fpga_dcop_04,fpga_dcop_05,fpga_dcop_02,fpga_dcop_03,mark3jac100,shermanACd,shermanACb,shermanACa,TSOPF_RS_b300_c2,TSOPF_RS_b300_c3,adder_dcop_29,t2d_q9_A_30,meg1,adder_dcop_23,adder_dcop_22,adder_dcop_21,adder_dcop_20,mark3jac080,swang1,swang2,west1505,t2d_q9_A_38,t2d_q9_A_39,add20,cbuckle_G,t2d_q9_A_32,t2d_q9_A_33,t2d_q9_A_34,t2d_q9_A_35,t2d_q9_A_05,iprob,Si2,jan99jac100sc,t2d_q9_A_16,adder_trans_01,Reuters911_Day_23,g7jac080sc,wathen120,viscoplastic1_C_7,ns3Da,viscoplastic1_C_5,d_ss,viscoplastic1_C_3,viscoplastic1_C_2,viscoplastic1_C_1,nmos3,g7jac040sc,utm3060,jan99jac060sc,viscoplastic1_C_4,SiH4,S40PI_n1_E,LF10000_M,poli,t2d_q9_A_14,Reuters911_Day_54,circuit_1,powersim,std1_Jac2_db,mark3jac040,cage9,circuit_3,Zhao1,cage5,cage7,c-43,t2d_q4_A_29,t2d_q9_A_26,t2d_q9_A_15,nasa2146,hydr1c,t2dal_E,wathen100,mark3jac060,c-62,c-60,c-61,t2d_q4_A_27,extr1b_A_28,extr1b_A_29,extr1b_A_26,extr1b_A_27,extr1b_A_24,extr1b_A_25,extr1b_A_22,extr1b_A_23,extr1b_A_20,extr1b_A_21,rajat05,rajat04,shyy41,lhr11c,hydr1c_A_40,LF10_E,t2d_q4_A_45,memplus,airfoil_2d,cavity06,cavity07,cavity04,cavity05,cavity02,cavity03,cavity01,Ill_Stokes,cavity08,cavity09,lhr07c,adder_dcop_69,adder_dcop_68,adder_dcop_67,adder_dcop_64,ww_vref_6405,adder_dcop_61,s2rmt3m1,n3c6-b1,n3c6-b7,c-27,b2_ss,heart3,jan99jac060,heart1,nemeth03,lhr10c,Chebyshev1,Chebyshev3,Chebyshev2,1win,mark3jac020,hydr1c_A_52,hydr1c_A_53,hydr1c_A_50,hydr1c_A_51,hydr1c_A_56,hydr1c_A_57,hydr1c_A_54,hydr1c_A_55,nopss_11k,t2d_q9,hydr1c_A_67,Na5,t2d_q4,TSOPF_RS_b2052_c1,g7jac010,fpga_dcop_51,ted_B,t3dl_a,CAG_mat364,poli_large,t2d_q4_A_32,west0067,viscoplastic1_C_6,t3dl,nopoly,zenios,s3rmq4m1,Reuters911_Day_12,chipcool1_E,t2d_q4_A_28,flowmeter5_E,t2d_q4_A_25,t2d_q4_A_26,t2d_q4_A_20,t2d_q4_A_21,t2d_q4_A_22,cz40948,lhr02,lhr01,rajat13,lhr07,c-28,c-29,c-26,big,c-24,c-25,c-22,c-23,c-20,c-21,t2d_q4_A_23,Reuters911,gyro_k,oscil_dcop_10,bips98_1450,oscil_dcop_12,oscil_dcop_13,oscil_dcop_14,oscil_dcop_15,oscil_dcop_16,oscil_dcop_17,oscil_dcop_18,oscil_dcop_19,invextr1_new,CAG_mat1916,fv2,fv1,g7jac100,lhr14c,watt_1,oscil_dcop_46,young3c,t2d_q9_A_06,rail_1357,rdist3a,extr1b_A_17,extr1b_A_16,extr1b_A_14,TSOPF_RS_b162_c3,extr1b_A_19,extr1b_A_18,hydr1c_A_16,hydr1c_A_14,football,hydr1c_A_12,adder_dcop_18,filter2D_E,hydr1c_A_11,bips07_3078,adder_dcop_19,hydr1c_A_18,hydr1c_A_19,fpga_dcop_19,fpga_dcop_18,wang2,onetone2,adder_dcop_17,ex28,fpga_dcop_12,adder_dcop_14,fpga_dcop_16,chem_master1,ted_A_unscaled,TSOPF_RS_b39_c19,t2dal,fv3,t2dah,west0479,adder_dcop_35,mark3jac100sc,adder_dcop_30,adder_dcop_31,adder_dcop_32,wang1,adder_dcop_38,adder_dcop_39,s3rmt3m3,flowmeter0_E,cbuckle,g7jac120sc,hydr1c_A_63,hydr1c_A_62,hydr1c_A_61,hydr1c_A_60,hydr1c_A_66,hydr1c_A_65,t2d_q9_A_04,hydr1c_A_69,G61,t2d_q9_A_01,t2d_q9_A_02,s1rmq4m1,lhr04c,cz2548,cell1,appu,cell2,pdb1HYS,qh1484,cz10228,cage8,west0497,TSOPF_RS_b39_c7,xingo_afonso_itaipu,extr1b_A_13,t2d_q9_A_09,raefsky2,zeros_nopss_13k,pesa,cage6,jan99jac080sc,Reuters911_Day_47,t520,mark3jac080sc,GT01R,hydr1c_A_29,ex29,t2d_q9_A_28,t2d_q9_A_08,robot,LF10000,d_dyn,t2d_q9_A_23,t2dal_a,psmigr_2,oscil_dcop_29,oscil_dcop_28,t2d_q9_A_20,cz1268,oscil_dcop_21,oscil_dcop_20,oscil_dcop_23,oscil_dcop_22,oscil_dcop_25,oscil_dcop_24,oscil_dcop_27,oscil_dcop_26,rajat14,rajat15,rajat11,rajat12,aft01,chipcool0_E,S10PI_n1_E,lhr14,d_dyn1,SiO,rajat19,west0989,cavity19,cavity18,jan99jac120,g7jac100sc,cavity11,cavity10,cavity13,cavity12,cavity15,cavity14,cavity17,cavity16,jan99jac080,t2d_q4_A_38,t2d_q9_A_12,cage11,cage10,olafu,cryg10000,t2d_q9_A_13,t2d_q9_A_10,oscil_dcop_42,t2d_q9_A_11,mark3jac060sc,t2d_q4_A_04,extr1b_A_40,extr1b_A_41,extr1b_A_42,extr1b_A_43,extr1b_A_44,t2d_q9_A_17}
@attribute solver_time numeric
@attribute class {good,bad}

@data
80.18241,0.6447,21.36283,6,21.36283,20.00685,0.388851,12321508,ex21,0.388851,bad
80.18241,0.6447,21.36283,6,21.36283,20.00685,0.028094,85483012,ex21,0.028094,bad
80.18241,0.6447,21.36283,6,21.36283,20.00685,3.465637,5890862,ex21,3.465637,bad
80.18241,0.6447,21.36283,6,21.36283,20.00685,0.042285,18868444,ex21,0.042285,bad
80.18241,0.6447,21.36283,6,21.36283,20.00685,0.082035,18868443,ex21,0.082035,bad
80.18241,0.6447,21.36283,6,21.36283,20.00685,0.029303,18868442,ex21,0.029303,bad
80.18241,0.6447,21.36283,6,21.36283,20.00685,0.000555,29030070,ex21,0.000555,bad
80.18241,0.6447,21.36283,6,21.36283,20.00685,0.245076,30870722,ex21,0.245076,bad
80.18241,0.6447,21.36283,6,21.36283,20.00685,16.04315,26415433,ex21,16.04315,bad
80.18241,0.6447,21.36283,6,21.36283,20.00685,0.1951,36564233,ex21,0.1951,bad
80.18241,0.6447,21.36283,6,21.36283,20.00685,0.002246,36564232,ex21,0.002246,bad
80.18241,0.6447,21.36283,6,21.36283,20.00685,1.79769313486E308,81986705,ex21,1.79769313486E308,bad
80.18241,0.6447,21.36283,6,21.36283,20.00685,0.098565,29553943,ex21,0.098565,bad
80.18241,0.6447,21.36283,6,21.36283,20.00685,0.141489,69654761,ex21,0.141489,bad
80.18241,0.6447,21.36283,6,21.36283,20.00685,0.001261,69654763,ex21,0.001261,bad
80.18241,0.6447,21.36283,6,21.36283,20.00685,0.029402,37052870,ex21,0.029402,bad
80.18241,0.6447,21.36283,6,21.36283,20.00685,0.028939,37052871,ex21,0.028939,bad
80.18241,0.6447,21.36283,6,21.36283,20.00685,0.145834,80361466,ex21,0.145834,bad
80.18241,0.6447,21.36283,6,21.36283,20.00685,0.146107,80361464,ex21,0.146107,bad
80.18241,0.6447,21.36283,6,21.36283,20.00685,0.139171,38678401,ex21,0.139171,bad
80.18241,0.6447,21.36283,6,21.36283,20.00685,0.06786,38678402,ex21,0.06786,bad
80.18241,0.6447,21.36283,6,21.36283,20.00685,0.15844,44114476,ex21,0.15844,bad
80.18241,0.6447,21.36283,6,21.36283,20.00685,0.195188,36564235,ex21,0.195188,bad
80.18241,0.6447,21.36283,6,21.36283,20.00685,0.129068,75830647,ex21,0.129068,bad
80.18241,0.6447,21.36283,6,21.36283,20.00685,0.128716,75830646,ex21,0.128716,bad
80.18241,0.6447,21.36283,6,21.36283,20.00685,0.030781,37052869,ex21,0.030781,bad
80.18241,0.6447,21.36283,6,21.36283,20.00685,0.000289,37052868,ex21,0.000289,good
460.3435,5.735498,168.7222,2,168.7222,5.153464,0.158,32168839,fpga_dcop_27,0.158,bad
460.3435,5.735498,168.7222,2,168.7222,5.153464,0.000304,29030070,fpga_dcop_27,0.000304,bad
460.3435,5.735498,168.7222,2,168.7222,5.153464,0.27904,36564232,fpga_dcop_27,0.27904,bad
460.3435,5.735498,168.7222,2,168.7222,5.153464,1.79769313486E308,81986705,fpga_dcop_27,1.79769313486E308,bad
460.3435,5.735498,168.7222,2,168.7222,5.153464,0.00056,69654763,fpga_dcop_27,0.00056,bad
460.3435,5.735498,168.7222,2,168.7222,5.153464,0.000098,36025721,fpga_dcop_27,0.000098,bad
460.3435,5.735498,168.7222,2,168.7222,5.153464,0.000063,37052868,fpga_dcop_27,0.000063,good
4190.584,70683.06,16.36722,1,16.28987,23.79075,0.034917,7285384,bodyy6,0.034917,bad
4190.584,70683.06,16.36722,1,16.28987,23.79075,0.367608,17734818,bodyy6,0.367608,bad
4190.584,70683.06,16.36722,1,16.28987,23.79075,0.000354,32168839,bodyy6,0.000354,good
4190.584,70683.06,16.36722,1,16.28987,23.79075,76.05609,57331597,bodyy6,76.05609,bad
4190.584,70683.06,16.36722,1,16.28987,23.79075,0.055154,11256941,bodyy6,0.055154,bad
4190.584,70683.06,16.36722,1,16.28987,23.79075,0.068372,31459546,bodyy6,0.068372,bad
4190.584,70683.06,16.36722,1,16.28987,23.79075,0.039793,95762353,bodyy6,0.039793,bad
4190.584,70683.06,16.36722,1,16.28987,23.79075,0.337671,43373443,bodyy6,0.337671,bad
4190.584,70683.06,16.36722,1,16.28987,23.79075,124.0104,29030071,bodyy6,124.0104,bad
4190.584,70683.06,16.36722,1,16.28987,23.79075,1.5102,29030070,bodyy6,1.5102,bad
4190.584,70683.06,16.36722,1,16.28987,23.79075,0.298244,85490469,bodyy6,0.298244,bad
4190.584,70683.06,16.36722,1,16.28987,23.79075,0.139823,26415433,bodyy6,0.139823,bad
4190.584,70683.06,16.36722,1,16.28987,23.79075,0.000533,36564232,bodyy6,0.000533,bad
4190.584,70683.06,16.36722,1,16.28987,23.79075,0.037866,7285383,bodyy6,0.037866,bad
4190.584,70683.06,16.36722,1,16.28987,23.79075,0.065499,75830645,bodyy6,0.065499,bad
4190.584,70683.06,16.36722,1,16.28987,23.79075,1.79769313486E308,81986705,bodyy6,1.79769313486E308,bad
4190.584,70683.06,16.36722,1,16.28987,23.79075,0.047734,69654762,bodyy6,0.047734,bad
4190.584,70683.06,16.36722,1,16.28987,23.79075,0.053882,80361467,bodyy6,0.053882,bad
4190.584,70683.06,16.36722,1,16.28987,23.79075,0.048669,38678403,bodyy6,0.048669,bad
4190.584,70683.06,16.36722,1,16.28987,23.79075,0.192023,44114476,bodyy6,0.192023,bad
4190.584,70683.06,16.36722,1,16.28987,23.79075,0.062953,18524981,bodyy6,0.062953,bad
4190.584,70683.06,16.36722,1,16.28987,23.79075,1.5029,37052868,bodyy6,1.5029,bad
1306.277,741960.4,13.72844,2,10.59945,1.506988,34.15796,45869639,extr1b_A_04,34.15796,bad
1306.277,741960.4,13.72844,2,10.59945,1.506988,0.024401,30870720,extr1b_A_04,0.024401,bad
1306.277,741960.4,13.72844,2,10.59945,1.506988,21.76371,44526267,extr1b_A_04,21.76371,bad
1306.277,741960.4,13.72844,2,10.59945,1.506988,0.000112,32168839,extr1b_A_04,0.000112,good
1306.277,741960.4,13.72844,2,10.59945,1.506988,0.030368,95762352,extr1b_A_04,0.030368,bad
1306.277,741960.4,13.72844,2,10.59945,1.506988,0.037907,53362206,extr1b_A_04,0.037907,bad
1306.277,741960.4,13.72844,2,10.59945,1.506988,0.060362,47942864,extr1b_A_04,0.060362,bad
1306.277,741960.4,13.72844,2,10.59945,1.506988,0.067495,47942865,extr1b_A_04,0.067495,bad
1306.277,741960.4,13.72844,2,10.59945,1.506988,0.066205,47942866,extr1b_A_04,0.066205,bad
1306.277,741960.4,13.72844,2,10.59945,1.506988,0.021377,99720138,extr1b_A_04,0.021377,bad
1306.277,741960.4,13.72844,2,10.59945,1.506988,0.016269,29030070,extr1b_A_04,0.016269,bad
1306.277,741960.4,13.72844,2,10.59945,1.506988,0.043756,68908713,extr1b_A_04,0.043756,bad
1306.277,741960.4,13.72844,2,10.59945,1.506988,0.000169,36564232,extr1b_A_04,0.000169,bad
1306.277,741960.4,13.72844,2,10.59945,1.506988,0.025565,81986705,extr1b_A_04,0.025565,bad
1306.277,741960.4,13.72844,2,10.59945,1.506988,0.000228,69654763,extr1b_A_04,0.000228,bad
1306.277,741960.4,13.72844,2,10.59945,1.506988,0.074611,1216556,extr1b_A_04,0.074611,bad
1306.277,741960.4,13.72844,2,10.59945,1.506988,0.000175,36025721,extr1b_A_04,0.000175,bad
1306.277,741960.4,13.72844,2,10.59945,1.506988,0.015633,37052868,extr1b_A_04,0.015633,bad
1306.618,741947.1,13.73,2,10.60099,1.503516,0.013844,32168839,extr1b_A_05,0.013844,bad
1306.618,741947.1,13.73,2,10.60099,1.503516,0.000078,29030070,extr1b_A_05,0.000078,bad
1306.618,741947.1,13.73,2,10.60099,1.503516,0.000169,36564232,extr1b_A_05,0.000169,bad
1306.618,741947.1,13.73,2,10.60099,1.503516,1.79769313486E308,81986705,extr1b_A_05,1.79769313486E308,bad
1306.618,741947.1,13.73,2,10.60099,1.503516,0.000109,69654763,extr1b_A_05,0.000109,bad
1306.618,741947.1,13.73,2,10.60099,1.503516,0.000038,37052868,extr1b_A_05,0.000038,good
1306.618,741945.3,13.73005,2,10.60104,1.50273,0.00021,32168839,extr1b_A_06,0.00021,bad
1306.618,741945.3,13.73005,2,10.60104,1.50273,0.000081,29030070,extr1b_A_06,0.000081,bad
1306.618,741945.3,13.73005,2,10.60104,1.50273,0.000167,36564232,extr1b_A_06,0.000167,bad
1306.618,741945.3,13.73005,2,10.60104,1.50273,1.79769313486E308,81986705,extr1b_A_06,1.79769313486E308,bad
1306.618,741945.3,13.73005,2,10.60104,1.50273,0.000108,69654763,extr1b_A_06,0.000108,bad
1306.618,741945.3,13.73005,2,10.60104,1.50273,0.000057,37052868,extr1b_A_06,0.000057,good
1306.463,4838.612,13.73004,2,12.73824,57612.42,0.000358,32168839,extr1b_A_07,0.000358,bad
1306.463,4838.612,13.73004,2,12.73824,57612.42,0.000081,29030070,extr1b_A_07,0.000081,bad
1306.463,4838.612,13.73004,2,12.73824,57612.42,0.000352,36564232,extr1b_A_07,0.000352,bad
1306.463,4838.612,13.73004,2,12.73824,57612.42,1.79769313486E308,81986705,extr1b_A_07,1.79769313486E308,bad
1306.463,4838.612,13.73004,2,12.73824,57612.42,0.000131,69654763,extr1b_A_07,0.000131,bad
1306.463,4838.612,13.73004,2,12.73824,57612.42,0.000053,37052868,extr1b_A_07,0.000053,good
1306.618,741299.6,13.80673,2,10.67681,1.447031,34.45276,45869637,extr1b_A_01,34.45276,bad
1306.618,741299.6,13.80673,2,10.67681,1.447031,0.056645,47942867,extr1b_A_01,0.056645,bad
1306.618,741299.6,13.80673,2,10.67681,1.447031,0.012973,30870721,extr1b_A_01,0.012973,bad
1306.618,741299.6,13.80673,2,10.67681,1.447031,0.009886,36025724,extr1b_A_01,0.009886,bad
1306.618,741299.6,13.80673,2,10.67681,1.447031,0.054027,17734818,extr1b_A_01,0.054027,bad
1306.618,741299.6,13.80673,2,10.67681,1.447031,0.000202,32168839,extr1b_A_01,0.000202,bad
1306.618,741299.6,13.80673,2,10.67681,1.447031,0.011561,57331597,extr1b_A_01,0.011561,bad
1306.618,741299.6,13.80673,2,10.67681,1.447031,0.032077,42851841,extr1b_A_01,0.032077,bad
1306.618,741299.6,13.80673,2,10.67681,1.447031,32.70075,12321508,extr1b_A_01,32.70075,bad
1306.618,741299.6,13.80673,2,10.67681,1.447031,0.016466,95762353,extr1b_A_01,0.016466,bad
1306.618,741299.6,13.80673,2,10.67681,1.447031,0.04137,91068411,extr1b_A_01,0.04137,bad
1306.618,741299.6,13.80673,2,10.67681,1.447031,0.007225,85483012,extr1b_A_01,0.007225,bad
1306.618,741299.6,13.80673,2,10.67681,1.447031,0.029549,5890862,extr1b_A_01,0.029549,bad
1306.618,741299.6,13.80673,2,10.67681,1.447031,0.012679,95762354,extr1b_A_01,0.012679,bad
1306.618,741299.6,13.80673,2,10.67681,1.447031,0.00008,29030070,extr1b_A_01,0.00008,bad
1306.618,741299.6,13.80673,2,10.67681,1.447031,0.012898,30870722,extr1b_A_01,0.012898,bad
1306.618,741299.6,13.80673,2,10.67681,1.447031,0.000168,36564232,extr1b_A_01,0.000168,bad
1306.618,741299.6,13.80673,2,10.67681,1.447031,1.79769313486E308,81986705,extr1b_A_01,1.79769313486E308,bad
1306.618,741299.6,13.80673,2,10.67681,1.447031,0.000087,69654763,extr1b_A_01,0.000087,bad
1306.618,741299.6,13.80673,2,10.67681,1.447031,0.007376,37052870,extr1b_A_01,0.007376,bad
1306.618,741299.6,13.80673,2,10.67681,1.447031,0.00732,37052871,extr1b_A_01,0.00732,bad
1306.618,741299.6,13.80673,2,10.67681,1.447031,0.024542,44114476,extr1b_A_01,0.024542,bad
1306.618,741299.6,13.80673,2,10.67681,1.447031,0.000057,37052868,extr1b_A_01,0.000057,good
1306.618,741508.3,13.78749,2,10.65783,1.430522,0.000204,32168839,extr1b_A_02,0.000204,bad
1306.618,741508.3,13.78749,2,10.65783,1.430522,0.00007,29030070,extr1b_A_02,0.00007,bad
1306.618,741508.3,13.78749,2,10.65783,1.430522,0.000178,36564232,extr1b_A_02,0.000178,bad
1306.618,741508.3,13.78749,2,10.65783,1.430522,1.79769313486E308,81986705,extr1b_A_02,1.79769313486E308,bad
1306.618,741508.3,13.78749,2,10.65783,1.430522,0.000087,69654763,extr1b_A_02,0.000087,bad
1306.618,741508.3,13.78749,2,10.65783,1.430522,0.000038,37052868,extr1b_A_02,0.000038,good
1306.618,741526.8,13.78493,2,10.65529,1.436186,0.000214,32168839,extr1b_A_03,0.000214,bad
1306.618,741526.8,13.78493,2,10.65529,1.436186,0.00008,29030070,extr1b_A_03,0.00008,bad
1306.618,741526.8,13.78493,2,10.65529,1.436186,0.000169,36564232,extr1b_A_03,0.000169,bad
1306.618,741526.8,13.78493,2,10.65529,1.436186,1.79769313486E308,81986705,extr1b_A_03,1.79769313486E308,bad
1306.618,741526.8,13.78493,2,10.65529,1.436186,0.000147,69654763,extr1b_A_03,0.000147,bad
1306.618,741526.8,13.78493,2,10.65529,1.436186,0.000038,37052868,extr1b_A_03,0.000038,good
1295.615,62073.03,13.73004,2,9.192277,7.165538,0.00018,32168839,extr1b_A_08,0.00018,bad
1295.615,62073.03,13.73004,2,9.192277,7.165538,0.000071,29030070,extr1b_A_08,0.000071,bad
1295.615,62073.03,13.73004,2,9.192277,7.165538,0.000165,36564232,extr1b_A_08,0.000165,bad
1295.615,62073.03,13.73004,2,9.192277,7.165538,1.79769313486E308,81986705,extr1b_A_08,1.79769313486E308,bad
1295.615,62073.03,13.73004,2,9.192277,7.165538,0.000088,69654763,extr1b_A_08,0.000088,bad
1295.615,62073.03,13.73004,2,9.192277,7.165538,0.000033,37052868,extr1b_A_08,0.000033,good
1295.615,62073.03,13.73004,2,9.192277,7.165538,0.000181,32168839,extr1b_A_09,0.000181,bad
1295.615,62073.03,13.73004,2,9.192277,7.165538,0.000072,29030070,extr1b_A_09,0.000072,bad
1295.615,62073.03,13.73004,2,9.192277,7.165538,0.000171,36564232,extr1b_A_09,0.000171,bad
1295.615,62073.03,13.73004,2,9.192277,7.165538,1.79769313486E308,81986705,extr1b_A_09,1.79769313486E308,bad
1295.615,62073.03,13.73004,2,9.192277,7.165538,0.000072,69654763,extr1b_A_09,0.000072,bad
1295.615,62073.03,13.73004,2,9.192277,7.165538,0.0317,36564235,extr1b_A_09,0.0317,bad
1295.615,62073.03,13.73004,2,9.192277,7.165538,0.000034,37052868,extr1b_A_09,0.000034,good
86.5,595.9422,10.79779,2,10.79779,1.259025,0.031131,45869639,lung1,0.031131,bad
86.5,595.9422,10.79779,2,10.79779,1.259025,0.01624,45869638,lung1,0.01624,bad
86.5,595.9422,10.79779,2,10.79779,1.259025,0.074569,47942867,lung1,0.074569,bad
86.5,595.9422,10.79779,2,10.79779,1.259025,0.03693,89269803,lung1,0.03693,bad
86.5,595.9422,10.79779,2,10.79779,1.259025,0.04105,89269801,lung1,0.04105,bad
86.5,595.9422,10.79779,2,10.79779,1.259025,0.080189,59072882,lung1,0.080189,bad
86.5,595.9422,10.79779,2,10.79779,1.259025,0.126724,59072881,lung1,0.126724,bad
86.5,595.9422,10.79779,2,10.79779,1.259025,0.017696,7285384,lung1,0.017696,bad
