avg-diag-dist,norm1,col-variability,min-nnzeros-per-row,row-variability,kappa,solver,matrix_name,solver_time,predicted-class,actual_class,default_time,Time Difference,Comparison,SpeedUp
2408.001,2273545,28.62337,2,26.90774,178.5168,69654763,hydr1c_A_66,0.00017715,good,good,0.000185,-4.24,-4.24 % less time of default solver time,1.0443127293254304
215.1551,24.05054,18.47161,1,18.47161,37477.45,36025721,cavity19,0.012101,good,good,0.59992,-97.98,-97.98 % less time of default solver time,49.576068093545985
1306.423,4845.709,14.42637,2,13.24285,41830.12,37052868,extr1b_A_40,3.91E-05,good,good,0.37731,-99.99,-99.99 % less time of default solver time,9649.872122762148
3481.943,34.01184,300.0004,1,300.0004,1.311383,36564232,lhr14c,0.00044894,good,good,0.000654,-31.35,-31.35 % less time of default solver time,1.4567648238071902
20.59524,0.171015,6.981426,1,6.981426,1.036928,37052868,nemeth03,0.00030899,good,good,0.000712,-56.6,-56.6 % less time of default solver time,2.304281691964141
13386.58,2670,0.60206,1,0.60206,2580026,37052868,as-caida_G_121,0.00057197,good,good,0.001232,-53.57,-53.57 % less time of default solver time,2.1539591237302655
13386.58,2670,0.60206,1,0.60206,2580026,37052868,as-caida,0.00056887,good,good,0.001218,-53.29,-53.29 % less time of default solver time,2.1410867157698594
66.22222,4590210,1.554096,4,2.030542,1.506811,36025721,t2d_q9_A_38,0.0044665,good,good,0.011163,-59.99,-59.99 % less time of default solver time,2.499272360908989
66.22222,4590210,1.554096,4,2.030542,1.506811,36025721,t2d_q4_A_38,0.0042918,good,good,0.011211,-61.72,-61.72 % less time of default solver time,2.612190689221306
215.1551,46.79771,18.46866,9,18.46866,62.89811,37052868,cavity24,0.00077319,good,good,1.2904,-99.94,-99.94 % less time of default solver time,1668.9300172014641
66.22222,12100.23,1.041705,4,1.258432,108505.2,32168837,t2d_q9_A_36,0.004487,good,good,0.00625,-28.21,-28.21 % less time of default solver time,1.3929128593715179
8.393939,14331850,27.09879,1,25.93517,8.125526,36025721,DK01R,5.20E-05,good,good,0.000455,-88.57,-88.57 % less time of default solver time,8.75
2407.734,2328216,29.24287,2,26.82188,253.8258,37052868,hydr1c_A_17,0.00012517,good,good,0.000185,-32.34,-32.34 % less time of default solver time,1.4779899336901814
66.22222,18920.92,1.041696,4,1.258412,166780.6,36025721,t2d_q4_A_33,0.0045629,good,good,0.006303,-27.61,-27.61 % less time of default solver time,1.3813583466654977
944.6253,1925.895,6.89293,2,7.738028,691356.6,37052868,rajat12,4.39E-05,good,good,0.002426,-98.19,-98.19 % less time of default solver time,55.2619589977221
2408.201,2316819,30.66471,2,28.1316,183.76,32168839,hydr1c_A_56,0.00019121,bad,good,0.000191,0.11,0.11 % more time of default solver time,0.9989017310810104
315.2407,2667452000,22.18478,1,22.25295,367.9052,36564232,Zd_Jac3_db,0.0010769,bad,good,0.001207,-10.78,-10.78 % less time of default solver time,1.1208097316371064
66.22222,37362.49,1.044205,4,1.258102,1.305113,36025721,t2d_q4_A_32,0.0045402,good,good,0.006192,-26.68,-26.68 % less time of default solver time,1.3638165719571824
3890.815,100109.9,18.87546,2,18.54204,1.863794,37052868,powersim,0.00051427,good,good,1.6127,-99.97,-99.97 % less time of default solver time,3135.901374764229
2875.458,1214.7,8,1,9.727277,2632249,45869639,c-23,3.60E-05,good,good,0.000071,-49.3,-49.3 % less time of default solver time,1.9722222222222223
66.22222,107.8268,1.027002,4,1.144468,20002.43,32168837,t2d_q4_A_05,0.0047238,good,good,0.0066,-28.43,-28.43 % less time of default solver time,1.3971802362504762
3725.25,53483.49,8.295805,3,8.295805,1.312846,37052868,cryg10000,0.00025582,good,good,1.3192,-99.98,-99.98 % less time of default solver time,5156.750840434681
2408.001,2258658,28.5598,2,29.56166,177.4435,32168839,hydr1c_A_63,0.00018692,good,good,0.000187,-0.04,-0.04 % less time of default solver time,1.000427990584207
2407.453,2321284,29.65389,2,29.02894,186.7466,19932321,hydr1c_A_31,0.00015903,good,good,0.000206,-22.8,-22.8 % less time of default solver time,1.2953530780355906
2954.932,541830200,152.0121,2,150.747,1.241919,69654763,bayer03,0.00045204,bad,good,0.00074,-38.91,-38.91 % less time of default solver time,1.6370232722767897
1295.338,62078.17,14.40508,2,10.00717,8.03372,37052868,extr1b_A_30,3.91E-05,good,good,0.000113,-65.4,-65.4 % less time of default solver time,2.89002557544757
2407.734,2338560,29.61358,2,27.08637,287.0041,19932321,hydr1c_A_49,0.00015903,good,good,0.000184,-13.57,-13.57 % less time of default solver time,1.15701439979878
1306.618,741526.8,13.78493,2,10.65529,1.436186,37052868,extr1b_A_03,3.79E-05,good,good,0.000214,-82.29,-82.29 % less time of default solver time,5.646437994722955
1913.373,6743057000,27.93371,1,27.42213,1174.046,45869639,gyro_k,0.00078416,good,good,0.001594,-50.81,-50.81 % less time of default solver time,2.0327484186900633
2154.625,166309.2,10.88606,7,10.88606,8.87634,37052868,viscoplastic1_C_6,9.70E-05,good,good,0.032588,-99.7,-99.7 % less time of default solver time,335.9587628865979
1381.141,1160759000,59.49158,2,59.49158,3.610837,37052868,bayer06,5.10E-05,good,good,0.50804,-99.99,-99.99 % less time of default solver time,9961.56862745098
793.8216,1.663543,98.94544,2,98.94544,102.4152,36025721,adder_dcop_48,0.00010586,good,good,0.000499,-78.79,-78.79 % less time of default solver time,4.713772907613829
1711.529,386.2931,4.707724,2,4.817186,64.30901,37052868,jan99jac020sc,0.00022101,good,good,0.006641,-96.67,-96.67 % less time of default solver time,30.048414098909554
793.8216,1.663496,98.94544,2,98.94544,61.85733,36025721,adder_dcop_29,0.00011802,good,good,0.000349,-66.18,-66.18 % less time of default solver time,2.957125910862566
2422.776,2298394,19.30598,2,17.62564,1.371454,37052868,hydr1c_A_02,0.00013781,good,good,0.000204,-32.45,-32.45 % less time of default solver time,1.4802989623394527
315.2407,2667452000,22.18478,1,22.25295,367.9052,32168839,Zd_Jac3_db,0.0012071,bad,good,0.001207,0.01,0.01 % more time of default solver time,0.9999171568221357
22713.02,5362.887,27.4413,1,27.33239,145.5021,45869639,c-53,0.00032806,good,good,0.000794,-58.68,-58.68 % less time of default solver time,2.420288971529598
541.0123,1645.075,6.366517,1,7.588062,247.0458,37052868,rdist2,9.08E-05,good,good,0.000128,-29.06,-29.06 % less time of default solver time,1.4096916299559472
59.6,4.5,1.079181,1,1.079181,2.19206,45869639,fv3,8.61E-05,good,good,0.000164,-47.5,-47.5 % less time of default solver time,1.9047619047619047
4755.732,121,0.90309,1,0.90309,4.062834,37052868,Reuters911_Day_38,6.82E-05,good,good,0.00008,-14.75,-14.75 % less time of default solver time,1.1730205278592376
793.8216,1.644497,98.94543,2,98.94543,94.88419,36025721,adder_dcop_52,0.00010824,good,good,0.000843,-87.16,-87.16 % less time of default solver time,7.788248337028826
10596.47,2942.475,13.4054,3,13.4054,3.497701,32168839,TSOPF_RS_b162_c3,0.0011408,good,good,0.001141,-0.02,-0.02 % less time of default solver time,1.0001753155680226
2407.734,2338560,29.61358,2,27.08637,287.0041,29030070,hydr1c_A_49,0.00046897,bad,bad,0.000184,154.87,154.87 % more time of default solver time,0.392349190779794
1226.949,2593831,38.84708,2,38.84708,1130.509,69654763,meg1,0.00072908,bad,bad,0.000092,692.48,692.48 % more time of default solver time,0.126186426729577
66.22222,1864.36,1.267202,4,1.427216,283224.2,29030070,t2d_q4_A_02,1.5567,bad,bad,0.006557,23641.04,23641.04 % more time of default solver time,0.004212115372261837
66.22222,1819.361,1.115002,4,1.257349,155824.7,37052868,t2d_q4_A_13,1.5489,bad,bad,0.006342,24322.89,24322.89 % more time of default solver time,0.004094518690683712
66.22222,1819.361,1.115002,4,1.257349,155824.7,37052868,t2d_q9_A_13,1.5504,bad,bad,0.00639,24162.91,24162.91 % more time of default solver time,0.004121517027863777
66.22222,1659740,1.428485,4,1.868414,1.790352,32168839,t2d_q4_A_39,0.0058801,bad,bad,0.00588,0.0,0.0 % less time of default solver time,0.9999829934865053
66.22222,1659740,1.428485,4,1.868414,1.790352,32168839,t2d_q9_A_39,0.0058749,bad,bad,0.005875,-0.0,-0.0 % less time of default solver time,1.0000170215663247
115.3713,285463.4,24.66798,1,24.66798,805168.4,29030070,cz5108,0.0004189,bad,bad,0.32032,-99.87,-99.87 % less time of default solver time,764.6693721651945
1303.823,5.214336,15,2,15,67641.69,36025721,circuit_1,0.00028801,bad,bad,0.000563,-48.84,-48.84 % less time of default solver time,1.9547932363459604
6827.318,108619.2,17.56695,2,17.89277,274.3253,32168839,g7jac120sc,10.208,bad,bad,10.208,0.0,0.0 % less time of default solver time,1.0
66.22222,760.8224,1.032237,4,1.140008,65554.59,29030070,t2d_q4_A_14,1.5516,bad,bad,0.006471,23877.75,23877.75 % more time of default solver time,0.004170533642691415
66.22222,760.8224,1.032237,4,1.140008,65554.59,29030070,t2d_q9_A_14,1.5602,bad,bad,0.006338,24516.6,24516.6 % more time of default solver time,0.004062299705166004
2421.551,2298394,24.87432,2,23.60266,1.255207,69654763,hydr1c_A_09,0.00017595,good,bad,0.000235,-25.13,-25.13 % less time of default solver time,1.3356067064506962
1307.649,741299.6,13.80673,2,10.67681,1.07792,36025721,extr1,0.00010991,bad,bad,0.000204,-46.12,-46.12 % less time of default solver time,1.8560640524065144
2408.001,2316742,31.56401,2,29.0309,184.4178,32168839,hydr1c_A_12,0.00021005,bad,bad,0.00021,0.02,0.02 % more time of default solver time,0.9997619614377529
66.22222,13238.71,1.274212,4,1.425323,1.383967,36564232,t2d_q9_A_11,0.0086308,bad,bad,0.006567,31.43,31.43 % more time of default solver time,0.7608796403577884
793.8216,1.664105,98.94544,2,98.94544,88.05684,19932321,adder_dcop_38,0.00021768,bad,bad,0.000272,-19.97,-19.97 % less time of default solver time,1.2495406100698274
2875.458,1214.7,8,1,9.727277,2632249,69654763,c-23,0.00012922,bad,bad,0.000071,82.0,82.0 % more time of default solver time,0.5494505494505494
13365.85,2673,0.60206,1,0.60206,3160828,29030070,as-caida_G_119,0.0011449,bad,bad,5.8098,-99.98,-99.98 % less time of default solver time,5074.504323521705
49.47826,28583180,8.080593,1,7.532238,67.13312,36025721,nasa2146,0.00011706,bad,bad,0.000118,-0.8,-0.8 % less time of default solver time,1.0080300700495473
793.8216,1.664052,98.94544,2,98.94544,83.51729,19932321,adder_dcop_21,0.00022268,bad,bad,0.000181,23.03,23.03 % more time of default solver time,0.8128255793066284
66.22222,18920.92,1.041696,4,1.258412,166780.6,69654763,t2d_q4_A_33,0.0066345,bad,bad,0.006303,5.26,5.26 % more time of default solver time,0.9500339136332806
6827.318,108619.2,17.56695,2,17.89277,274.3253,29030070,g7jac120sc,0.01145,bad,bad,10.208,-99.89,-99.89 % less time of default solver time,891.528384279476
49.47826,28583180,8.080593,1,7.532238,67.13312,32168839,nasa2146,0.00011778,bad,bad,0.000118,-0.19,-0.19 % less time of default solver time,1.0018678892851078
43.2426,416.002,2.315972,2,2.318065,10007160,81986705,cell1,1.79769313486e+308,bad,bad,0.70304,inf,inf % more time of default solver time,3.910789813717295e-309
157.7643,39.69679,18.33813,1,18.33813,37638.68,81986705,cavity13,1.79769313486e+308,bad,bad,0.333,inf,inf % more time of default solver time,1.852373987209633e-309
2408.001,2316742,31.56401,2,29.0309,184.4178,19932321,hydr1c_A_12,0.00031114,bad,bad,0.00021,48.16,48.16 % more time of default solver time,0.6749373272481841
138.2495,2785983000,16.79706,8,16.79706,1.372742,90783920,ex7,1.79769313486e+308,bad,bad,0.00174,inf,inf % more time of default solver time,9.67907128452e-312
1145.818,22.89451,16.67064,1,16.66817,2.87792,19932321,Na5,0.0016577,bad,bad,0.000438,278.47,278.47 % more time of default solver time,0.2642215117331242
138.2495,2785983000,16.79706,8,16.79706,1.372742,36564232,ex7,0.015463,bad,bad,0.00174,788.68,788.68 % more time of default solver time,0.11252667658281058
211.4095,589.945,6.873879,1,6.873879,21.2988,36564232,radfr1,5.51E-05,bad,bad,0.000026,111.92,111.92 % more time of default solver time,0.4718693284936479
66.22222,4590210,1.554096,4,2.030542,1.506811,32168839,t2d_q9_A_38,0.011163,bad,bad,0.011163,0.0,0.0 % less time of default solver time,1.0
66.22222,4590210,1.554096,4,2.030542,1.506811,32168839,t2d_q4_A_38,0.011211,bad,bad,0.011211,0.0,0.0 % less time of default solver time,1.0
1306.082,4833.859,14.38483,2,14.00709,134158.7,19932321,extr1b_A_29,0.00011706,bad,bad,0.000189,-38.06,-38.06 % less time of default solver time,1.6145566376217326
793.8216,1.644563,98.94544,2,98.94544,62.8272,19932321,adder_dcop_69,0.00022292,bad,bad,0.000673,-66.88,-66.88 % less time of default solver time,3.019020276332317
793.8216,1.644563,98.94544,2,98.94544,62.8272,19932321,adder_dcop_64,0.00040197,bad,bad,0.000398,1.0,1.0 % more time of default solver time,0.9901236410677415
102,1050,0,1,0,3.337764,32168837,t520,0.00041199,bad,bad,0.000602,-31.56,-31.56 % less time of default solver time,1.4612005145755964
66.22222,1864.36,1.267202,4,1.427216,284102.1,32168839,t2d_q9_A_02,0.0065808,bad,bad,0.006581,-0.0,-0.0 % less time of default solver time,1.0000303914417699
49.47826,28583180,8.080593,1,7.532238,67.13312,29030070,nasa2146,0.58548,bad,bad,0.000118,496069.49,496069.49 % more time of default solver time,0.00020154403224704516
1018.732,93.69727,30.42735,7,30.103,217.6855,81986705,ex26,1.79769313486e+308,bad,bad,1.398,inf,inf % more time of default solver time,7.776633135492687e-309
793.8216,2.932791,248.7111,2,248.7111,70.99239,32874610,adder_dcop_11,0.55687,bad,bad,0.000089,625596.63,625596.63 % more time of default solver time,0.0001598218614757484
157.7643,58.65648,18.34624,9,18.33773,39.12101,81986705,cavity14,1.79769313486e+308,bad,bad,0.52393,inf,inf % more time of default solver time,2.91445736672295e-309
103.1031,46.90039,18.76616,9,18.76616,57.36077,69654763,cavity07,0.0029685,bad,bad,0.057844,-94.87,-94.87 % less time of default solver time,19.4859356577396
176.6775,1306,1.740363,2,1.740363,18376.04,90783920,CAG_mat364,1.79769313486e+308,bad,bad,0.001115,inf,inf % more time of default solver time,6.202393380596e-312
836.108,340858.3,10.57672,1,10.58338,250639.5,80361467,airfoil_2d,0.027868,bad,bad,0.022197,25.55,25.55 % more time of default solver time,0.7965049519161763
1306.618,741299.6,13.80673,2,10.67681,1.447031,36564232,extr1b_A_01,0.00016809,bad,bad,0.000202,-16.79,-16.79 % less time of default solver time,1.2017371646141948
8917.951,1208498,75.74329,1,77.4584,670.0852,36564232,rajat22,0.0078857,bad,bad,5.4974,-99.86,-99.86 % less time of default solver time,697.1353208973204
66.22222,84152.5,1.096194,4,1.393384,179230.8,37052868,t2d_q4_A_45,1.5451,bad,bad,0.006173,24929.97,24929.97 % more time of default solver time,0.003995210665976312
2408.001,2323054,28.73483,2,26.39456,191.3551,19932321,hydr1c_A_58,0.00030184,bad,bad,0.000201,50.17,50.17 % more time of default solver time,0.6659157169361252
9779.248,7.020041,9.939635,3,10.05847,64852.74,37052868,Ill_Stokes,4.8132,bad,bad,0.038658,12350.72,12350.72 % more time of default solver time,0.008031662926950884
66.22222,89701.22,1.129968,4,1.249586,1.384842,90783920,t2d_q9_A_31,1.79769313486e+308,bad,bad,0.006361,inf,inf % more time of default solver time,3.5384237034956e-311
66.22222,89701.22,1.129968,4,1.249586,1.384842,90783920,t2d_q4_A_31,1.79769313486e+308,bad,bad,0.006464,inf,inf % more time of default solver time,3.595719355352e-311
2421.512,2298394,22.6693,2,21.61244,1.285125,29030070,hydr1c_A_07,0.00054073,bad,bad,0.000223,142.48,142.48 % more time of default solver time,0.4124054518891129
3967.619,54941,10.75529,1,11.29441,43267210,37052868,c-31,0.0019088,bad,bad,0.000136,1303.53,1303.53 % more time of default solver time,0.07124895222129086
2407.734,2276611,28.93907,2,26.49207,194.9634,81986705,hydr1c_A_23,1.79769313486e+308,bad,bad,0.000185,inf,inf % more time of default solver time,1.02909665956e-312
5351.887,54326.47,16.60789,2,17.11999,4.576068,36025721,g7jac040sc,0.0027962,bad,bad,2.0939,-99.87,-99.87 % less time of default solver time,748.8377083184322
793.8216,1.663809,98.94544,2,98.94544,62.03566,81986705,adder_dcop_30,1.79769313486e+308,bad,bad,0.000662,inf,inf % more time of default solver time,3.682497235835e-312
2314.406,27158.11,16.354,2,16.80601,5.012472,32168839,g7jac020sc,0.90747,bad,bad,0.90747,0.0,0.0 % less time of default solver time,1.0
6827.318,242717800,26.10612,2,19.77358,17275.94,36564232,g7jac120,0.35048,bad,bad,5.2736,-93.35,-93.35 % less time of default solver time,15.046792969641634
66.22222,1743.923,0.964094,4,1.071613,55273.51,81986705,t2d_q9_A_27,1.79769313486e+308,bad,bad,0.006326,inf,inf % more time of default solver time,3.518954307234e-311
66.22222,1743.923,0.964094,4,1.071613,55273.51,81986705,t2d_q4_A_27,1.79769313486e+308,bad,bad,0.006475,inf,inf % more time of default solver time,3.601838308463e-311
4088.432,64.34781,12.69067,1,12.69067,3.379986,36564232,SiO,0.00284,bad,bad,0.002576,10.25,10.25 % more time of default solver time,0.9070422535211268
2154.625,166.4818,7.886057,7,7.886057,71.69448,32168837,viscoplastic1_C_3,0.0027802,bad,bad,0.033181,-91.62,-91.62 % less time of default solver time,11.934752895475146
2954.932,541830200,152.0121,2,150.747,1.241919,36025721,bayer03,0.00078392,bad,bad,0.00074,5.94,5.94 % more time of default solver time,0.9439738748851924
4245.215,40,1.146128,1,1.146128,10,7285382,nopoly,0.00022197,bad,bad,0.000228,-2.64,-2.64 % less time of default solver time,1.0271658332207056
57.75926,9.07655,19.87968,1,19.87968,4.419455,36025721,inlet,0.0040798,bad,bad,0.000568,618.27,618.27 % more time of default solver time,0.13922251090739743
10958.44,375384.1,8,1,9.681241,1130046000,29030070,c-47,0.00099969,bad,bad,0.000353,183.2,183.2 % more time of default solver time,0.35310946393381953
22713.02,5362.887,27.4413,1,27.33239,145.5021,36564232,c-53,0.0010021,bad,bad,0.000794,26.21,26.21 % more time of default solver time,0.7923360942021755
429.5,185108600,32.86176,1,32.75399,48801.85,19932321,nasa2910,0.0009768,bad,bad,0.00031,215.1,215.1 % more time of default solver time,0.31736281736281735
4709.566,33948,4.229349,3,4.530379,232820.3,81986705,pesa,1.79769313486e+308,bad,bad,2.0776,inf,inf % more time of default solver time,1.155703362110129e-308
4550.602,18710.87,8,1,9.653214,6.244176,69654763,c-35,0.00021863,bad,bad,0.000128,70.8,70.8 % more time of default solver time,0.585464025979966
66.22222,37362.49,1.044205,4,1.258102,321109.2,19932321,t2d_q9_A_32,0.015203,bad,bad,0.006191,145.57,145.57 % more time of default solver time,0.4072222587647175
8917.951,1208498,75.74329,1,77.4584,670.0852,29030070,rajat22,0.00095916,bad,bad,5.4974,-99.98,-99.98 % less time of default solver time,5731.4733725343
531.1134,2097152,9.976185,2,13.15285,5918.965,19932321,mark3jac080sc,0.001853,bad,bad,6.7214,-99.97,-99.97 % less time of default solver time,3627.3070696168375
66.22222,89701.22,1.129968,4,1.249586,1.384842,69654763,t2d_q9_A_31,0.0064611,bad,bad,0.006361,1.57,1.57 % more time of default solver time,0.9845072820417576
66.22222,89701.22,1.129968,4,1.249586,1.384842,69654763,t2d_q4_A_31,0.0065839,bad,bad,0.006464,1.85,1.85 % more time of default solver time,0.9817889093090721
66.22222,1659740,1.428485,4,1.868414,1.790352,69654763,t2d_q4_A_39,0.0064688,bad,bad,0.00588,10.01,10.01 % more time of default solver time,0.9089784813257481
66.22222,1659740,1.428485,4,1.868414,1.790352,69654763,t2d_q9_A_39,0.0065036,bad,bad,0.005875,10.7,10.7 % more time of default solver time,0.9033458392275048
66.22222,13238.71,1.274212,4,1.425323,1.327588,29030070,t2d_q4_A_11,1.5546,bad,bad,0.006502,23809.57,23809.57 % more time of default solver time,0.004182426347613534
793.8216,1.644563,98.94544,2,98.94544,62.8272,36564232,adder_dcop_69,0.00043607,bad,bad,0.000673,-35.21,-35.21 % less time of default solver time,1.5433301992799322
793.8216,1.644563,98.94544,2,98.94544,62.8272,36564232,adder_dcop_64,0.00054049,bad,bad,0.000398,35.8,35.8 % more time of default solver time,0.7363688504875205
38.95714,1910030,18.25266,1,18.25266,764.9927,90783920,plbuckle,1.79769313486e+308,bad,bad,0.00006,inf,inf % more time of default solver time,3.3376107878e-313
2427.286,45472.32,27.38287,2,27.27156,1.193763,36564232,hydr1c_A_32,0.00041723,bad,bad,0.000223,87.1,87.1 % more time of default solver time,0.5344773865733529
2407.734,2331432,27.58426,2,27.18556,293.2835,29030070,hydr1c_A_46,0.00035095,bad,bad,0.000203,72.88,72.88 % more time of default solver time,0.5784299757800256
66.22222,1860.857,1.04785,4,1.071613,72394.64,19932321,t2d_q4_A_28,0.015222,bad,bad,0.006413,137.36,137.36 % more time of default solver time,0.4212981211404546
793.8216,1.663467,98.94543,2,98.94543,102.4223,37052868,adder_dcop_42,0.00017619,bad,bad,0.000507,-65.25,-65.25 % less time of default solver time,2.877575344798229
