avg-diag-dist,norm1,col-variability,min-nnzeros-per-row,row-variability,kappa,solver,matrix_name,solver_time,predicted-class,actual_class,default_time,Time Difference,Comparison,SpeedUp
66.22222,1864.36,1.267202,4,1.427216,284102.1,32168839,t2d_q9_A_02,0.0065808,good,bad,0.006581,-0.0,-0.0 % less time of default solver time,1.0000303914417699
66.22222,1860.857,1.04785,4,1.071613,72393.59,32168839,t2d_q9_A_28,0.0063362,bad,good,0.006336,0.0,0.0 % less time of default solver time,0.9999684353397935
66.22222,1860.857,1.04785,4,1.071613,72393.59,36564232,t2d_q9_A_28,0.0084338,fair,bad,0.006336,33.11,33.11 % more time of default solver time,0.751262775972871
66.22222,5335.601,1.037953,4,1.133933,164417.7,32168839,t2d_q9_A_23,0.0063949,good,bad,0.006395,-0.0,-0.0 % less time of default solver time,1.0000156374611018
66.22222,93191.72,1.283613,4,1.420731,1.403883,32168839,t2d_q4_A_20,0.0065556,good,bad,0.006556,-0.01,-0.01 % less time of default solver time,1.000061016535481
66.22222,93191.72,1.283613,4,1.420731,1.403883,32168839,t2d_q9_A_20,0.0066321,good,bad,0.006632,0.0,0.0 % less time of default solver time,0.9999849218196347
66.22222,93191.72,1.283613,4,1.420731,1.403883,36564232,t2d_q4_A_20,0.0088196,bad,fair,0.006556,34.53,34.53 % more time of default solver time,0.7433443693591546
66.22222,93191.72,1.283613,4,1.420731,1.403883,36564232,t2d_q9_A_20,0.0088172,bad,fair,0.006632,32.95,32.95 % more time of default solver time,0.752166220568888
66.22222,4590210,1.554096,4,2.030542,1.506811,45869639,t2d_q9_A_38,0.006222,fair,bad,0.011163,-44.26,-44.26 % less time of default solver time,1.7941176470588234
66.22222,4590210,1.554096,4,2.030542,1.506811,45869639,t2d_q4_A_38,0.006206,fair,bad,0.011211,-44.64,-44.64 % less time of default solver time,1.8064776023203353
66.22222,4590210,1.554096,4,2.030542,1.506811,69654763,t2d_q9_A_38,0.0059845,fair,bad,0.011163,-46.39,-46.39 % less time of default solver time,1.865318740078536
66.22222,4590210,1.554096,4,2.030542,1.506811,69654763,t2d_q4_A_38,0.0059841,fair,bad,0.011211,-46.62,-46.62 % less time of default solver time,1.8734646814057252
66.22222,4590210,1.554096,4,2.030542,1.506811,36025721,t2d_q9_A_38,0.0044665,fair,good,0.011163,-59.99,-59.99 % less time of default solver time,2.499272360908989
66.22222,4590210,1.554096,4,2.030542,1.506811,36025721,t2d_q4_A_38,0.0042918,fair,good,0.011211,-61.72,-61.72 % less time of default solver time,2.612190689221306
66.22222,1819.361,1.115002,4,1.257349,155824.7,32168839,t2d_q4_A_13,0.0063419,bad,good,0.006342,-0.0,-0.0 % less time of default solver time,1.000015768145193
66.22222,1819.361,1.115002,4,1.257349,155824.7,32168839,t2d_q9_A_13,0.0063896,bad,good,0.00639,-0.01,-0.01 % less time of default solver time,1.0000626017278078
66.22222,1819.361,1.115002,4,1.257349,155824.7,36564232,t2d_q4_A_13,0.0089731,fair,bad,0.006342,41.49,41.49 % more time of default solver time,0.7067791510180429
66.22222,1819.361,1.115002,4,1.257349,155824.7,36564232,t2d_q9_A_13,0.0090337,fair,bad,0.00639,41.37,41.37 % more time of default solver time,0.7073513621218327
66.22222,13238.71,1.274212,4,1.425323,1.383967,32168839,t2d_q9_A_11,0.0065665,good,bad,0.006567,-0.01,-0.01 % less time of default solver time,1.00007614406457
66.22222,13238.71,1.274212,4,1.425323,1.383967,36564232,t2d_q9_A_11,0.0086308,bad,fair,0.006567,31.43,31.43 % more time of default solver time,0.7608796403577884
115.0087,272.2243,7.553177,1,7.550828,2.717751,37052868,t2dah_a,0.00022697,good,bad,0.000439,-48.3,-48.3 % less time of default solver time,1.934176322862052
115.0087,272.2243,7.553177,1,7.550828,2.717751,37052868,t2dah,0.00014687,good,bad,0.000358,-58.97,-58.97 % less time of default solver time,2.4375297882481104
1018.732,93.69727,30.42735,7,30.103,217.6855,32168837,ex26,0.00058699,fair,good,1.398,-99.96,-99.96 % less time of default solver time,2381.6419359784663
1018.732,93.69727,30.42735,7,30.103,217.6855,36025721,ex26,0.00072789,fair,good,1.398,-99.95,-99.95 % less time of default solver time,1920.6198738820424
22.24719,5346.91,1.998053,4,1.998053,1.286327,32168837,piston,0.00075293,fair,good,0.001295,-41.86,-41.86 % less time of default solver time,1.7199474054693
22.24719,5346.91,1.998053,4,1.998053,1.286327,36025721,piston,0.00067997,fair,good,0.001295,-47.49,-47.49 % less time of default solver time,1.9044957865788195
148.7198,1138142,22.86051,1,22.86039,803845.5,37052868,cz10228,0.00046897,fair,good,1.4511,-99.97,-99.97 % less time of default solver time,3094.2277757639085
16272.73,265860.7,17.52817,1,16.55665,2801.486,89269801,c-50,0.00039482,good,fair,0.000557,-29.12,-29.12 % less time of default solver time,1.4107694645661315
6111.994,10193.72,69.9386,2,69.9386,6.187843,36564232,bayer10,0.00057316,fair,good,0.000449,27.65,27.65 % more time of default solver time,0.7833763696001117
6111.994,10193.72,69.9386,2,69.9386,6.187843,69654763,bayer10,0.00056386,fair,good,0.000449,25.58,25.58 % more time of default solver time,0.7962969531443975
6111.994,10193.72,69.9386,2,69.9386,6.187843,37052868,bayer10,0.0005753,fair,good,0.000449,28.13,28.13 % more time of default solver time,0.7804623674604554
4194.208,5034204,4.009345,1,3.562318,3.730979,32168839,vt2010,0.00043583,fair,good,0.000436,-0.04,-0.04 % less time of default solver time,1.0003900603446299
4194.208,5034204,4.009345,1,3.562318,3.730979,36564232,vt2010,0.00043392,fair,good,0.000436,-0.48,-0.48 % less time of default solver time,1.0047935103244838
4194.208,5034204,4.009345,1,3.562318,3.730979,37052868,vt2010,0.00047302,fair,good,0.000436,8.49,8.49 % more time of default solver time,0.9217369244429412
125.9652,8295.152,54.30694,1,54.30694,1.486916,32168839,s3rmt3m1,0.00039601,fair,good,0.000396,0.0,0.0 % less time of default solver time,0.9999747481124213
125.9652,8295.152,54.30694,1,54.30694,1.486916,7285382,s3rmt3m1,0.00032091,fair,good,0.000396,-18.96,-18.96 % less time of default solver time,1.2339908385528653
125.9652,8295.152,54.30694,1,54.30694,1.486916,36564232,s3rmt3m1,0.00048518,fair,bad,0.000396,22.52,22.52 % more time of default solver time,0.8161919287687044
125.9652,84355.69,53.78986,1,54.09089,1.476556,32168839,s2rmt3m1,0.0004642,fair,bad,0.000464,0.04,0.04 % more time of default solver time,0.999569151227919
125.9652,84355.69,53.78986,1,54.09089,1.476556,32168837,s2rmt3m1,0.00032592,fair,good,0.000464,-29.76,-29.76 % less time of default solver time,1.4236622484045165
125.9652,84355.69,53.78986,1,54.09089,1.476556,7285382,s2rmt3m1,0.00032616,fair,good,0.000464,-29.71,-29.71 % less time of default solver time,1.4226146676477802
125.9652,84355.69,53.78986,1,54.09089,1.476556,36564232,s2rmt3m1,0.0004878,fair,bad,0.000464,5.13,5.13 % more time of default solver time,0.951209512095121
531.1134,2097152,9.976185,2,13.15285,5499.409,37052868,mark3jac040sc,0.00037599,fair,good,0.79703,-99.95,-99.95 % less time of default solver time,2119.817016410011
5351.887,42447280,24.64615,2,19.29646,103741.2,37052868,g7jac040,0.00026798,fair,good,0.6211,-99.96,-99.96 % less time of default solver time,2317.7102768863347
5351.887,54326.47,16.60789,2,17.11999,4.576068,37052868,g7jac040sc,0.00087571,fair,good,2.0939,-99.96,-99.96 % less time of default solver time,2391.088374005093
7235.701,2.819168,25.86509,2,25.86509,3.672348,32168839,memplus,0.055465,fair,good,0.055465,0.0,0.0 % less time of default solver time,1.0
7235.701,2.819168,25.86509,2,25.86509,3.672348,11256941,memplus,0.071054,fair,good,0.055465,28.11,28.11 % more time of default solver time,0.7806034846736285
7235.701,2.819168,25.86509,2,25.86509,3.672348,36564232,memplus,0.072212,fair,bad,0.055465,30.19,30.19 % more time of default solver time,0.7680856367362765
2344.653,386.2931,8.68914,2,8.089644,8.00128,37052868,jan99jac060sc,0.00055289,fair,good,0.42448,-99.87,-99.87 % less time of default solver time,767.7476532402468
2344.653,1179444,18.02107,2,18.02107,262112.2,29030070,jan99jac060,0.00057602,fair,bad,0.00611,-90.57,-90.57 % less time of default solver time,10.607270580882608
2344.653,1179444,18.02107,2,18.02107,262112.2,37052868,jan99jac060,0.00041485,fair,good,0.00611,-93.21,-93.21 % less time of default solver time,14.728215017476197
7482.938,8.59932,19.86382,1,19.86382,3.418892,45869639,Dubcova1,0.00025892,fair,good,0.000939,-72.43,-72.43 % less time of default solver time,3.626602811679283
13399.17,2687,0.60206,1,0.60206,2665851,37052868,as-caida_G_122,0.00056696,fair,good,0.001217,-53.41,-53.41 % less time of default solver time,2.146535910822633
13330.38,2673,0.60206,1,0.60206,5870774,37052868,as-caida_G_115,0.00069904,fair,good,5.9352,-99.99,-99.99 % less time of default solver time,8490.501258869308
13365.85,2673,0.60206,1,0.60206,3160828,37052868,as-caida_G_119,0.00067091,fair,good,5.8098,-99.99,-99.99 % less time of default solver time,8659.581762084334
13377.03,2669,0.60206,1,0.60206,24533360,37052868,as-caida_G_120,0.0005641,fair,good,5.8268,-99.99,-99.99 % less time of default solver time,10329.374224428293
13386.58,2670,0.60206,1,0.60206,2580026,37052868,as-caida_G_121,0.00057197,fair,good,0.001232,-53.57,-53.57 % less time of default solver time,2.1539591237302655
13386.58,2670,0.60206,1,0.60206,2580026,37052868,as-caida,0.00056887,fair,good,0.001218,-53.29,-53.29 % less time of default solver time,2.1410867157698594
13386.58,2670,0.60206,1,0.60206,2580026,37052868,as-caida_G_121,0.00057197,fair,good,0.001232,-53.57,-53.57 % less time of default solver time,2.1539591237302655
13386.58,2670,0.60206,1,0.60206,2580026,37052868,as-caida,0.00056887,fair,good,0.001218,-53.29,-53.29 % less time of default solver time,2.1410867157698594
215.1551,32.06832,18.47127,9,18.47127,217.3392,36564232,cavity20,0.0072036,fair,good,0.69697,-98.97,-98.97 % less time of default solver time,96.75301238269753
215.1551,29.14887,18.4708,1,18.4708,47160.15,32168837,cavity21,0.01144,fair,good,0.8271,-98.62,-98.62 % less time of default solver time,72.29895104895104
215.1551,29.14887,18.4708,1,18.4708,47160.15,36025721,cavity21,0.012793,fair,good,0.8271,-98.45,-98.45 % less time of default solver time,64.65254436019697
215.1551,39.50776,18.4702,9,18.4702,91.52795,36025721,cavity22,0.014494,fair,good,0.96544,-98.5,-98.5 % less time of default solver time,66.60963157168483
215.1551,36.81352,18.46949,1,18.46949,74.07946,37052868,cavity23,0.0058324,fair,good,1.0435,-99.44,-99.44 % less time of default solver time,178.91434058020715
215.1551,44.55077,18.46773,1,18.46773,55.48681,36025721,cavity25,0.016144,fair,bad,1.4848,-98.91,-98.91 % less time of default solver time,91.97224975222993
215.1551,44.55077,18.46773,1,18.46773,55.48681,37052868,cavity25,0.011322,fair,good,1.4848,-99.24,-99.24 % less time of default solver time,131.14290761349582
215.1551,24.05054,18.47161,1,18.47161,37477.45,32168837,cavity19,0.01053,fair,good,0.59992,-98.24,-98.24 % less time of default solver time,56.972459639126306
215.1551,24.05054,18.47161,1,18.47161,37477.45,36025721,cavity19,0.012101,fair,good,0.59992,-97.98,-97.98 % less time of default solver time,49.576068093545985
215.1551,24.76198,18.4718,9,18.4718,1.483984,36025721,cavity18,0.010327,fair,good,0.79127,-98.69,-98.69 % less time of default solver time,76.62147767986832
215.1551,19.59017,18.47189,1,18.47189,1.639124,32168837,cavity17,0.0091238,fair,good,0.79361,-98.85,-98.85 % less time of default solver time,86.98239768517504
215.1551,19.59017,18.47189,1,18.47189,1.639124,36025721,cavity17,0.0094995,fair,good,0.79361,-98.8,-98.8 % less time of default solver time,83.54229169956315
215.1551,18.88889,29.22794,9,29.22794,34065.1,69654763,cavity16,0.012793,fair,good,0.63559,-97.99,-97.99 % less time of default solver time,49.682638943172044
215.1551,18.88889,29.22794,9,29.22794,34065.1,36025721,cavity16,0.010321,fair,good,0.63559,-98.38,-98.38 % less time of default solver time,61.58221102606336
7923.373,1102,44.8878,1,44.8878,38.38146,19932321,shermanACb,0.00067186,fair,bad,0.000923,-27.21,-27.21 % less time of default solver time,1.3737981127020509
7923.373,1102,44.8878,1,44.8878,38.38146,36025721,shermanACb,0.00067115,fair,bad,0.000923,-27.29,-27.29 % less time of default solver time,1.3752514341056394
102,1050,0,1,0,3.337764,32168837,t520,0.00041199,fair,bad,0.000602,-31.56,-31.56 % less time of default solver time,1.4612005145755964
102,1050,0,1,0,3.337764,37052868,t520,0.00028992,fair,good,0.000602,-51.84,-51.84 % less time of default solver time,2.0764348785871967
2073.186,1,1.823749,5,1.823749,10.06163,45869639,cage10,0.0010982,fair,good,0.001304,-15.78,-15.78 % less time of default solver time,1.1873975596430524
2073.186,1,1.823749,5,1.823749,10.06163,32168839,cage10,0.0013044,fair,good,0.001304,0.03,0.03 % more time of default solver time,0.9996933455995094
6721.188,80570.55,17.32272,2,17.9674,6.470739,37052868,g7jac050sc,0.0005579,fair,good,0.098392,-99.43,-99.43 % less time of default solver time,176.36135508155584
8155.592,429329.9,9.381631,2,9.381631,23.349,37052868,hvdc1,0.00067377,fair,good,6.9033,-99.99,-99.99 % less time of default solver time,10245.781201300148
6310.585,9403,2.872156,1,2.872156,20.96123,32168839,Reuters911,0.00035381,fair,good,0.000354,-0.05,-0.05 % less time of default solver time,1.0005370113902943
6310.585,9403,2.872156,1,2.872156,20.96123,36564232,Reuters911,0.000422,fair,good,0.000354,19.21,19.21 % more time of default solver time,0.838862559241706
6310.585,9403,2.872156,1,2.872156,20.96123,37052868,Reuters911,0.00050402,fair,bad,0.000354,42.38,42.38 % more time of default solver time,0.7023530812269354
1766.2,34.00427,300.1218,1,300.1485,2.024221,32168839,lhr07c,0.00033998,fair,bad,0.00034,-0.01,-0.01 % less time of default solver time,1.000058826989823
1766.2,34.00427,300.1218,1,300.1485,2.024221,36564232,lhr07c,0.00023103,fair,good,0.00034,-32.05,-32.05 % less time of default solver time,1.4716703458425315
1766.2,34.00427,300.1218,1,300.1485,2.024221,37052868,lhr07c,0.00023317,fair,good,0.00034,-31.42,-31.42 % less time of default solver time,1.4581635716430075
1766.2,34.00327,115.0295,1,115.0295,2.234751,32168839,lhr07,0.00022507,fair,good,0.000225,0.03,0.03 % more time of default solver time,0.9996889856489092
1766.2,34.00327,115.0295,1,115.0295,2.234751,36564232,lhr07,0.00032902,fair,bad,0.000225,46.23,46.23 % more time of default solver time,0.6838490061394443
1766.2,34.00327,115.0295,1,115.0295,2.234751,37052868,lhr07,0.00033116,fair,bad,0.000225,47.18,47.18 % more time of default solver time,0.6794298828360913
17492.32,4.00089,3.210354,3,3.210354,182.3608,29030070,Zhao2,0.00065684,fair,good,0.95734,-99.93,-99.93 % less time of default solver time,1457.4934535046586
17492.32,4.00089,3.210354,3,3.210354,182.3608,37052868,Zhao2,0.00054002,fair,good,0.95734,-99.94,-99.94 % less time of default solver time,1772.786193103959
17492.32,4.089752,3.210354,3,3.210354,2.10608,45869639,Zhao1,0.0043843,fair,good,0.004691,-6.54,-6.54 % less time of default solver time,1.069954154597085
17492.32,4.089752,3.210354,3,3.210354,2.10608,32168839,Zhao1,0.0046911,fair,good,0.004691,0.0,0.0 % less time of default solver time,0.9999786830380933
17492.32,4.089752,3.210354,3,3.210354,2.10608,7285382,Zhao1,0.0037589,fair,good,0.004691,-19.87,-19.87 % less time of default solver time,1.247971481018383
17492.32,4.089752,3.210354,3,3.210354,2.10608,69654763,Zhao1,0.0047522,fair,good,0.004691,1.3,1.3 % more time of default solver time,0.987121754134927
17492.32,4.089752,3.210354,3,3.210354,2.10608,36025721,Zhao1,0.0057487,fair,bad,0.004691,22.55,22.55 % more time of default solver time,0.8160105763042079
17492.32,4.089752,3.210354,3,3.210354,2.10608,37052868,Zhao1,0.0043559,fair,good,0.004691,-7.14,-7.14 % less time of default solver time,1.0769301407286669
531.1134,2097152,9.976185,2,13.15285,6584.382,37052868,mark3jac060sc,0.00054193,fair,good,4.8512,-99.99,-99.99 % less time of default solver time,8951.70963039507
32167.9,42523.32,18.38216,1,16.85768,7.007406,45869639,c-60,0.00034213,fair,good,0.000652,-47.53,-47.53 % less time of default solver time,1.9057083564726858
2344.653,533.8,8.38811,2,8.390674,16.00256,37052868,jan99jac080sc,0.00075221,fair,good,0.47076,-99.84,-99.84 % less time of default solver time,625.8358703021763
2344.653,1319897,18.02107,2,18.02107,148937.5,29030070,jan99jac080,0.000705,fair,bad,0.018235,-96.13,-96.13 % less time of default solver time,25.865248226950357
2344.653,1319897,18.02107,2,18.02107,148937.5,37052868,jan99jac080,0.00046396,fair,good,0.018235,-97.46,-97.46 % less time of default solver time,39.30295715147857
32002.21,117191.4,17.52817,1,16.55665,211253900,45869639,c-61,0.00036192,fair,good,0.000689,-47.47,-47.47 % less time of default solver time,1.903735632183908
9171.338,3379670000,255.4039,2,257.1909,9.845392,32168839,bayer04,0.001025,fair,good,0.001025,0.0,0.0 % less time of default solver time,1.0
9171.338,3379670000,255.4039,2,257.1909,9.845392,69654763,bayer04,0.0013671,fair,bad,0.001025,33.38,33.38 % more time of default solver time,0.7497622704995978
9171.338,3379670000,255.4039,2,257.1909,9.845392,19932321,bayer04,0.0015941,fair,bad,0.001025,55.52,55.52 % more time of default solver time,0.6429960479267299
9171.338,3379670000,255.4039,2,257.1909,9.845392,36025721,bayer04,0.0015121,fair,bad,0.001025,47.52,47.52 % more time of default solver time,0.6778652205541962
