avg-diag-dist,norm1,col-variability,min-nnzeros-per-row,row-variability,kappa,solver,class,matrix_name,solver_time,predicted-class,default_time,Time Difference,Comparison,SpeedUp,
3150.77,3.04E+12,21.66378,2,30.9457,102.736,37052869,bad,ted_A_unscaled,0.038259,good,160.113,-99.98,-99.98 % less time of default solver time,4184.976084,
192.2968,4605960,22.25839,1,22.25833,1,29030070,good,cz20468,0.001533,good,4.1895,-99.96,-99.96 % less time of default solver time,2732.876712,
17492.32,4.00089,3.210354,3,3.210354,182.3608,37052870,good,Zhao2,0.031294,good,85.02454,-99.96,-99.96 % less time of default solver time,2716.959801,
17492.32,4.00089,3.210354,3,3.210354,182.3608,85483012,good,Zhao2,0.031812,good,85.02454,-99.96,-99.96 % less time of default solver time,2672.7191,
17492.32,4.00089,3.210354,3,3.210354,182.3608,37052871,good,Zhao2,0.032288,good,85.02454,-99.96,-99.96 % less time of default solver time,2633.317022,
17492.32,4.00089,3.210354,3,3.210354,182.3608,37052868,good,Zhao2,0.032796,good,85.02454,-99.96,-99.96 % less time of default solver time,2592.527747,
17492.32,4.00089,3.210354,3,3.210354,182.3608,37052869,good,Zhao2,0.036185,good,85.02454,-99.96,-99.96 % less time of default solver time,2349.717839,
17492.32,4.00089,3.210354,3,3.210354,182.3608,29030070,good,Zhao2,0.037778,good,85.02454,-99.96,-99.96 % less time of default solver time,2250.636349,
1631.25,3285071,8.483076,56,8.315519,2647.755,29030070,good,heart1,0.011898,good,26.128,-99.95,-99.95 % less time of default solver time,2195.999328,
1631.25,3285071,8.483076,56,8.315519,2647.755,37052868,good,heart1,0.014146,good,26.128,-99.95,-99.95 % less time of default solver time,1847.023894,
2344.653,533.8,8.38811,2,8.390674,16.00256,37052868,good,jan99jac080sc,0.000752,good,0.47076,-99.84,-99.84 % less time of default solver time,626.0106383,
12701.06,300616500,308.868,4,309.4761,9.002768,1216556,good,invextr1_new,0.052931,good,29.591,-99.82,-99.82 % less time of default solver time,559.0485727,
12701.06,300616500,308.868,4,309.4761,9.002768,36025721,good,invextr1_new,0.058345,good,29.591,-99.8,-99.8 % less time of default solver time,507.1728511,
12701.06,300616500,308.868,4,309.4761,9.002768,81986705,bad,invextr1_new,0.068104,good,29.591,-99.77,-99.77 % less time of default solver time,434.4972395,
12701.06,300616500,308.868,4,309.4761,9.002768,53362206,bad,invextr1_new,0.068916,good,29.591,-99.77,-99.77 % less time of default solver time,429.3777933,
2344.653,572.4558,8.38811,2,8.089644,32.02051,7285384,good,jan99jac120sc,0.052959,good,19.58834,-99.73,-99.73 % less time of default solver time,369.8774524,
6642.051,228.8259,35.82257,1,35.82257,8.46E+14,59072883,good,cbuckle_G,0.011769,good,4.3263,-99.73,-99.73 % less time of default solver time,367.6013255,
2344.653,572.4558,8.68914,2,8.089644,32.01019,19932323,good,jan99jac100sc,0.027817,good,10.05608,-99.72,-99.72 % less time of default solver time,361.5084301,
2344.653,572.4558,8.38811,2,8.089644,32.02051,29030072,good,jan99jac120sc,0.056777,good,19.58834,-99.71,-99.71 % less time of default solver time,345.0048435,
2344.653,572.4558,8.68914,2,8.089644,32.01019,7285383,good,jan99jac100sc,0.02947,good,10.05608,-99.71,-99.71 % less time of default solver time,341.2310825,
2344.653,572.4558,8.68914,2,8.089644,32.01019,69654760,good,jan99jac100sc,0.030427,good,10.05608,-99.7,-99.7 % less time of default solver time,330.4985703,
2344.653,572.4558,8.38811,2,8.089644,32.02051,57331597,good,jan99jac120sc,0.059538,good,19.58834,-99.7,-99.7 % less time of default solver time,329.005677,
2344.653,572.4558,8.38811,2,8.089644,32.02051,95762353,good,jan99jac120sc,0.060275,good,19.58834,-99.69,-99.69 % less time of default solver time,324.9828287,
2344.653,572.4558,8.68914,2,8.089644,32.01019,18868444,good,jan99jac100sc,0.031914,good,10.05608,-99.68,-99.68 % less time of default solver time,315.0993294,
2344.653,572.4558,8.38811,2,8.089644,32.02051,81986705,bad,jan99jac120sc,0.067412,good,19.58834,-99.66,-99.66 % less time of default solver time,290.5764552,
2344.653,572.4558,8.38811,2,8.089644,32.02051,99720138,bad,jan99jac120sc,0.068366,good,19.58834,-99.65,-99.65 % less time of default solver time,286.5216628,
2344.653,572.4558,8.38811,2,8.089644,32.02051,95762355,bad,jan99jac120sc,0.069299,good,19.58834,-99.65,-99.65 % less time of default solver time,282.6641077,
16291.27,8141.743,11,5,11,173.3017,37052868,good,viscoplastic2_C_5,0.00064,good,0.17968,-99.64,-99.64 % less time of default solver time,280.75,
2344.653,572.4558,8.38811,2,8.089644,32.02051,95762352,bad,jan99jac120sc,0.070171,good,19.58834,-99.64,-99.64 % less time of default solver time,279.1515013,
2344.653,572.4558,8.68914,2,8.089644,32.01019,32168840,bad,jan99jac100sc,0.038804,good,10.05608,-99.61,-99.61 % less time of default solver time,259.150603,
3150.77,18.43538,23.44316,2,23.90546,1.287311,29030070,good,ted_A,0.024862,good,6.263,-99.6,-99.6 % less time of default solver time,251.9105462,
16291.27,814.2132,10,5,10,173.2792,69654763,good,viscoplastic2_C_4,0.030774,good,6.897766,-99.55,-99.55 % less time of default solver time,224.1426529,
80.8,4419.587,2.589691,3,2.588603,3978.371,81986705,good,chem_master1,0.078359,good,15.42097,-99.49,-99.49 % less time of default solver time,196.7989637,
16291.27,81.4602,9,5,9,173.334,37052868,good,viscoplastic2_C_3,0.000786,good,0.13963,-99.44,-99.44 % less time of default solver time,177.6463104,
6721.188,80570.55,17.32272,2,17.9674,6.470739,29030070,good,g7jac050sc,0.001045,good,0.098392,-98.94,-98.94 % less time of default solver time,94.15502392,
29452.07,3100350,14.29831,1,17.23892,2837443000,37052868,good,c-62,0.0007,good,0.06327,-98.89,-98.89 % less time of default solver time,90.38571429,
215.1551,19.59017,18.47189,1,18.47189,1.639124,36025721,good,cavity17,0.0095,good,0.79361,-98.8,-98.8 % less time of default solver time,83.53789474,
124.9746,528795.3,19.8144,1,19.59884,33026.31,36564232,good,s1rmq4m1,0.000588,good,0.039526,-98.51,-98.51 % less time of default solver time,67.22108844,
215.1551,18.88889,29.22794,9,29.22794,34065.1,69654763,good,cavity16,0.012793,good,0.63559,-97.99,-97.99 % less time of default solver time,49.68263894,
2344.653,1900653,18.02107,2,18.02107,6.50187,32168840,good,jan99jac120,0.03298,good,1.603934,-97.94,-97.94 % less time of default solver time,48.63353548,
2344.653,1900653,18.02107,2,18.02107,6.50187,7285383,good,jan99jac120,0.033857,good,1.603934,-97.89,-97.89 % less time of default solver time,47.37377795,
585.3569,0.580267,11.48482,5,11.48482,43778.01,29030070,good,chipcool1,0.000781,good,0.034948,-97.77,-97.77 % less time of default solver time,44.74775928,
215.1551,24.76198,18.4718,9,18.4718,1.483984,69654763,good,cavity18,0.018227,good,0.79127,-97.7,-97.7 % less time of default solver time,43.41197125,
2344.653,1900653,18.02107,2,18.02107,6.50187,36025723,good,jan99jac120,0.037275,good,1.603934,-97.68,-97.68 % less time of default solver time,43.02975184,
991.5098,2.03E+11,18.11538,1,18.34993,7024.303,69654763,good,raefsky5,0.000851,good,0.036347,-97.66,-97.66 % less time of default solver time,42.71092832,
2344.653,1900653,18.02107,2,18.02107,6.50187,29030070,good,jan99jac120,0.03783,good,1.603934,-97.64,-97.64 % less time of default solver time,42.39846683,
2344.653,1900653,18.02107,2,18.02107,6.50187,69654760,good,jan99jac120,0.037958,good,1.603934,-97.63,-97.63 % less time of default solver time,42.25549291,
7939.423,5.28E+12,38.60734,5,29.62305,20.60074,37052868,good,nmos3,0.001644,good,0.069358,-97.63,-97.63 % less time of default solver time,42.18856448,
2344.653,1900653,18.02107,2,18.02107,6.50187,29553944,good,jan99jac120,0.038373,good,1.603934,-97.61,-97.61 % less time of default solver time,41.79850416,
2344.653,1900653,18.02107,2,18.02107,6.50187,89565283,bad,jan99jac120,0.041396,good,1.603934,-97.42,-97.42 % less time of default solver time,38.74611074,
2344.653,1900653,18.02107,2,18.02107,6.50187,19932323,bad,jan99jac120,0.042113,good,1.603934,-97.37,-97.37 % less time of default solver time,38.08643412,
2344.653,1900653,18.02107,2,18.02107,6.50187,18868444,bad,jan99jac120,0.042556,good,1.603934,-97.35,-97.35 % less time of default solver time,37.68996146,
2344.653,1900653,18.02107,2,18.02107,6.50187,29030069,bad,jan99jac120,0.04316,good,1.603934,-97.31,-97.31 % less time of default solver time,37.16251158,
2344.653,1900653,18.02107,2,18.02107,6.50187,85483012,bad,jan99jac120,0.043469,good,1.603934,-97.29,-97.29 % less time of default solver time,36.89834135,
585.3569,0.580267,11.76313,5,11.76313,43887.73,29030070,good,chipcool0,0.029535,good,1.073009,-97.25,-97.25 % less time of default solver time,36.33008295,
2344.653,1900653,18.02107,2,18.02107,6.50187,37052871,bad,jan99jac120,0.045461,good,1.603934,-97.17,-97.17 % less time of default solver time,35.28153802,
585.3569,0.580267,11.76313,5,11.76313,43887.73,85483012,good,chipcool0,0.031903,good,1.073009,-97.03,-97.03 % less time of default solver time,33.63348274,
585.3569,0.580267,11.76313,5,11.76313,43887.73,37052870,good,chipcool0,0.032087,good,1.073009,-97.01,-97.01 % less time of default solver time,33.44061458,
585.3569,0.580267,11.76313,5,11.76313,43887.73,37052869,good,chipcool0,0.032325,good,1.073009,-96.99,-96.99 % less time of default solver time,33.19440062,
585.3569,0.580267,11.76313,5,11.76313,43887.73,37052871,good,chipcool0,0.032484,good,1.073009,-96.97,-96.97 % less time of default solver time,33.03192341,
585.3569,0.580267,11.76313,5,11.76313,43887.73,37052868,good,chipcool0,0.033257,good,1.073009,-96.9,-96.9 % less time of default solver time,32.26415491,
6950.65,43.0883,8.455419,12,8.455419,171.2122,36564232,good,appu,0.14861,good,4.421133,-96.64,-96.64 % less time of default solver time,29.74990243,
585.3569,0.580267,11.76313,5,11.76313,43887.73,36564232,bad,chipcool0,0.037759,good,1.073009,-96.48,-96.48 % less time of default solver time,28.41730448,
124.9746,5260.175,23.49056,1,23.49056,1.59468,69654763,good,s3rmq4m1,0.000681,good,0.018681,-96.35,-96.35 % less time of default solver time,27.43171806,
3080.034,300497000,10.31838,2,6.291495,2.826389,37052868,good,sinc15,0.000925,good,0.024831,-96.27,-96.27 % less time of default solver time,26.84432432,
28344.85,1389.099,13.59389,3,13.59389,3.658075,36564232,good,TSOPF_RS_b39_c19,0.001313,good,0.034573,-96.2,-96.2 % less time of default solver time,26.33130236,
3080.034,300497000,10.31838,2,6.291495,2.826389,36564232,good,sinc15,0.001049,good,0.024831,-95.78,-95.78 % less time of default solver time,23.67111535,
6721.03,67963.69,32.88357,1,32.95132,1.871946,36564232,good,cbuckle,0.001391,good,0.032719,-95.75,-95.75 % less time of default solver time,23.52192667,
6735.32,288,0,1,0,3.861687,36564232,good,cyl6,0.001431,good,0.033528,-95.73,-95.73 % less time of default solver time,23.42976939,
3990.066,32.88418,7.212294,1,7.187846,1084.594,36564232,good,Pres_Poisson,0.001486,good,0.034215,-95.66,-95.66 % less time of default solver time,23.02489906,
3331.368,47.57771,13.61307,1,13.60808,2.911578,69654763,good,Si5H12,0.002182,good,0.048989,-95.55,-95.55 % less time of default solver time,22.45142071,
4088.432,64.34781,12.69067,1,12.69067,3.379986,69654763,good,SiO,0.003557,good,0.071063,-94.99,-94.99 % less time of default solver time,19.97835254,
9779.248,7.020041,9.939635,3,10.05847,64852.74,7285382,good,Ill_Stokes,0.109875,good,2.082097,-94.72,-94.72 % less time of default solver time,18.94968828,
9779.248,7.020041,9.939635,3,10.05847,64852.74,7285383,good,Ill_Stokes,0.11143,good,2.082097,-94.65,-94.65 % less time of default solver time,18.68524634,
2344.653,1471697,18.02107,2,18.02107,146252.3,7285383,good,jan99jac100,0.029373,good,0.47581,-93.83,-93.83 % less time of default solver time,16.19889014,
9779.248,7.020041,9.939635,3,10.05847,64852.74,7285381,good,Ill_Stokes,0.129707,good,2.082097,-93.77,-93.77 % less time of default solver time,16.05231021,
2344.653,1319897,18.02107,2,18.02107,148937.5,69654760,good,jan99jac080,0.02648,good,0.421288,-93.71,-93.71 % less time of default solver time,15.90966767,
2344.653,1319897,18.02107,2,18.02107,148937.5,32168840,good,jan99jac080,0.026758,good,0.421288,-93.65,-93.65 % less time of default solver time,15.74437551,
2344.653,1471697,18.02107,2,18.02107,146252.3,32168840,good,jan99jac100,0.030324,good,0.47581,-93.63,-93.63 % less time of default solver time,15.69087192,
2344.653,1471697,18.02107,2,18.02107,146252.3,29030070,good,jan99jac100,0.031615,good,0.47581,-93.36,-93.36 % less time of default solver time,15.05013443,
2344.653,1319897,18.02107,2,18.02107,148937.5,29030070,good,jan99jac080,0.028081,good,0.421288,-93.33,-93.33 % less time of default solver time,15.00259962,
2344.653,1471697,18.02107,2,18.02107,146252.3,36025723,good,jan99jac100,0.032096,good,0.47581,-93.25,-93.25 % less time of default solver time,14.82458873,
2344.653,1471697,18.02107,2,18.02107,146252.3,89565283,good,jan99jac100,0.033914,good,0.47581,-92.87,-92.87 % less time of default solver time,14.02989916,
531.1134,12208740,21.60955,2,18.71334,1.977884,57331597,good,mark3jac100,0.063178,good,0.866779,-92.71,-92.71 % less time of default solver time,13.71963342,
531.1134,12208740,21.60955,2,18.71334,1.977884,81986705,good,mark3jac100,0.065432,good,0.866779,-92.45,-92.45 % less time of default solver time,13.24701981,
2344.653,1471697,18.02107,2,18.02107,146252.3,69654760,good,jan99jac100,0.036194,good,0.47581,-92.39,-92.39 % less time of default solver time,13.14610156,
2344.653,1319897,18.02107,2,18.02107,148937.5,37052868,good,jan99jac080,0.032517,good,0.421288,-92.28,-92.28 % less time of default solver time,12.95593074,
2344.653,1471697,18.02107,2,18.02107,146252.3,37052870,bad,jan99jac100,0.038239,good,0.47581,-91.96,-91.96 % less time of default solver time,12.44305552,
2344.653,1471697,18.02107,2,18.02107,146252.3,81986705,bad,jan99jac100,0.039393,good,0.47581,-91.72,-91.72 % less time of default solver time,12.07854187,
2344.653,1471697,18.02107,2,18.02107,146252.3,19932323,bad,jan99jac100,0.039784,good,0.47581,-91.64,-91.64 % less time of default solver time,11.9598331,
531.1134,12208740,21.60955,2,18.71334,1.977884,7285384,good,mark3jac100,0.073508,good,0.866779,-91.52,-91.52 % less time of default solver time,11.79162812,
2344.653,1471697,18.02107,2,18.02107,146252.3,18868444,bad,jan99jac100,0.040496,good,0.47581,-91.49,-91.49 % less time of default solver time,11.74955551,
7923.373,1102,44.8878,1,44.8878,38.38146,36564232,good,shermanACb,0.003493,good,0.040958,-91.47,-91.47 % less time of default solver time,11.72573719,
2344.653,1471697,18.02107,2,18.02107,146252.3,29553944,bad,jan99jac100,0.040593,good,0.47581,-91.47,-91.47 % less time of default solver time,11.72147907,
2344.653,1319897,18.02107,2,18.02107,148937.5,29553944,bad,jan99jac080,0.036756,good,0.421288,-91.28,-91.28 % less time of default solver time,11.46174774,
2344.653,1319897,18.02107,2,18.02107,148937.5,36564232,bad,jan99jac080,0.03701,good,0.421288,-91.22,-91.22 % less time of default solver time,11.38308565,
531.1134,12208740,21.60955,2,18.71334,1.977884,69654761,bad,mark3jac100,0.080856,good,0.866779,-90.67,-90.67 % less time of default solver time,10.72003315,
531.1134,12208740,21.60955,2,18.71334,1.977884,85483012,bad,mark3jac100,0.0823,good,0.866779,-90.51,-90.51 % less time of default solver time,10.53194411,
531.1134,12208740,21.60955,2,18.71334,1.977884,37052871,bad,mark3jac100,0.084949,good,0.866779,-90.2,-90.2 % less time of default solver time,10.20352211,
531.1134,12208740,21.60955,2,18.71334,1.977884,29030070,bad,mark3jac100,0.085403,good,0.866779,-90.15,-90.15 % less time of default solver time,10.14928047,
531.1134,12208740,21.60955,2,18.71334,1.977884,37052868,bad,mark3jac100,0.085421,good,0.866779,-90.15,-90.15 % less time of default solver time,10.1471418,
16611.6,652456.5,22.1473,2,22.1473,116374.7,37052868,good,rajat15,0.001151,good,0.003519,-67.29,-67.29 % less time of default solver time,3.057341442,
1068.327,1347558,8.405513,56,9.03683,1288.836,29030070,good,heart2,0.026946,good,0.074416,-63.79,-63.79 % less time of default solver time,2.761671491,
1068.327,1347558,8.405513,56,9.03683,1288.836,81986705,good,heart2,0.027424,good,0.074416,-63.15,-63.15 % less time of default solver time,2.713535589,
1068.327,1347558,8.405513,56,9.03683,1288.836,37052868,good,heart2,0.028071,good,0.074416,-62.28,-62.28 % less time of default solver time,2.650992127,
8446.742,7312655,21.00991,1,20.51548,827.7749,59072883,good,smt,0.003223,good,0.008338,-61.35,-61.35 % less time of default solver time,2.587030717,
1068.327,1347558,8.405513,56,9.03683,1288.836,99720138,good,heart2,0.030329,good,0.074416,-59.24,-59.24 % less time of default solver time,2.453625243,
