lambda-max-by-magnitude-im,right-bandwidth,avgdistfromdiag,symmetry,n-dummy-rows,blocksize,max-nnzeros-per-row,diag-definite,avgnnzprow,lambda-max-by-magnitude-re,ellipse-cy,nnzup,ruhe75-bound,avg-diag-dist,nnz,lambda-min-by-magnitude-re,lambda-max-by-im-part-im,left-bandwidth,norm1,sigma-min,upband,n-struct-unsymm,lambda-min-by-magnitude-im,diagonal-average,diagonal-dominance,dummy-rows,ritz-values-r,symmetry-snorm,symmetry-fanorm,symmetry-fsnorm,colours,lambda-max-by-im-part-re,col-variability,trace-abs,ritz-values-c,nnzeros,diag-zerostart,loband,positive-fraction,trace,min-nnzeros-per-row,diagonal-sign,row-variability,nrows,lambda-max-by-real-part-im,colour-offsets,n-colours,relsymm,diagonal-variance,departure,nnzlow,n-nonzero-diags,sigma-max,dummy-rows-kind,kappa,n-ritz-values,colour-set-sizes,sigma-diag-dist,symmetry-anorm,ellipse-ax,ellipse-ay,ellipse-cx,normF,normInf,lee95-bound,lambda-max-by-real-part-re,nnzdia,trace-asquared, solver,solver_name,pc_name, class
?,5307,5,?,?,2780,15,?,5,-13.93736,?,9768,45697.63,2427.003,28847,1.43E-07,?,4535,45711.66,19178.28,5307,23445,?,8.05E-06,-46416,?,?,23208.01,71480.92,71480.93,?,13.93527,29.76966,0.04272582,?,28847,2797,4535,0.475,0.02842108,2,?,28.43969,5308,?,?,6,0.1872638,0.000497977,101089.2,13771,8311,45711.61,?,1.21084,240,?,12699130,23208.01,13.97896,11.96849,0.002711133,101089.3,46416,101089.3,13.93527,5308,467.2417,89565283,lsqr,jacobi ,bad
?,5307,5,?,?,2780,15,?,5,-13.93736,?,9768,45697.63,2427.003,28847,1.43E-07,?,4535,45711.66,19178.28,5307,23445,?,8.05E-06,-46416,?,?,23208.01,71480.92,71480.93,?,13.93527,29.76966,0.04272582,?,28847,2797,4535,0.475,0.02842108,2,?,28.43969,5308,?,?,6,0.1872638,0.000497977,101089.2,13771,8311,45711.61,?,1.21084,240,?,12699130,23208.01,13.97896,11.96849,0.002711133,101089.3,46416,101089.3,13.93527,5308,467.2417,44114476,bicg,icc,bad
?,4535,4,?,?,2358,13,?,4,?,?,9614,2889389,2407.43,24791,?,?,5307,2296333,939318.3,4535,?,?,0.03475248,-4527171,?,?,?,?,?,?,?,27.93044,184.4662,?,24791,2386,5307,0.4916667,184.4662,2,1,29.9565,5308,?,?,6,?,2.517999,8680837,9869,7951,2989389,?,192.0068,240,?,14939860,?,667.8895,100000,-42.91292,8681992,4527171,?,491.2643,5308,?,89565283,lsqr,jacobi ,bad
?,4535,4,?,?,2358,13,?,4,-4.34E-19,?,9622,2889389,2408.001,24816,-4.34E-19,?,5307,2296333,1006940,4535,19442,?,0.03475248,-4527171,?,?,2263587,6139938,6138309,?,454.078,28.7351,184.4662,?,24816,2386,5307,0.525,184.4662,2,1,26.60895,5308,?,?,6,0.2165538,2.517999,8680877,9886,7953,2989389,?,183.6379,240,?,14946320,2263587,577.7818,100000,-33.23191,8682031,4527171,8680879,491.2643,5308,-20000880000,89565283,lsqr,jacobi ,bad
?,5307,5,?,?,2780,15,?,5,-35.17876,?,9768,53399.74,2427.391,28845,1.53E-07,?,4535,45386.36,18105.65,5307,23443,?,2.08E-05,-80906.14,?,?,40453.08,150762.8,150762.8,?,35.17646,28.93934,0.1102936,?,28845,2797,4535,0.5,0.07423522,2,?,27.24262,5308,?,?,6,0.1872768,0.001290178,213210.5,13769,8307,53434.82,?,1.195174,240,?,12697670,40453.08,34.99241,31.02565,0.08245465,213210.8,80906.14,213210.8,35.17646,5308,2944.95,89565283,lsqr,jacobi ,bad
?,4535,4,?,?,2358,13,?,4,4.61E-19,?,9622,2863795,2407.734,24809,4.61E-19,?,5307,2276611,937583.4,4535,?,?,0.03507346,-4487511,?,?,?,?,?,?,4.61E-19,28.93907,186.1699,?,24809,2386,5307,0.4833333,186.1699,2,1,26.49207,5308,?,?,6,?,2.541382,8690481,9879,7952,2963795,?,194.9634,240,?,14946190,?,671.2212,100000,-46.87728,8691634,4487511,?,490.6939,5308,?,89565283,lsqr,jacobi ,bad
?,4535,4,?,?,2358,13,?,4,4.61E-19,?,9622,2863795,2407.734,24809,4.61E-19,?,5307,2276611,937583.4,4535,?,?,0.03507346,-4487511,?,?,?,?,?,?,4.61E-19,28.93907,186.1699,?,24809,2386,5307,0.4833333,186.1699,2,1,26.49207,5308,?,?,6,?,2.541382,8690481,9879,7952,2963795,?,194.9634,240,?,14946190,?,671.2212,100000,-46.87728,8691634,4487511,?,490.6939,5308,?,68908713,chebyshev,jacobi ,good
?,5307,5,?,?,2780,15,?,5,-33.39543,?,9764,50812.22,2427.031,28848,-1.54E-07,?,4535,45348.06,17206.74,5307,?,?,1.96E-05,-76988.58,?,?,?,?,?,?,33.39287,29.3272,0.1041538,?,28848,2797,4535,0.4958333,0.06974074,2,?,27.41537,5308,?,?,6,?,0.001216398,204285.1,13776,8309,50850.97,?,1.571096,240,?,12696190,?,34.43819,33.4492,-1.036982,204285.4,76988.58,?,33.39287,5308,?,89565283,lsqr,jacobi ,bad
?,5307,5,?,?,2780,15,?,5,-33.39543,?,9764,50812.22,2427.031,28848,-1.54E-07,?,4535,45348.06,17206.74,5307,?,?,1.96E-05,-76988.58,?,?,?,?,?,?,33.39287,29.3272,0.1041538,?,28848,2797,4535,0.4958333,0.06974074,2,?,27.41537,5308,?,?,6,?,0.001216398,204285.1,13776,8309,50850.97,?,1.571096,240,?,12696190,?,34.43819,33.4492,-1.036982,204285.4,76988.58,?,33.39287,5308,?,30870720,gmres,asm,good
?,5307,5,?,?,2780,15,?,5,-33.39543,?,9764,50812.22,2427.031,28848,-1.54E-07,?,4535,45348.06,17206.74,5307,?,?,1.96E-05,-76988.58,?,?,?,?,?,?,33.39287,29.3272,0.1041538,?,28848,2797,4535,0.4958333,0.06974074,2,?,27.41537,5308,?,?,6,?,0.001216398,204285.1,13776,8309,50850.97,?,1.571096,240,?,12696190,?,34.43819,33.4492,-1.036982,204285.4,76988.58,?,33.39287,5308,?,91068410,chebyshev,icc,good
?,4535,4,?,?,2358,13,?,4,3.25E-19,?,9616,2855328,2407.284,24790,3.25E-19,?,5307,2270087,936210.4,4535,?,?,0.03505887,-4474379,?,?,?,?,?,?,3.25E-19,28.94268,186.0925,?,24790,2386,5307,0.4958333,186.0925,2,1,26.7714,5308,?,?,6,?,2.540319,8657358,9866,7949,2955328,?,203.6607,240,?,14934340,?,673.8211,100000,-51.98303,8658516,4474379,?,488.377,5308,?,89565283,lsqr,jacobi ,bad
?,4535,4,?,?,2358,13,?,4,3.25E-19,?,9616,2855328,2407.284,24790,3.25E-19,?,5307,2270087,936210.4,4535,?,?,0.03505887,-4474379,?,?,?,?,?,?,3.25E-19,28.94268,186.0925,?,24790,2386,5307,0.4958333,186.0925,2,1,26.7714,5308,?,?,6,?,2.540319,8657358,9866,7949,2955328,?,203.6607,240,?,14934340,?,673.8211,100000,-51.98303,8658516,4474379,?,488.377,5308,?,47942866,chebyshev,asm,good
?,5789,7,?,?,4,60,?,7,1,?,14185,11223000,2314.406,45465,4.07E-07,?,5837,26524340,11223100,5789,?,?,41691.86,-37533560,?,?,?,?,?,?,1,24.13064,243897400,?,45465,5850,5837,0.09090909,-243890600,2,?,19.29646,5850,?,?,13,?,400518,67964580,25430,1752,18445420,?,75008.05,44,?,16429140,?,3828716,100.3602,-3828656,74617540,37533560,?,10.77404,5850,?,89565283,lsqr,jacobi ,good
?,?,3,?,1357,1,5,1,3,6.85E-05,?,?,0.000178935,1953.308,20209,6.38E-06,?,5147,0.000298285,0.000179809,?,?,?,3.38E-05,-4.07E-20,?,?,?,?,?,?,5.60E-05,6.660474,0.175127,?,20209,5177,5147,1,0.175127,1,2,6.660474,5177,?,?,4,?,2.88E-05,0.000890896,15032,3152,0.000195085,1,170.6343,18,?,16876020,?,7.41E-05,1.02E-06,7.50E-05,0.003318204,0.000223714,?,0.000149143,5177,?,89565283,lsqr,jacobi ,bad
?,359,9,?,?,46,31,?,9,1.084972,?,1737,10.27909,161.2879,3429,-0.1332894,?,307,22.42412,4.480735,359,3032,?,0.005509642,-18.61634,?,?,12.21206,26.38974,26.22795,?,1,5,2,?,3429,261,307,0.25,2,2,1,5.431689,363,?,?,6,0.1157772,0.0740222,29.06745,1329,580,12.07668,?,1.34453,20,?,50329.55,12.21206,1.74222,1.730956,-0.05662178,37.2065,18.61634,37.09162,1.685289,363,-8.513071,29553943,bcgs,ilu,good
?,359,9,?,?,46,31,?,9,1.084972,?,1737,10.27909,161.2879,3429,-0.1332894,?,307,22.42412,4.480735,359,3032,?,0.005509642,-18.61634,?,?,12.21206,26.38974,26.22795,?,1,5,2,?,3429,261,307,0.25,2,2,1,5.431689,363,?,?,6,0.1157772,0.0740222,29.06745,1329,580,12.07668,?,1.34453,20,?,50329.55,12.21206,1.74222,1.730956,-0.05662178,37.2065,18.61634,37.09162,1.685289,363,-8.513071,80361466,bcgs,asm,good
?,864,4,?,?,224,36,?,4,2.871652,?,2118,0.4420763,460.3435,5976,0.1818182,?,864,5.727394,0.9999736,864,?,?,0.2578104,-1,?,?,?,?,?,?,2.87165,100.9417,314.5286,?,5976,1154,864,0.6,314.5286,2,1,100.9417,1220,?,?,5,?,0.2616712,0.000988049,2638,1601,2.871652,?,5.147276,20,?,475474.4,?,1.935826,?,0.9358259,18.80821,5.727273,?,2.871652,1220,?,89565283,lsqr,jacobi ,bad
?,864,4,?,?,224,36,?,4,2.871652,?,2118,0.5330755,460.3435,5976,0.1818182,?,864,5.727811,1.090976,864,?,?,0.2578108,-1,?,?,?,?,?,?,2.87165,77.12051,314.5292,?,5976,1154,864,0.6,314.5292,2,1,77.12051,1220,?,?,5,?,0.2616699,0.000725281,2638,1601,2.87185,?,5.147601,20,?,475474.4,?,1.935925,?,0.9359251,18.80819,5.727749,?,2.87185,1220,?,89565283,lsqr,jacobi ,bad
?,864,4,?,?,224,36,?,4,2.871652,?,2118,0.6282798,460.3435,5976,0.1818182,?,864,5.730141,1.090979,864,?,?,0.2578122,-1,?,?,?,?,?,?,2.87165,77.12127,314.5309,?,5976,1154,864,0.6415094,314.5309,2,1,77.12127,1220,?,?,5,?,0.2616777,0.000178061,2638,1601,2.872865,?,6.208929,53,?,475474.4,?,1.936432,?,0.9364324,18.80835,5.730136,?,2.872865,1220,?,36564232,bicg,asm,bad
?,1217,2,?,?,401,90,?,2,-12.09806,?,1525,5960851,566.7006,5584,-12.08355,?,1200,5963364,5846479,1217,2370,?,110.8767,-5964825,?,?,2983144,38161060,38161040,?,-12.09806,5.980963,221753.4,?,5584,2000,1200,0.1,-221753.4,2,-1,7.988063,2000,?,?,19,0.5755731,269.8551,39156.41,2059,177,5963362,?,3.850904,100,?,372147.1,2981684,522.9667,2473.137,-206.5878,53967880,5964825,53967870,-0.156,2000,-1453657000,80361466,bcgs,asm,good
?,1217,2,?,?,401,90,?,2,-12.09806,?,1525,5960851,566.7006,5584,-12.08355,?,1200,5963364,5846479,1217,2370,?,110.8767,-5964825,?,?,2983144,38161060,38161040,?,-12.09806,5.980963,221753.4,?,5584,2000,1200,0.1,-221753.4,2,-1,7.988063,2000,?,?,19,0.5755731,269.8551,39156.41,2059,177,5963362,?,3.850904,100,?,372147.1,2981684,522.9667,2473.137,-206.5878,53967880,5964825,53967870,-0.156,2000,-1453657000,80361467,bcgs,asm,good
?,1217,2,?,?,401,90,?,2,-12.09806,?,1525,5960851,566.7006,5584,-12.08355,?,1200,5963364,5846479,1217,2370,?,110.8767,-5964825,?,?,2983144,38161060,38161040,?,-12.09806,5.980963,221753.4,?,5584,2000,1200,0.1,-221753.4,2,-1,7.988063,2000,?,?,19,0.5755731,269.8551,39156.41,2059,177,5963362,?,3.850904,100,?,372147.1,2981684,522.9667,2473.137,-206.5878,53967880,5964825,53967870,-0.156,2000,-1453657000,80361465,bcgs,asm,good
?,1217,2,?,?,401,90,?,2,-12.09806,?,1525,5960851,566.7006,5584,-12.08355,?,1200,5963364,5846479,1217,2370,?,110.8767,-5964825,?,?,2983144,38161060,38161040,?,-12.09806,5.980963,221753.4,?,5584,2000,1200,0.1,-221753.4,2,-1,7.988063,2000,?,?,19,0.5755731,269.8551,39156.41,2059,177,5963362,?,3.850904,100,?,372147.1,2981684,522.9667,2473.137,-206.5878,53967880,5964825,53967870,-0.156,2000,-1453657000,36564233,bicg,asm,good
?,1217,2,?,?,401,90,?,2,-12.09806,?,1525,5960851,566.7006,5584,-12.08355,?,1200,5963364,5846479,1217,2370,?,110.8767,-5964825,?,?,2983144,38161060,38161040,?,-12.09806,5.980963,221753.4,?,5584,2000,1200,0.1,-221753.4,2,-1,7.988063,2000,?,?,19,0.5755731,269.8551,39156.41,2059,177,5963362,?,3.850904,100,?,372147.1,2981684,522.9667,2473.137,-206.5878,53967880,5964825,53967870,-0.156,2000,-1453657000,36564232,bicg,asm,good
?,1217,2,?,?,401,90,?,2,-12.09806,?,1525,5960851,566.7006,5584,-12.08355,?,1200,5963364,5846479,1217,2370,?,110.8767,-5964825,?,?,2983144,38161060,38161040,?,-12.09806,5.980963,221753.4,?,5584,2000,1200,0.1,-221753.4,2,-1,7.988063,2000,?,?,19,0.5755731,269.8551,39156.41,2059,177,5963362,?,3.850904,100,?,372147.1,2981684,522.9667,2473.137,-206.5878,53967880,5964825,53967870,-0.156,2000,-1453657000,75830644,ibcgs,asm,good
?,1217,2,?,?,401,90,?,2,-12.09806,?,1525,5960851,566.7006,5584,-12.08355,?,1200,5963364,5846479,1217,2370,?,110.8767,-5964825,?,?,2983144,38161060,38161040,?,-12.09806,5.980963,221753.4,?,5584,2000,1200,0.1,-221753.4,2,-1,7.988063,2000,?,?,19,0.5755731,269.8551,39156.41,2059,177,5963362,?,3.850904,100,?,372147.1,2981684,522.9667,2473.137,-206.5878,53967880,5964825,53967870,-0.156,2000,-1453657000,13323659,bicg,bjacobi ,good
?,1217,2,?,?,401,90,?,2,-12.09806,?,1525,5960851,566.7006,5584,-12.08355,?,1200,5963364,5846479,1217,2370,?,110.8767,-5964825,?,?,2983144,38161060,38161040,?,-12.09806,5.980963,221753.4,?,5584,2000,1200,0.1,-221753.4,2,-1,7.988063,2000,?,?,19,0.5755731,269.8551,39156.41,2059,177,5963362,?,3.850904,100,?,372147.1,2981684,522.9667,2473.137,-206.5878,53967880,5964825,53967870,-0.156,2000,-1453657000,75830646,ibcgs,asm,good
?,1217,2,?,?,401,90,?,2,-12.09806,?,1525,5960851,566.7006,5584,-12.08355,?,1200,5963364,5846479,1217,2370,?,110.8767,-5964825,?,?,2983144,38161060,38161040,?,-12.09806,5.980963,221753.4,?,5584,2000,1200,0.1,-221753.4,2,-1,7.988063,2000,?,?,19,0.5755731,269.8551,39156.41,2059,177,5963362,?,3.850904,100,?,372147.1,2981684,522.9667,2473.137,-206.5878,53967880,5964825,53967870,-0.156,2000,-1453657000,38678404,bicg,ilu,good
?,1217,2,?,?,401,90,?,2,-12.09806,?,1525,5960851,566.7006,5584,-12.08355,?,1200,5963364,5846479,1217,2370,?,110.8767,-5964825,?,?,2983144,38161060,38161040,?,-12.09806,5.980963,221753.4,?,5584,2000,1200,0.1,-221753.4,2,-1,7.988063,2000,?,?,19,0.5755731,269.8551,39156.41,2059,177,5963362,?,3.850904,100,?,372147.1,2981684,522.9667,2473.137,-206.5878,53967880,5964825,53967870,-0.156,2000,-1453657000,29553943,bcgs,ilu,good
?,13435,8,?,?,6904,28,?,8,-3.61E-08,?,39538,14127.24,6111.994,108359,-3.61E-08,?,11773,10193.72,1002.872,13435,94683,?,3.33E-06,-20000.01,?,?,10053.65,36167.47,36167.46,?,7.974986,69.9386,0.04472002,?,108359,6927,11773,0.425,0.02472002,2,?,69.9386,13436,?,?,8,0.1262101,0.000245673,51148.49,55385,20535,14142.8,?,6.187843,240,?,79678230,10053.65,7.974858,15.5576,0.000127417,51148.52,20000.01,51148.51,7.974986,13436,-504.9762,59072882,bcgs,icc,bad
?,13435,8,?,?,6904,28,?,8,-3.61E-08,?,39538,14127.24,6111.994,108359,-3.61E-08,?,11773,10193.72,1002.872,13435,94683,?,3.33E-06,-20000.01,?,?,10053.65,36167.47,36167.46,?,7.974986,69.9386,0.04472002,?,108359,6927,11773,0.425,0.02472002,2,?,69.9386,13436,?,?,8,0.1262101,0.000245673,51148.49,55385,20535,14142.8,?,6.187843,240,?,79678230,10053.65,7.974858,15.5576,0.000127417,51148.52,20000.01,51148.51,7.974986,13436,-504.9762,89565283,lsqr,jacobi ,bad
?,13435,8,?,?,6904,28,?,8,-3.61E-08,?,39538,14127.24,6111.994,108359,-3.61E-08,?,11773,10193.72,1002.872,13435,94683,?,3.33E-06,-20000.01,?,?,10053.65,36167.47,36167.46,?,7.974986,69.9386,0.04472002,?,108359,6927,11773,0.425,0.02472002,2,?,69.9386,13436,?,?,8,0.1262101,0.000245673,51148.49,55385,20535,14142.8,?,6.187843,240,?,79678230,10053.65,7.974858,15.5576,0.000127417,51148.52,20000.01,51148.51,7.974986,13436,-504.9762,36564232,bicg,asm,good
?,13435,8,?,?,6904,28,?,8,-3.61E-08,?,39538,14127.24,6111.994,108359,-3.61E-08,?,11773,10193.72,1002.872,13435,94683,?,3.33E-06,-20000.01,?,?,10053.65,36167.47,36167.46,?,7.974986,69.9386,0.04472002,?,108359,6927,11773,0.425,0.02472002,2,?,69.9386,13436,?,?,8,0.1262101,0.000245673,51148.49,55385,20535,14142.8,?,6.187843,240,?,79678230,10053.65,7.974858,15.5576,0.000127417,51148.52,20000.01,51148.51,7.974986,13436,-504.9762,36564234,bicg,asm,good
?,13435,8,?,?,6904,28,?,8,-3.61E-08,?,39538,14127.24,6111.994,108359,-3.61E-08,?,11773,10193.72,1002.872,13435,94683,?,3.33E-06,-20000.01,?,?,10053.65,36167.47,36167.46,?,7.974986,69.9386,0.04472002,?,108359,6927,11773,0.425,0.02472002,2,?,69.9386,13436,?,?,8,0.1262101,0.000245673,51148.49,55385,20535,14142.8,?,6.187843,240,?,79678230,10053.65,7.974858,15.5576,0.000127417,51148.52,20000.01,51148.51,7.974986,13436,-504.9762,37052871,lsqr,asm,good
?,13435,8,?,?,6904,28,?,8,-3.61E-08,?,39538,14127.24,6111.994,108359,-3.61E-08,?,11773,10193.72,1002.872,13435,94683,?,3.33E-06,-20000.01,?,?,10053.65,36167.47,36167.46,?,7.974986,69.9386,0.04472002,?,108359,6927,11773,0.425,0.02472002,2,?,69.9386,13436,?,?,8,0.1262101,0.000245673,51148.49,55385,20535,14142.8,?,6.187843,240,?,79678230,10053.65,7.974858,15.5576,0.000127417,51148.52,20000.01,51148.51,7.974986,13436,-504.9762,68908713,chebyshev,jacobi ,bad
?,13435,8,?,?,6904,28,?,8,-3.61E-08,?,39538,14127.24,6111.994,108359,-3.61E-08,?,11773,10193.72,1002.872,13435,94683,?,3.33E-06,-20000.01,?,?,10053.65,36167.47,36167.46,?,7.974986,69.9386,0.04472002,?,108359,6927,11773,0.425,0.02472002,2,?,69.9386,13436,?,?,8,0.1262101,0.000245673,51148.49,55385,20535,14142.8,?,6.187843,240,?,79678230,10053.65,7.974858,15.5576,0.000127417,51148.52,20000.01,51148.51,7.974986,13436,-504.9762,49598909,gmres,icc,bad
?,4075,6,?,?,15,44,?,6,1,?,21248,1296111,531.1832,56175,1,?,1375,2097152,185362.6,4075,?,?,3951.81,-1048585,?,?,?,?,?,?,1,9.976185,36076070,?,56175,9129,1375,0.9615385,36058130,2,?,13.15285,9129,?,?,8,?,36868.92,5565253,25798,677,2344687,?,6822.776,52,?,921202.6,?,524416,36.51342,524160,6597258,3145737,?,1048576,9129,?,89565283,lsqr,jacobi ,bad
?,4075,6,?,?,15,44,?,6,1,?,21248,1296111,531.1832,56175,1,?,1375,2097152,185362.6,4075,?,?,3951.81,-1048585,?,?,?,?,?,?,1,9.976185,36076070,?,56175,9129,1375,0.9615385,36058130,2,?,13.15285,9129,?,?,8,?,36868.92,5565253,25798,677,2344687,?,6822.776,52,?,921202.6,?,524416,36.51342,524160,6597258,3145737,?,1048576,9129,?,68908713,chebyshev,jacobi ,bad
?,4075,6,?,?,15,44,?,6,1,?,21248,1296111,531.1832,56175,1,?,1375,2097152,185362.6,4075,?,?,3951.81,-1048585,?,?,?,?,?,?,1,9.976185,36076070,?,56175,9129,1375,0.9615385,36058130,2,?,13.15285,9129,?,?,8,?,36868.92,5565253,25798,677,2344687,?,6822.776,52,?,921202.6,?,524416,36.51342,524160,6597258,3145737,?,1048576,9129,?,30870720,gmres,asm,bad
?,4075,6,?,?,15,44,?,6,1,?,21248,1296111,531.1832,56175,1,?,1375,2097152,185362.6,4075,?,?,3951.81,-1048585,?,?,?,?,?,?,1,9.976185,36076070,?,56175,9129,1375,0.9615385,36058130,2,?,13.15285,9129,?,?,8,?,36868.92,5565253,25798,677,2344687,?,6822.776,52,?,921202.6,?,524416,36.51342,524160,6597258,3145737,?,1048576,9129,?,47942865,chebyshev,asm,bad
?,4075,6,?,?,15,44,?,6,1,?,21248,1296111,531.1832,56175,1,?,1375,2097152,185362.6,4075,?,?,3951.81,-1048585,?,?,?,?,?,?,1,9.976185,36076070,?,56175,9129,1375,0.9615385,36058130,2,?,13.15285,9129,?,?,8,?,36868.92,5565253,25798,677,2344687,?,6822.776,52,?,921202.6,?,524416,36.51342,524160,6597258,3145737,?,1048576,9129,?,47942866,chebyshev,asm,bad
